[1447, 1063]
[folio, [425.0, 52.0, 209.0, 18.0], UMFGnTjBHH, 5763163]
[unordered-list, [93.0, 93.0, 431.0, 18.0], shoonya_5sLHKVZZ8NEX6M, 5763163]
[unordered-list, [93.0, 111.0, 431.0, 18.0], shoonya_5sLHKVZZ8NEX6M, 5763163]
[unordered-list, [93.0, 129.0, 431.0, 18.0], shoonya_5sLHKVZZ8NEX6M, 5763163]
[unordered-list, [93.0, 147.0, 431.0, 18.0], shoonya_5sLHKVZZ8NEX6M, 5763163]
[unordered-list, [93.0, 165.0, 431.0, 18.0], shoonya_5sLHKVZZ8NEX6M, 5763163]
[unordered-list, [93.0, 183.0, 431.0, 18.0], shoonya_5sLHKVZZ8NEX6M, 5763163]
[unordered-list, [93.0, 201.0, 431.0, 18.0], shoonya_5sLHKVZZ8NEX6M, 5763163]
[unordered-list, [93.0, 219.0, 431.0, 18.0], shoonya_5sLHKVZZ8NEX6M, 5763163]
[unordered-list, [93.0, 237.0, 431.0, 18.0], shoonya_5sLHKVZZ8NEX6M, 5763163]
[unordered-list, [93.0, 255.0, 431.0, 18.0], shoonya_5sLHKVZZ8NEX6M, 5763163]
[unordered-list, [93.0, 273.0, 431.0, 18.0], shoonya_5sLHKVZZ8NEX6M, 5763163]
[unordered-list, [93.0, 291.0, 431.0, 18.0], shoonya_5sLHKVZZ8NEX6M, 5763163]
[unordered-list, [93.0, 309.0, 431.0, 18.0], shoonya_5sLHKVZZ8NEX6M, 5763163]
[unordered-list, [93.0, 327.0, 431.0, 18.0], shoonya_5sLHKVZZ8NEX6M, 5763163]
[unordered-list, [93.0, 345.0, 431.0, 18.0], shoonya_5sLHKVZZ8NEX6M, 5763163]
[unordered-list, [93.0, 363.0, 431.0, 18.0], shoonya_5sLHKVZZ8NEX6M, 5763163]
[unordered-list, [93.0, 381.0, 431.0, 18.0], shoonya_5sLHKVZZ8NEX6M, 5763163]
[unordered-list, [93.0, 399.0, 431.0, 18.0], shoonya_5sLHKVZZ8NEX6M, 5763163]
[unordered-list, [93.0, 417.0, 431.0, 18.0], shoonya_5sLHKVZZ8NEX6M, 5763163]
[unordered-list, [536.0, 397.0, 429.0, 18.0], shoonya_4sD8YVDP5ZNB50, 5763163]
[unordered-list, [536.0, 415.0, 429.0, 18.0], shoonya_4sD8YVDP5ZNB50, 5763163]
[unordered-list, [536.0, 433.0, 429.0, 18.0], shoonya_4sD8YVDP5ZNB50, 5763163]
[unordered-list, [536.0, 451.0, 429.0, 18.0], shoonya_4sD8YVDP5ZNB50, 5763163]
[unordered-list, [536.0, 469.0, 429.0, 18.0], shoonya_4sD8YVDP5ZNB50, 5763163]
[unordered-list, [536.0, 487.0, 429.0, 18.0], shoonya_4sD8YVDP5ZNB50, 5763163]
[unordered-list, [536.0, 505.0, 429.0, 18.0], shoonya_4sD8YVDP5ZNB50, 5763163]
[unordered-list, [536.0, 523.0, 429.0, 18.0], shoonya_4sD8YVDP5ZNB50, 5763163]
[unordered-list, [536.0, 541.0, 429.0, 18.0], shoonya_4sD8YVDP5ZNB50, 5763163]
[unordered-list, [536.0, 559.0, 429.0, 18.0], shoonya_4sD8YVDP5ZNB50, 5763163]
[unordered-list, [536.0, 577.0, 429.0, 18.0], shoonya_4sD8YVDP5ZNB50, 5763163]
[unordered-list, [536.0, 595.0, 429.0, 18.0], shoonya_4sD8YVDP5ZNB50, 5763163]
[unordered-list, [536.0, 613.0, 429.0, 18.0], shoonya_4sD8YVDP5ZNB50, 5763163]
[unordered-list, [536.0, 631.0, 429.0, 18.0], shoonya_4sD8YVDP5ZNB50, 5763163]
[unordered-list, [536.0, 649.0, 429.0, 18.0], shoonya_4sD8YVDP5ZNB50, 5763163]
[unordered-list, [536.0, 667.0, 429.0, 18.0], shoonya_4sD8YVDP5ZNB50, 5763163]
[unordered-list, [536.0, 685.0, 429.0, 18.0], shoonya_4sD8YVDP5ZNB50, 5763163]
[unordered-list, [536.0, 703.0, 429.0, 18.0], shoonya_4sD8YVDP5ZNB50, 5763163]
[unordered-list, [536.0, 721.0, 429.0, 18.0], shoonya_4sD8YVDP5ZNB50, 5763163]
[unordered-list, [536.0, 739.0, 429.0, 18.0], shoonya_4sD8YVDP5ZNB50, 5763163]
[unordered-list, [536.0, 757.0, 429.0, 18.0], shoonya_4sD8YVDP5ZNB50, 5763163]
[unordered-list, [536.0, 775.0, 429.0, 18.0], shoonya_4sD8YVDP5ZNB50, 5763163]
[unordered-list, [536.0, 793.0, 429.0, 18.0], shoonya_4sD8YVDP5ZNB50, 5763163]
[unordered-list, [91.0, 795.0, 430.0, 18.0], shoonya_9sNWMI8K0XYXZE, 5763163]
[unordered-list, [91.0, 813.0, 430.0, 18.0], shoonya_9sNWMI8K0XYXZE, 5763163]
[unordered-list, [91.0, 831.0, 430.0, 18.0], shoonya_9sNWMI8K0XYXZE, 5763163]
[unordered-list, [91.0, 849.0, 430.0, 18.0], shoonya_9sNWMI8K0XYXZE, 5763163]
[unordered-list, [91.0, 867.0, 430.0, 18.0], shoonya_9sNWMI8K0XYXZE, 5763163]
[unordered-list, [91.0, 885.0, 430.0, 18.0], shoonya_9sNWMI8K0XYXZE, 5763163]
[unordered-list, [91.0, 903.0, 430.0, 18.0], shoonya_9sNWMI8K0XYXZE, 5763163]
[unordered-list, [91.0, 921.0, 430.0, 18.0], shoonya_9sNWMI8K0XYXZE, 5763163]
[unordered-list, [91.0, 939.0, 430.0, 18.0], shoonya_9sNWMI8K0XYXZE, 5763163]
[unordered-list, [91.0, 957.0, 430.0, 18.0], shoonya_9sNWMI8K0XYXZE, 5763163]
[unordered-list, [91.0, 975.0, 430.0, 18.0], shoonya_9sNWMI8K0XYXZE, 5763163]
[unordered-list, [91.0, 993.0, 430.0, 18.0], shoonya_9sNWMI8K0XYXZE, 5763163]
[unordered-list, [91.0, 1011.0, 430.0, 18.0], shoonya_9sNWMI8K0XYXZE, 5763163]
[unordered-list, [91.0, 1029.0, 430.0, 18.0], shoonya_9sNWMI8K0XYXZE, 5763163]
[unordered-list, [91.0, 1047.0, 430.0, 18.0], shoonya_9sNWMI8K0XYXZE, 5763163]
[unordered-list, [91.0, 1065.0, 430.0, 18.0], shoonya_9sNWMI8K0XYXZE, 5763163]
[unordered-list, [91.0, 1083.0, 430.0, 18.0], shoonya_9sNWMI8K0XYXZE, 5763163]
[unordered-list, [91.0, 1101.0, 430.0, 18.0], shoonya_9sNWMI8K0XYXZE, 5763163]
[unordered-list, [91.0, 1119.0, 430.0, 18.0], shoonya_9sNWMI8K0XYXZE, 5763163]
[unordered-list, [91.0, 1137.0, 430.0, 18.0], shoonya_9sNWMI8K0XYXZE, 5763163]
[unordered-list, [91.0, 1155.0, 430.0, 18.0], shoonya_9sNWMI8K0XYXZE, 5763163]
[unordered-list, [91.0, 1173.0, 430.0, 18.0], shoonya_9sNWMI8K0XYXZE, 5763163]
[unordered-list, [91.0, 1191.0, 430.0, 18.0], shoonya_9sNWMI8K0XYXZE, 5763163]
[unordered-list, [91.0, 1209.0, 430.0, 18.0], shoonya_9sNWMI8K0XYXZE, 5763163]
[unordered-list, [91.0, 1227.0, 430.0, 18.0], shoonya_9sNWMI8K0XYXZE, 5763163]
[unordered-list, [91.0, 1245.0, 430.0, 18.0], shoonya_9sNWMI8K0XYXZE, 5763163]
[unordered-list, [91.0, 1263.0, 430.0, 18.0], shoonya_9sNWMI8K0XYXZE, 5763163]
[unordered-list, [91.0, 1281.0, 430.0, 18.0], shoonya_9sNWMI8K0XYXZE, 5763163]
[unordered-list, [91.0, 1299.0, 430.0, 18.0], shoonya_9sNWMI8K0XYXZE, 5763163]
[paragraph, [537.0, 840.0, 431.0, 18.0], shoonya_7sJ7S1V9WQNHGV, 5763163]
[paragraph, [537.0, 858.0, 431.0, 18.0], shoonya_7sJ7S1V9WQNHGV, 5763163]
[paragraph, [537.0, 876.0, 431.0, 18.0], shoonya_7sJ7S1V9WQNHGV, 5763163]
[paragraph, [537.0, 894.0, 431.0, 18.0], shoonya_7sJ7S1V9WQNHGV, 5763163]
[paragraph, [537.0, 912.0, 431.0, 18.0], shoonya_7sJ7S1V9WQNHGV, 5763163]
[paragraph, [537.0, 930.0, 431.0, 18.0], shoonya_7sJ7S1V9WQNHGV, 5763163]
[paragraph, [537.0, 948.0, 431.0, 18.0], shoonya_7sJ7S1V9WQNHGV, 5763163]
[paragraph, [537.0, 966.0, 431.0, 18.0], shoonya_7sJ7S1V9WQNHGV, 5763163]
[paragraph, [537.0, 984.0, 431.0, 18.0], shoonya_7sJ7S1V9WQNHGV, 5763163]
[paragraph, [537.0, 1002.0, 431.0, 18.0], shoonya_7sJ7S1V9WQNHGV, 5763163]
[paragraph, [537.0, 1020.0, 431.0, 18.0], shoonya_7sJ7S1V9WQNHGV, 5763163]
