[1650, 1275]
[section-title, [161.0, 156.0, 512.0, 49.5], bAkQgRxdOa, 5771589]
[paragraph, [132.0, 213.0, 555.0, 36.0], iy0ldnpX_4, 5771589]
[paragraph, [132.0, 249.0, 555.0, 36.0], iy0ldnpX_4, 5771589]
[paragraph, [132.0, 285.0, 555.0, 36.0], iy0ldnpX_4, 5771589]
[paragraph, [132.0, 321.0, 555.0, 36.0], iy0ldnpX_4, 5771589]
[paragraph, [132.0, 357.0, 555.0, 36.0], iy0ldnpX_4, 5771589]
[paragraph, [132.0, 393.0, 555.0, 36.0], iy0ldnpX_4, 5771589]
[paragraph, [135.0, 457.0, 548.0, 36.0], MRjUOidBgB, 5771589]
[paragraph, [135.0, 493.0, 548.0, 36.0], MRjUOidBgB, 5771589]
[paragraph, [135.0, 529.0, 548.0, 36.0], MRjUOidBgB, 5771589]
[paragraph, [135.0, 565.0, 548.0, 36.0], MRjUOidBgB, 5771589]
[paragraph, [135.0, 601.0, 548.0, 36.0], MRjUOidBgB, 5771589]
[paragraph, [682.0, 553.0, 526.0, 36.0], qpT4Nj4ujp, 5771589]
[paragraph, [682.0, 589.0, 526.0, 36.0], qpT4Nj4ujp, 5771589]
[paragraph, [682.0, 625.0, 526.0, 36.0], qpT4Nj4ujp, 5771589]
[paragraph, [682.0, 661.0, 526.0, 36.0], qpT4Nj4ujp, 5771589]
[paragraph, [143.0, 655.0, 544.0, 36.0], zRFTydE29j, 5771589]
[paragraph, [143.0, 691.0, 544.0, 36.0], zRFTydE29j, 5771589]
[paragraph, [679.0, 714.0, 540.0, 36.0], -SPDBINyp2, 5771589]
[paragraph, [679.0, 750.0, 540.0, 36.0], -SPDBINyp2, 5771589]
[paragraph, [679.0, 786.0, 540.0, 36.0], -SPDBINyp2, 5771589]
[paragraph, [679.0, 822.0, 540.0, 36.0], -SPDBINyp2, 5771589]
[paragraph, [679.0, 858.0, 540.0, 36.0], -SPDBINyp2, 5771589]
[paragraph, [679.0, 894.0, 540.0, 36.0], -SPDBINyp2, 5771589]
[paragraph, [679.0, 930.0, 540.0, 36.0], -SPDBINyp2, 5771589]
[paragraph, [679.0, 966.0, 540.0, 36.0], -SPDBINyp2, 5771589]
[paragraph, [135.0, 770.0, 542.0, 36.0], zZ6JUUJBt_, 5771589]
[paragraph, [135.0, 806.0, 542.0, 36.0], zZ6JUUJBt_, 5771589]
[paragraph, [135.0, 842.0, 542.0, 36.0], zZ6JUUJBt_, 5771589]
[paragraph, [135.0, 878.0, 542.0, 36.0], zZ6JUUJBt_, 5771589]
[paragraph, [146.0, 976.0, 536.0, 36.0], BzSk0QMtno, 5771589]
[paragraph, [146.0, 1012.0, 536.0, 36.0], BzSk0QMtno, 5771589]
[paragraph, [686.0, 1000.0, 534.0, 36.0], HVh1Z4kOjq, 5771589]
[paragraph, [686.0, 1036.0, 534.0, 36.0], HVh1Z4kOjq, 5771589]
[paragraph, [670.0, 1070.0, 548.0, 36.0], o19mFrIHU6, 5771589]
[paragraph, [670.0, 1106.0, 548.0, 36.0], o19mFrIHU6, 5771589]
[paragraph, [670.0, 1142.0, 548.0, 36.0], o19mFrIHU6, 5771589]
[paragraph, [670.0, 1178.0, 548.0, 36.0], o19mFrIHU6, 5771589]
[paragraph, [135.0, 1080.0, 552.0, 36.0], eycSzDA2eG, 5771589]
[paragraph, [126.0, 1144.0, 564.0, 36.0], aiZ99p4ql2, 5771589]
[paragraph, [126.0, 1180.0, 564.0, 36.0], aiZ99p4ql2, 5771589]
[paragraph, [126.0, 1216.0, 564.0, 36.0], aiZ99p4ql2, 5771589]
[paragraph, [126.0, 1252.0, 564.0, 36.0], aiZ99p4ql2, 5771589]
[paragraph, [126.0, 1288.0, 564.0, 36.0], aiZ99p4ql2, 5771589]
[paragraph, [126.0, 1324.0, 564.0, 36.0], aiZ99p4ql2, 5771589]
[paragraph, [126.0, 1360.0, 564.0, 36.0], aiZ99p4ql2, 5771589]
[paragraph, [126.0, 1396.0, 564.0, 36.0], aiZ99p4ql2, 5771589]
[paragraph, [682.0, 1233.0, 544.0, 36.0], IWkfNPKDwg, 5771589]
[paragraph, [682.0, 1269.0, 544.0, 36.0], IWkfNPKDwg, 5771589]
[paragraph, [682.0, 1305.0, 544.0, 36.0], IWkfNPKDwg, 5771589]
[paragraph, [684.0, 1359.0, 537.0, 36.0], vkkT7v3ufW, 5771589]
[paragraph, [684.0, 1395.0, 537.0, 36.0], vkkT7v3ufW, 5771589]
[section-title, [268.0, 1440.0, 266.0, 49.5], qpmDMGFB-M, 5771589]
[paragraph, [684.0, 1464.0, 537.0, 36.0], smkHGLloxg, 5771589]
[paragraph, [684.0, 1500.0, 537.0, 36.0], smkHGLloxg, 5771589]
[paragraph, [135.0, 1484.0, 555.0, 36.0], 5rUew5Sl7f, 5771589]
[paragraph, [135.0, 1520.0, 555.0, 36.0], 5rUew5Sl7f, 5771589]
[paragraph, [135.0, 1556.0, 555.0, 36.0], 5rUew5Sl7f, 5771589]
[answer, [1029.0, 1538.0, 191.0, 36.0], ew3ne65WiV, 5771589]
[folio, [590.0, 1597.0, 193.0, 36.0], JL-cniIMFN, 5771589]
