[792, 612]
[paragraph, [48.0, 89.0, 153.0, 18.0], shoonya_0s4KQW6D1FQS1H, 6515521]
[paragraph, [48.0, 107.0, 153.0, 18.0], shoonya_0s4KQW6D1FQS1H, 6515521]
[paragraph, [48.0, 125.0, 153.0, 18.0], shoonya_0s4KQW6D1FQS1H, 6515521]
[paragraph, [48.0, 143.0, 153.0, 18.0], shoonya_0s4KQW6D1FQS1H, 6515521]
[paragraph, [48.0, 161.0, 153.0, 18.0], shoonya_0s4KQW6D1FQS1H, 6515521]
[paragraph, [48.0, 179.0, 153.0, 18.0], shoonya_0s4KQW6D1FQS1H, 6515521]
[paragraph, [228.0, 89.0, 157.0, 18.0], ohOmlpwbPA, 6515521]
[paragraph, [228.0, 107.0, 157.0, 18.0], ohOmlpwbPA, 6515521]
[paragraph, [228.0, 125.0, 157.0, 18.0], ohOmlpwbPA, 6515521]
[paragraph, [228.0, 143.0, 157.0, 18.0], ohOmlpwbPA, 6515521]
[paragraph, [228.0, 161.0, 157.0, 18.0], ohOmlpwbPA, 6515521]
[paragraph, [228.0, 179.0, 157.0, 18.0], ohOmlpwbPA, 6515521]
[paragraph, [407.0, 90.0, 155.0, 18.0], wou4ooVWbw, 6515521]
[paragraph, [407.0, 108.0, 155.0, 18.0], wou4ooVWbw, 6515521]
[paragraph, [407.0, 126.0, 155.0, 18.0], wou4ooVWbw, 6515521]
[paragraph, [407.0, 144.0, 155.0, 18.0], wou4ooVWbw, 6515521]
[paragraph, [407.0, 162.0, 155.0, 18.0], wou4ooVWbw, 6515521]
[paragraph, [407.0, 180.0, 155.0, 18.0], wou4ooVWbw, 6515521]
[paragraph, [407.0, 198.0, 155.0, 18.0], wou4ooVWbw, 6515521]
[paragraph, [229.0, 202.0, 151.0, 18.0], oTWoVXzT49, 6515521]
[paragraph, [229.0, 220.0, 151.0, 18.0], oTWoVXzT49, 6515521]
[paragraph, [229.0, 238.0, 151.0, 18.0], oTWoVXzT49, 6515521]
[paragraph, [229.0, 256.0, 151.0, 18.0], oTWoVXzT49, 6515521]
[paragraph, [229.0, 274.0, 151.0, 18.0], oTWoVXzT49, 6515521]
[paragraph, [229.0, 292.0, 151.0, 18.0], oTWoVXzT49, 6515521]
[paragraph, [229.0, 310.0, 151.0, 18.0], oTWoVXzT49, 6515521]
[paragraph, [229.0, 328.0, 151.0, 18.0], oTWoVXzT49, 6515521]
[paragraph, [229.0, 346.0, 151.0, 18.0], oTWoVXzT49, 6515521]
[paragraph, [229.0, 364.0, 151.0, 18.0], oTWoVXzT49, 6515521]
[paragraph, [229.0, 382.0, 151.0, 18.0], oTWoVXzT49, 6515521]
[paragraph, [229.0, 400.0, 151.0, 18.0], oTWoVXzT49, 6515521]
[paragraph, [229.0, 418.0, 151.0, 18.0], oTWoVXzT49, 6515521]
[paragraph, [49.0, 215.0, 152.0, 18.0], 0c4JQnKczw, 6515521]
[paragraph, [49.0, 233.0, 152.0, 18.0], 0c4JQnKczw, 6515521]
[paragraph, [49.0, 251.0, 152.0, 18.0], 0c4JQnKczw, 6515521]
[paragraph, [49.0, 269.0, 152.0, 18.0], 0c4JQnKczw, 6515521]
[paragraph, [49.0, 287.0, 152.0, 18.0], 0c4JQnKczw, 6515521]
[paragraph, [49.0, 305.0, 152.0, 18.0], 0c4JQnKczw, 6515521]
[paragraph, [49.0, 323.0, 152.0, 18.0], 0c4JQnKczw, 6515521]
[paragraph, [49.0, 341.0, 152.0, 18.0], 0c4JQnKczw, 6515521]
[paragraph, [49.0, 359.0, 152.0, 18.0], 0c4JQnKczw, 6515521]
[paragraph, [49.0, 377.0, 152.0, 18.0], 0c4JQnKczw, 6515521]
[paragraph, [49.0, 395.0, 152.0, 18.0], 0c4JQnKczw, 6515521]
[paragraph, [49.0, 413.0, 152.0, 18.0], 0c4JQnKczw, 6515521]
[paragraph, [49.0, 431.0, 152.0, 18.0], 0c4JQnKczw, 6515521]
[paragraph, [49.0, 449.0, 152.0, 18.0], 0c4JQnKczw, 6515521]
[paragraph, [49.0, 467.0, 152.0, 18.0], 0c4JQnKczw, 6515521]
[paragraph, [49.0, 485.0, 152.0, 18.0], 0c4JQnKczw, 6515521]
[paragraph, [49.0, 503.0, 152.0, 18.0], 0c4JQnKczw, 6515521]
[paragraph, [407.0, 231.0, 153.0, 18.0], 1CvQLjw5kS, 6515521]
[paragraph, [407.0, 249.0, 153.0, 18.0], 1CvQLjw5kS, 6515521]
[paragraph, [407.0, 267.0, 153.0, 18.0], 1CvQLjw5kS, 6515521]
[paragraph, [407.0, 285.0, 153.0, 18.0], 1CvQLjw5kS, 6515521]
[paragraph, [407.0, 303.0, 153.0, 18.0], 1CvQLjw5kS, 6515521]
[paragraph, [407.0, 321.0, 153.0, 18.0], 1CvQLjw5kS, 6515521]
[paragraph, [407.0, 339.0, 153.0, 18.0], 1CvQLjw5kS, 6515521]
[paragraph, [407.0, 357.0, 153.0, 18.0], 1CvQLjw5kS, 6515521]
[paragraph, [407.0, 375.0, 153.0, 18.0], 1CvQLjw5kS, 6515521]
[paragraph, [407.0, 393.0, 153.0, 18.0], 1CvQLjw5kS, 6515521]
[paragraph, [407.0, 411.0, 153.0, 18.0], 1CvQLjw5kS, 6515521]
[paragraph, [407.0, 429.0, 153.0, 18.0], 1CvQLjw5kS, 6515521]
[paragraph, [407.0, 447.0, 153.0, 18.0], 1CvQLjw5kS, 6515521]
[paragraph, [407.0, 465.0, 153.0, 18.0], 1CvQLjw5kS, 6515521]
[paragraph, [407.0, 483.0, 153.0, 18.0], 1CvQLjw5kS, 6515521]
[paragraph, [407.0, 501.0, 153.0, 18.0], 1CvQLjw5kS, 6515521]
[paragraph, [407.0, 519.0, 153.0, 18.0], 1CvQLjw5kS, 6515521]
[paragraph, [407.0, 537.0, 153.0, 18.0], 1CvQLjw5kS, 6515521]
[paragraph, [407.0, 555.0, 153.0, 18.0], 1CvQLjw5kS, 6515521]
[paragraph, [407.0, 573.0, 153.0, 18.0], 1CvQLjw5kS, 6515521]
[paragraph, [407.0, 591.0, 153.0, 18.0], 1CvQLjw5kS, 6515521]
[paragraph, [407.0, 609.0, 153.0, 18.0], 1CvQLjw5kS, 6515521]
[paragraph, [407.0, 627.0, 153.0, 18.0], 1CvQLjw5kS, 6515521]
[paragraph, [407.0, 645.0, 153.0, 18.0], 1CvQLjw5kS, 6515521]
[paragraph, [229.0, 455.0, 152.0, 18.0], wzqc2k3PKv, 6515521]
[paragraph, [229.0, 473.0, 152.0, 18.0], wzqc2k3PKv, 6515521]
[paragraph, [229.0, 491.0, 152.0, 18.0], wzqc2k3PKv, 6515521]
[paragraph, [229.0, 509.0, 152.0, 18.0], wzqc2k3PKv, 6515521]
[paragraph, [229.0, 527.0, 152.0, 18.0], wzqc2k3PKv, 6515521]
[paragraph, [229.0, 545.0, 152.0, 18.0], wzqc2k3PKv, 6515521]
[paragraph, [229.0, 563.0, 152.0, 18.0], wzqc2k3PKv, 6515521]
[paragraph, [229.0, 581.0, 152.0, 18.0], wzqc2k3PKv, 6515521]
[paragraph, [229.0, 599.0, 152.0, 18.0], wzqc2k3PKv, 6515521]
[paragraph, [229.0, 617.0, 152.0, 18.0], wzqc2k3PKv, 6515521]
[paragraph, [229.0, 635.0, 152.0, 18.0], wzqc2k3PKv, 6515521]
[paragraph, [48.0, 525.0, 152.0, 18.0], 38og2T9ayk, 6515521]
[paragraph, [48.0, 543.0, 152.0, 18.0], 38og2T9ayk, 6515521]
[paragraph, [48.0, 561.0, 152.0, 18.0], 38og2T9ayk, 6515521]
[paragraph, [48.0, 579.0, 152.0, 18.0], 38og2T9ayk, 6515521]
[paragraph, [48.0, 597.0, 152.0, 18.0], 38og2T9ayk, 6515521]
[paragraph, [48.0, 615.0, 152.0, 18.0], 38og2T9ayk, 6515521]
[paragraph, [48.0, 633.0, 152.0, 18.0], 38og2T9ayk, 6515521]
