[1004, 621]
[section-title, [253.0, 136.0, 108.0, 30.0], shoonya_1sW19FZ0VI7ZXM, 5741260]
[sub-section-title, [240.0, 200.0, 138.0, 25.5], shoonya_0sSL20LLIK9FNX, 5741260]
[paragraph, [16.0, 237.0, 604.0, 18.0], DiAn-uUoMR, 5741260]
[paragraph, [16.0, 255.0, 604.0, 18.0], DiAn-uUoMR, 5741260]
[paragraph, [16.0, 273.0, 604.0, 18.0], DiAn-uUoMR, 5741260]
[paragraph, [16.0, 291.0, 604.0, 18.0], DiAn-uUoMR, 5741260]
[paragraph, [16.0, 309.0, 604.0, 18.0], DiAn-uUoMR, 5741260]
[paragraph, [16.0, 327.0, 604.0, 18.0], DiAn-uUoMR, 5741260]
[paragraph, [16.0, 345.0, 604.0, 18.0], DiAn-uUoMR, 5741260]
[paragraph, [16.0, 363.0, 604.0, 18.0], DiAn-uUoMR, 5741260]
[paragraph, [16.0, 381.0, 604.0, 18.0], DiAn-uUoMR, 5741260]
[paragraph, [16.0, 399.0, 604.0, 18.0], DiAn-uUoMR, 5741260]
[paragraph, [16.0, 417.0, 604.0, 18.0], DiAn-uUoMR, 5741260]
[paragraph, [16.0, 435.0, 604.0, 18.0], DiAn-uUoMR, 5741260]
[paragraph, [16.0, 453.0, 604.0, 18.0], DiAn-uUoMR, 5741260]
[paragraph, [16.0, 471.0, 604.0, 18.0], DiAn-uUoMR, 5741260]
[paragraph, [16.0, 489.0, 604.0, 18.0], DiAn-uUoMR, 5741260]
[paragraph, [16.0, 507.0, 604.0, 18.0], DiAn-uUoMR, 5741260]
[paragraph, [16.0, 525.0, 604.0, 18.0], DiAn-uUoMR, 5741260]
[paragraph, [16.0, 543.0, 604.0, 18.0], DiAn-uUoMR, 5741260]
[paragraph, [16.0, 561.0, 604.0, 18.0], DiAn-uUoMR, 5741260]
[paragraph, [16.0, 579.0, 604.0, 18.0], DiAn-uUoMR, 5741260]
[paragraph, [16.0, 597.0, 604.0, 18.0], DiAn-uUoMR, 5741260]
[paragraph, [16.0, 615.0, 604.0, 18.0], DiAn-uUoMR, 5741260]
[paragraph, [16.0, 633.0, 604.0, 18.0], DiAn-uUoMR, 5741260]
[paragraph, [16.0, 651.0, 604.0, 18.0], DiAn-uUoMR, 5741260]
[paragraph, [16.0, 669.0, 604.0, 18.0], DiAn-uUoMR, 5741260]
[paragraph, [16.0, 687.0, 604.0, 18.0], DiAn-uUoMR, 5741260]
[paragraph, [16.0, 705.0, 604.0, 18.0], DiAn-uUoMR, 5741260]
[paragraph, [16.0, 723.0, 604.0, 18.0], DiAn-uUoMR, 5741260]
[paragraph, [16.0, 741.0, 604.0, 18.0], DiAn-uUoMR, 5741260]
[paragraph, [16.0, 759.0, 604.0, 18.0], DiAn-uUoMR, 5741260]
[paragraph, [16.0, 777.0, 604.0, 18.0], DiAn-uUoMR, 5741260]
[paragraph, [16.0, 795.0, 604.0, 18.0], DiAn-uUoMR, 5741260]
[paragraph, [16.0, 813.0, 604.0, 18.0], DiAn-uUoMR, 5741260]
[paragraph, [16.0, 831.0, 604.0, 18.0], DiAn-uUoMR, 5741260]
[paragraph, [16.0, 849.0, 604.0, 18.0], DiAn-uUoMR, 5741260]
[paragraph, [16.0, 867.0, 604.0, 18.0], DiAn-uUoMR, 5741260]
[paragraph, [16.0, 885.0, 604.0, 18.0], DiAn-uUoMR, 5741260]
[paragraph, [16.0, 903.0, 604.0, 18.0], DiAn-uUoMR, 5741260]
[paragraph, [16.0, 921.0, 604.0, 18.0], DiAn-uUoMR, 5741260]
[paragraph, [16.0, 939.0, 604.0, 18.0], DiAn-uUoMR, 5741260]
[paragraph, [16.0, 957.0, 604.0, 18.0], DiAn-uUoMR, 5741260]
