[792, 612]
[paragraph, [193.0, 62.0, 167.0, 18.0], shoonya_3sHPICMDGAVAP4, 5654808]
[paragraph, [193.0, 80.0, 167.0, 18.0], shoonya_3sHPICMDGAVAP4, 5654808]
[paragraph, [193.0, 98.0, 167.0, 18.0], shoonya_3sHPICMDGAVAP4, 5654808]
[paragraph, [193.0, 116.0, 167.0, 18.0], shoonya_3sHPICMDGAVAP4, 5654808]
[paragraph, [193.0, 134.0, 167.0, 18.0], shoonya_3sHPICMDGAVAP4, 5654808]
[paragraph, [193.0, 152.0, 167.0, 18.0], shoonya_3sHPICMDGAVAP4, 5654808]
[paragraph, [193.0, 170.0, 167.0, 18.0], shoonya_3sHPICMDGAVAP4, 5654808]
[paragraph, [193.0, 188.0, 167.0, 18.0], shoonya_3sHPICMDGAVAP4, 5654808]
[paragraph, [193.0, 206.0, 167.0, 18.0], shoonya_3sHPICMDGAVAP4, 5654808]
[paragraph, [193.0, 224.0, 167.0, 18.0], shoonya_3sHPICMDGAVAP4, 5654808]
[paragraph, [193.0, 242.0, 167.0, 18.0], shoonya_3sHPICMDGAVAP4, 5654808]
[paragraph, [193.0, 260.0, 167.0, 18.0], shoonya_3sHPICMDGAVAP4, 5654808]
[paragraph, [193.0, 278.0, 167.0, 18.0], shoonya_3sHPICMDGAVAP4, 5654808]
[paragraph, [193.0, 296.0, 167.0, 18.0], shoonya_3sHPICMDGAVAP4, 5654808]
[paragraph, [193.0, 314.0, 167.0, 18.0], shoonya_3sHPICMDGAVAP4, 5654808]
[paragraph, [193.0, 332.0, 167.0, 18.0], shoonya_3sHPICMDGAVAP4, 5654808]
[paragraph, [376.0, 259.0, 158.0, 18.0], shoonya_6sU4457VQ91FL6, 5654808]
[paragraph, [376.0, 277.0, 158.0, 18.0], shoonya_6sU4457VQ91FL6, 5654808]
[paragraph, [376.0, 295.0, 158.0, 18.0], shoonya_6sU4457VQ91FL6, 5654808]
[paragraph, [376.0, 313.0, 158.0, 18.0], shoonya_6sU4457VQ91FL6, 5654808]
[paragraph, [376.0, 331.0, 158.0, 18.0], shoonya_6sU4457VQ91FL6, 5654808]
[paragraph, [379.0, 354.0, 158.0, 18.0], shoonya_1sTB5G8FZRSVJK, 5654808]
[paragraph, [379.0, 372.0, 158.0, 18.0], shoonya_1sTB5G8FZRSVJK, 5654808]
[paragraph, [379.0, 390.0, 158.0, 18.0], shoonya_1sTB5G8FZRSVJK, 5654808]
[paragraph, [379.0, 408.0, 158.0, 18.0], shoonya_1sTB5G8FZRSVJK, 5654808]
[paragraph, [379.0, 426.0, 158.0, 18.0], shoonya_1sTB5G8FZRSVJK, 5654808]
[paragraph, [379.0, 444.0, 158.0, 18.0], shoonya_1sTB5G8FZRSVJK, 5654808]
[paragraph, [379.0, 462.0, 158.0, 18.0], shoonya_1sTB5G8FZRSVJK, 5654808]
[paragraph, [379.0, 480.0, 158.0, 18.0], shoonya_1sTB5G8FZRSVJK, 5654808]
[paragraph, [379.0, 498.0, 158.0, 18.0], shoonya_1sTB5G8FZRSVJK, 5654808]
[paragraph, [379.0, 516.0, 158.0, 18.0], shoonya_1sTB5G8FZRSVJK, 5654808]
[paragraph, [379.0, 534.0, 158.0, 18.0], shoonya_1sTB5G8FZRSVJK, 5654808]
[paragraph, [379.0, 552.0, 158.0, 18.0], shoonya_1sTB5G8FZRSVJK, 5654808]
[paragraph, [379.0, 570.0, 158.0, 18.0], shoonya_1sTB5G8FZRSVJK, 5654808]
[paragraph, [379.0, 588.0, 158.0, 18.0], shoonya_1sTB5G8FZRSVJK, 5654808]
[paragraph, [379.0, 606.0, 158.0, 18.0], shoonya_1sTB5G8FZRSVJK, 5654808]
[paragraph, [379.0, 624.0, 158.0, 18.0], shoonya_1sTB5G8FZRSVJK, 5654808]
[paragraph, [193.0, 358.0, 167.0, 18.0], shoonya_2sFWLEJH2O92Z2, 5654808]
[paragraph, [193.0, 376.0, 167.0, 18.0], shoonya_2sFWLEJH2O92Z2, 5654808]
[paragraph, [193.0, 394.0, 167.0, 18.0], shoonya_2sFWLEJH2O92Z2, 5654808]
[paragraph, [193.0, 412.0, 167.0, 18.0], shoonya_2sFWLEJH2O92Z2, 5654808]
[paragraph, [193.0, 430.0, 167.0, 18.0], shoonya_2sFWLEJH2O92Z2, 5654808]
[paragraph, [193.0, 448.0, 167.0, 18.0], shoonya_2sFWLEJH2O92Z2, 5654808]
[paragraph, [193.0, 466.0, 167.0, 18.0], shoonya_2sFWLEJH2O92Z2, 5654808]
[paragraph, [193.0, 484.0, 167.0, 18.0], shoonya_2sFWLEJH2O92Z2, 5654808]
[paragraph, [193.0, 502.0, 167.0, 18.0], shoonya_2sFWLEJH2O92Z2, 5654808]
[paragraph, [193.0, 520.0, 167.0, 18.0], shoonya_2sFWLEJH2O92Z2, 5654808]
[paragraph, [193.0, 538.0, 167.0, 18.0], shoonya_2sFWLEJH2O92Z2, 5654808]
[paragraph, [193.0, 556.0, 167.0, 18.0], shoonya_2sFWLEJH2O92Z2, 5654808]
[paragraph, [193.0, 574.0, 167.0, 18.0], shoonya_2sFWLEJH2O92Z2, 5654808]
[paragraph, [193.0, 592.0, 167.0, 18.0], shoonya_2sFWLEJH2O92Z2, 5654808]
[paragraph, [193.0, 610.0, 167.0, 18.0], shoonya_2sFWLEJH2O92Z2, 5654808]
[paragraph, [193.0, 628.0, 167.0, 18.0], shoonya_2sFWLEJH2O92Z2, 5654808]
[paragraph, [193.0, 646.0, 167.0, 18.0], shoonya_2sFWLEJH2O92Z2, 5654808]
[paragraph, [379.0, 663.0, 157.0, 18.0], shoonya_10s5CAF18HWPEZ, 5654808]
[paragraph, [379.0, 681.0, 157.0, 18.0], shoonya_10s5CAF18HWPEZ, 5654808]
[paragraph, [379.0, 699.0, 157.0, 18.0], shoonya_10s5CAF18HWPEZ, 5654808]
[paragraph, [196.0, 681.0, 166.0, 18.0], shoonya_4s588WDOH6CXZK, 5654808]
[paragraph, [196.0, 699.0, 166.0, 18.0], shoonya_4s588WDOH6CXZK, 5654808]
[folio, [474.0, 744.0, 64.0, 18.0], Kr5miPkX9J, 5654808]
