[1818, 1374]
[folio, [553.0, 169.0, 260.0, 36.0], shoonya_7sWA4YK5CRGGQB, 5682460]
[paragraph, [695.0, 239.0, 565.0, 36.0], shoonya_5sM2DPB5U29L3R, 5682460]
[paragraph, [695.0, 275.0, 565.0, 36.0], shoonya_5sM2DPB5U29L3R, 5682460]
[paragraph, [695.0, 311.0, 565.0, 36.0], shoonya_5sM2DPB5U29L3R, 5682460]
[paragraph, [695.0, 347.0, 565.0, 36.0], shoonya_5sM2DPB5U29L3R, 5682460]
[paragraph, [103.0, 293.0, 569.0, 36.0], shoonya_0sENOQT0W3O1D1, 5682460]
[paragraph, [103.0, 329.0, 569.0, 36.0], shoonya_0sENOQT0W3O1D1, 5682460]
[paragraph, [103.0, 365.0, 569.0, 36.0], shoonya_0sENOQT0W3O1D1, 5682460]
[paragraph, [103.0, 401.0, 569.0, 36.0], shoonya_0sENOQT0W3O1D1, 5682460]
[paragraph, [103.0, 437.0, 569.0, 36.0], shoonya_0sENOQT0W3O1D1, 5682460]
[paragraph, [103.0, 473.0, 569.0, 36.0], shoonya_0sENOQT0W3O1D1, 5682460]
[paragraph, [103.0, 509.0, 569.0, 36.0], shoonya_0sENOQT0W3O1D1, 5682460]
[paragraph, [103.0, 545.0, 569.0, 36.0], shoonya_0sENOQT0W3O1D1, 5682460]
[paragraph, [103.0, 581.0, 569.0, 36.0], shoonya_0sENOQT0W3O1D1, 5682460]
[paragraph, [103.0, 617.0, 569.0, 36.0], shoonya_0sENOQT0W3O1D1, 5682460]
[paragraph, [103.0, 653.0, 569.0, 36.0], shoonya_0sENOQT0W3O1D1, 5682460]
[paragraph, [103.0, 689.0, 569.0, 36.0], shoonya_0sENOQT0W3O1D1, 5682460]
[paragraph, [103.0, 725.0, 569.0, 36.0], shoonya_0sENOQT0W3O1D1, 5682460]
[paragraph, [103.0, 761.0, 569.0, 36.0], shoonya_0sENOQT0W3O1D1, 5682460]
[paragraph, [103.0, 797.0, 569.0, 36.0], shoonya_0sENOQT0W3O1D1, 5682460]
[paragraph, [103.0, 833.0, 569.0, 36.0], shoonya_0sENOQT0W3O1D1, 5682460]
[paragraph, [103.0, 869.0, 569.0, 36.0], shoonya_0sENOQT0W3O1D1, 5682460]
[paragraph, [103.0, 905.0, 569.0, 36.0], shoonya_0sENOQT0W3O1D1, 5682460]
[paragraph, [103.0, 941.0, 569.0, 36.0], shoonya_0sENOQT0W3O1D1, 5682460]
[paragraph, [103.0, 977.0, 569.0, 36.0], shoonya_0sENOQT0W3O1D1, 5682460]
[paragraph, [103.0, 1013.0, 569.0, 36.0], shoonya_0sENOQT0W3O1D1, 5682460]
[paragraph, [103.0, 1049.0, 569.0, 36.0], shoonya_0sENOQT0W3O1D1, 5682460]
[paragraph, [103.0, 1085.0, 569.0, 36.0], shoonya_0sENOQT0W3O1D1, 5682460]
[paragraph, [754.0, 404.0, 225.0, 36.0], isHsBAddbV, 5682460]
[paragraph, [695.0, 445.0, 565.0, 36.0], WLdTPBmGzN, 5682460]
[paragraph, [695.0, 481.0, 565.0, 36.0], WLdTPBmGzN, 5682460]
[paragraph, [692.0, 522.0, 570.0, 36.0], _WACO7dF8J, 5682460]
[paragraph, [692.0, 558.0, 570.0, 36.0], _WACO7dF8J, 5682460]
[paragraph, [692.0, 594.0, 570.0, 36.0], _WACO7dF8J, 5682460]
[paragraph, [692.0, 630.0, 570.0, 36.0], _WACO7dF8J, 5682460]
[paragraph, [692.0, 666.0, 570.0, 36.0], _WACO7dF8J, 5682460]
[paragraph, [692.0, 702.0, 570.0, 36.0], _WACO7dF8J, 5682460]
[paragraph, [698.0, 768.0, 564.0, 36.0], shoonya_2sJ66VTU81TE2N, 5682460]
[paragraph, [698.0, 804.0, 564.0, 36.0], shoonya_2sJ66VTU81TE2N, 5682460]
[paragraph, [698.0, 840.0, 564.0, 36.0], shoonya_2sJ66VTU81TE2N, 5682460]
[paragraph, [698.0, 876.0, 564.0, 36.0], shoonya_2sJ66VTU81TE2N, 5682460]
[paragraph, [698.0, 912.0, 564.0, 36.0], shoonya_2sJ66VTU81TE2N, 5682460]
[paragraph, [699.0, 969.0, 563.0, 36.0], kUs50txflU, 5682460]
[paragraph, [699.0, 1005.0, 563.0, 36.0], kUs50txflU, 5682460]
[paragraph, [699.0, 1041.0, 563.0, 36.0], kUs50txflU, 5682460]
[paragraph, [699.0, 1077.0, 563.0, 36.0], kUs50txflU, 5682460]
[paragraph, [699.0, 1113.0, 563.0, 36.0], kUs50txflU, 5682460]
[paragraph, [696.0, 1167.0, 565.0, 36.0], shoonya_3sVSMDIFZMCW0W, 5682460]
[paragraph, [696.0, 1203.0, 565.0, 36.0], shoonya_3sVSMDIFZMCW0W, 5682460]
[paragraph, [696.0, 1239.0, 565.0, 36.0], shoonya_3sVSMDIFZMCW0W, 5682460]
[paragraph, [111.0, 1186.0, 562.0, 36.0], 8xoGvaAPUO, 5682460]
