[2032, 1448]
[section-title, [228.0, 203.0, 1049.0, 52.5], shoonya_5sH977Z6461OCQ, 5651034]
[paragraph, [225.0, 301.0, 1093.0, 36.0], shoonya_4s1JB3FDAN43TU, 5651034]
[paragraph, [225.0, 337.0, 1093.0, 36.0], shoonya_4s1JB3FDAN43TU, 5651034]
[paragraph, [225.0, 373.0, 1093.0, 36.0], shoonya_4s1JB3FDAN43TU, 5651034]
[paragraph, [225.0, 409.0, 1093.0, 36.0], shoonya_4s1JB3FDAN43TU, 5651034]
[paragraph, [225.0, 445.0, 1093.0, 36.0], shoonya_4s1JB3FDAN43TU, 5651034]
[paragraph, [229.0, 525.0, 1092.0, 36.0], shoonya_6s8GMKOL3GXUJ0, 5651034]
[paragraph, [229.0, 561.0, 1092.0, 36.0], shoonya_6s8GMKOL3GXUJ0, 5651034]
[paragraph, [229.0, 597.0, 1092.0, 36.0], shoonya_6s8GMKOL3GXUJ0, 5651034]
[paragraph, [229.0, 633.0, 1092.0, 36.0], shoonya_6s8GMKOL3GXUJ0, 5651034]
[paragraph, [229.0, 669.0, 1092.0, 36.0], shoonya_6s8GMKOL3GXUJ0, 5651034]
[paragraph, [225.0, 759.0, 1093.0, 36.0], shoonya_1s3UWALGY4TZ8U, 5651034]
[paragraph, [225.0, 795.0, 1093.0, 36.0], shoonya_1s3UWALGY4TZ8U, 5651034]
[paragraph, [225.0, 831.0, 1093.0, 36.0], shoonya_1s3UWALGY4TZ8U, 5651034]
[paragraph, [225.0, 867.0, 1093.0, 36.0], shoonya_1s3UWALGY4TZ8U, 5651034]
[paragraph, [225.0, 903.0, 1093.0, 36.0], shoonya_1s3UWALGY4TZ8U, 5651034]
[paragraph, [222.0, 983.0, 1085.0, 36.0], shoonya_0s0OFGBBX33VZ3, 5651034]
[paragraph, [222.0, 1019.0, 1085.0, 36.0], shoonya_0s0OFGBBX33VZ3, 5651034]
[paragraph, [222.0, 1055.0, 1085.0, 36.0], shoonya_0s0OFGBBX33VZ3, 5651034]
[paragraph, [222.0, 1091.0, 1085.0, 36.0], shoonya_0s0OFGBBX33VZ3, 5651034]
[paragraph, [222.0, 1127.0, 1085.0, 36.0], shoonya_0s0OFGBBX33VZ3, 5651034]
[paragraph, [222.0, 1163.0, 1085.0, 36.0], shoonya_0s0OFGBBX33VZ3, 5651034]
[paragraph, [222.0, 1199.0, 1085.0, 36.0], shoonya_0s0OFGBBX33VZ3, 5651034]
[paragraph, [222.0, 1235.0, 1085.0, 36.0], shoonya_0s0OFGBBX33VZ3, 5651034]
[paragraph, [222.0, 1271.0, 1085.0, 36.0], shoonya_0s0OFGBBX33VZ3, 5651034]
[paragraph, [222.0, 1307.0, 1085.0, 36.0], shoonya_0s0OFGBBX33VZ3, 5651034]
[paragraph, [222.0, 1343.0, 1085.0, 36.0], shoonya_0s0OFGBBX33VZ3, 5651034]
[paragraph, [222.0, 1379.0, 1085.0, 36.0], shoonya_0s0OFGBBX33VZ3, 5651034]
[paragraph, [222.0, 1415.0, 1085.0, 36.0], shoonya_0s0OFGBBX33VZ3, 5651034]
[paragraph, [222.0, 1451.0, 1085.0, 36.0], shoonya_0s0OFGBBX33VZ3, 5651034]
[paragraph, [222.0, 1487.0, 1085.0, 36.0], shoonya_0s0OFGBBX33VZ3, 5651034]
[paragraph, [222.0, 1523.0, 1085.0, 36.0], shoonya_0s0OFGBBX33VZ3, 5651034]
[paragraph, [225.0, 1610.0, 1086.0, 36.0], shoonya_3sEI8QQDPQA2PH, 5651034]
[paragraph, [225.0, 1646.0, 1086.0, 36.0], shoonya_3sEI8QQDPQA2PH, 5651034]
[paragraph, [225.0, 1682.0, 1086.0, 36.0], shoonya_3sEI8QQDPQA2PH, 5651034]
[paragraph, [225.0, 1718.0, 1086.0, 36.0], shoonya_3sEI8QQDPQA2PH, 5651034]
[paragraph, [225.0, 1754.0, 1086.0, 36.0], shoonya_3sEI8QQDPQA2PH, 5651034]
[paragraph, [225.0, 1790.0, 1086.0, 36.0], shoonya_3sEI8QQDPQA2PH, 5651034]
[paragraph, [225.0, 1826.0, 1086.0, 36.0], shoonya_3sEI8QQDPQA2PH, 5651034]
[footnote, [224.0, 1930.0, 586.0, 36.0], fRv4KbrNIh, 5651034]
