[1723, 1092]
[paragraph, [105.0, 103.0, 884.0, 36.0], shoonya_1sTS9ZFX0Y1ZIP, 5681524]
[paragraph, [105.0, 139.0, 884.0, 36.0], shoonya_1sTS9ZFX0Y1ZIP, 5681524]
[paragraph, [105.0, 175.0, 884.0, 36.0], shoonya_1sTS9ZFX0Y1ZIP, 5681524]
[paragraph, [105.0, 211.0, 884.0, 36.0], shoonya_1sTS9ZFX0Y1ZIP, 5681524]
[paragraph, [105.0, 247.0, 884.0, 36.0], shoonya_1sTS9ZFX0Y1ZIP, 5681524]
[paragraph, [105.0, 283.0, 884.0, 36.0], shoonya_1sTS9ZFX0Y1ZIP, 5681524]
[paragraph, [105.0, 319.0, 884.0, 36.0], shoonya_1sTS9ZFX0Y1ZIP, 5681524]
[paragraph, [105.0, 355.0, 884.0, 36.0], shoonya_1sTS9ZFX0Y1ZIP, 5681524]
[paragraph, [105.0, 391.0, 884.0, 36.0], shoonya_1sTS9ZFX0Y1ZIP, 5681524]
[paragraph, [105.0, 427.0, 884.0, 36.0], shoonya_1sTS9ZFX0Y1ZIP, 5681524]
[paragraph, [94.0, 472.0, 901.0, 36.0], shoonya_0sT32KKE7UKJ1W, 5681524]
[paragraph, [94.0, 508.0, 901.0, 36.0], shoonya_0sT32KKE7UKJ1W, 5681524]
[paragraph, [94.0, 544.0, 901.0, 36.0], shoonya_0sT32KKE7UKJ1W, 5681524]
[paragraph, [94.0, 580.0, 901.0, 36.0], shoonya_0sT32KKE7UKJ1W, 5681524]
[paragraph, [94.0, 616.0, 901.0, 36.0], shoonya_0sT32KKE7UKJ1W, 5681524]
[paragraph, [94.0, 652.0, 901.0, 36.0], shoonya_0sT32KKE7UKJ1W, 5681524]
[paragraph, [94.0, 688.0, 901.0, 36.0], shoonya_0sT32KKE7UKJ1W, 5681524]
[paragraph, [94.0, 724.0, 901.0, 36.0], shoonya_0sT32KKE7UKJ1W, 5681524]
[paragraph, [94.0, 760.0, 901.0, 36.0], shoonya_0sT32KKE7UKJ1W, 5681524]
[paragraph, [94.0, 796.0, 901.0, 36.0], shoonya_0sT32KKE7UKJ1W, 5681524]
[paragraph, [94.0, 832.0, 901.0, 36.0], shoonya_0sT32KKE7UKJ1W, 5681524]
[paragraph, [94.0, 868.0, 901.0, 36.0], shoonya_0sT32KKE7UKJ1W, 5681524]
[paragraph, [94.0, 904.0, 901.0, 36.0], shoonya_0sT32KKE7UKJ1W, 5681524]
[paragraph, [94.0, 940.0, 901.0, 36.0], shoonya_0sT32KKE7UKJ1W, 5681524]
[paragraph, [94.0, 976.0, 901.0, 36.0], shoonya_0sT32KKE7UKJ1W, 5681524]
[paragraph, [94.0, 1012.0, 901.0, 36.0], shoonya_0sT32KKE7UKJ1W, 5681524]
[paragraph, [94.0, 1048.0, 901.0, 36.0], shoonya_0sT32KKE7UKJ1W, 5681524]
[paragraph, [94.0, 1084.0, 901.0, 36.0], shoonya_0sT32KKE7UKJ1W, 5681524]
[paragraph, [94.0, 1120.0, 901.0, 36.0], shoonya_0sT32KKE7UKJ1W, 5681524]
[paragraph, [94.0, 1156.0, 901.0, 36.0], shoonya_0sT32KKE7UKJ1W, 5681524]
[paragraph, [94.0, 1192.0, 901.0, 36.0], shoonya_0sT32KKE7UKJ1W, 5681524]
[paragraph, [84.0, 1262.0, 201.0, 36.0], zbtcuvOjxf, 5681524]
[paragraph, [102.0, 1372.0, 885.0, 36.0], shoonya_2s7QVP7W3GPAOA, 5681524]
[paragraph, [102.0, 1408.0, 885.0, 36.0], shoonya_2s7QVP7W3GPAOA, 5681524]
[paragraph, [102.0, 1444.0, 885.0, 36.0], shoonya_2s7QVP7W3GPAOA, 5681524]
[paragraph, [102.0, 1480.0, 885.0, 36.0], shoonya_2s7QVP7W3GPAOA, 5681524]
[folio, [490.0, 1559.0, 135.0, 36.0], 9ZKUaeYbqK, 5681524]
