[1275, 1650]
[folio, [200.0, 140.0, 583.0, 18.0], nyc0u6T2VS, 5764941]
[folio, [200.0, 158.0, 583.0, 18.0], nyc0u6T2VS, 5764941]
[folio, [200.0, 176.0, 583.0, 18.0], nyc0u6T2VS, 5764941]
[folio, [200.0, 194.0, 583.0, 18.0], nyc0u6T2VS, 5764941]
[folio, [200.0, 212.0, 583.0, 18.0], nyc0u6T2VS, 5764941]
[folio, [200.0, 230.0, 583.0, 18.0], nyc0u6T2VS, 5764941]
[folio, [200.0, 248.0, 583.0, 18.0], nyc0u6T2VS, 5764941]
[folio, [200.0, 266.0, 583.0, 18.0], nyc0u6T2VS, 5764941]
[folio, [200.0, 284.0, 583.0, 18.0], nyc0u6T2VS, 5764941]
[sidebar, [136.0, 317.0, 148.0, 18.0], _nT5ztnriT, 5764941]
[sidebar, [515.0, 323.0, 261.0, 18.0], Lff2wqWwNY, 5764941]
[sidebar, [629.0, 367.0, 152.0, 18.0], 6ARNiM42tB, 5764941]
[second-level-question, [136.0, 404.0, 651.0, 18.0], xE6B2D3q8u, 5764941]
[second-level-question, [136.0, 422.0, 651.0, 18.0], xE6B2D3q8u, 5764941]
[second-level-question, [136.0, 440.0, 651.0, 18.0], xE6B2D3q8u, 5764941]
[second-level-question, [136.0, 458.0, 651.0, 18.0], xE6B2D3q8u, 5764941]
[second-level-question, [136.0, 476.0, 651.0, 18.0], xE6B2D3q8u, 5764941]
[second-level-question, [136.0, 494.0, 651.0, 18.0], xE6B2D3q8u, 5764941]
[second-level-question, [136.0, 512.0, 651.0, 18.0], xE6B2D3q8u, 5764941]
[second-level-question, [136.0, 530.0, 651.0, 18.0], xE6B2D3q8u, 5764941]
[second-level-question, [136.0, 548.0, 651.0, 18.0], xE6B2D3q8u, 5764941]
[second-level-question, [136.0, 566.0, 651.0, 18.0], xE6B2D3q8u, 5764941]
[second-level-question, [136.0, 584.0, 651.0, 18.0], xE6B2D3q8u, 5764941]
[second-level-question, [136.0, 602.0, 651.0, 18.0], xE6B2D3q8u, 5764941]
[second-level-question, [136.0, 620.0, 651.0, 18.0], xE6B2D3q8u, 5764941]
[second-level-question, [136.0, 638.0, 651.0, 18.0], xE6B2D3q8u, 5764941]
[second-level-question, [136.0, 656.0, 651.0, 18.0], xE6B2D3q8u, 5764941]
[second-level-question, [136.0, 674.0, 651.0, 18.0], xE6B2D3q8u, 5764941]
[second-level-question, [136.0, 692.0, 651.0, 18.0], xE6B2D3q8u, 5764941]
[second-level-question, [136.0, 710.0, 651.0, 18.0], xE6B2D3q8u, 5764941]
[second-level-question, [136.0, 728.0, 651.0, 18.0], xE6B2D3q8u, 5764941]
[second-level-question, [136.0, 746.0, 651.0, 18.0], xE6B2D3q8u, 5764941]
[second-level-question, [136.0, 764.0, 651.0, 18.0], xE6B2D3q8u, 5764941]
[second-level-question, [136.0, 782.0, 651.0, 18.0], xE6B2D3q8u, 5764941]
[second-level-question, [136.0, 800.0, 651.0, 18.0], xE6B2D3q8u, 5764941]
[second-level-question, [136.0, 818.0, 651.0, 18.0], xE6B2D3q8u, 5764941]
[second-level-question, [136.0, 836.0, 651.0, 18.0], xE6B2D3q8u, 5764941]
[second-level-question, [136.0, 854.0, 651.0, 18.0], xE6B2D3q8u, 5764941]
[second-level-question, [136.0, 872.0, 651.0, 18.0], xE6B2D3q8u, 5764941]
[second-level-question, [136.0, 890.0, 651.0, 18.0], xE6B2D3q8u, 5764941]
[second-level-question, [136.0, 908.0, 651.0, 18.0], xE6B2D3q8u, 5764941]
[second-level-question, [136.0, 926.0, 651.0, 18.0], xE6B2D3q8u, 5764941]
[second-level-question, [136.0, 944.0, 651.0, 18.0], xE6B2D3q8u, 5764941]
[second-level-question, [136.0, 962.0, 651.0, 18.0], xE6B2D3q8u, 5764941]
[second-level-question, [136.0, 980.0, 651.0, 18.0], xE6B2D3q8u, 5764941]
[second-level-question, [136.0, 998.0, 651.0, 18.0], xE6B2D3q8u, 5764941]
[second-level-question, [136.0, 1016.0, 651.0, 18.0], xE6B2D3q8u, 5764941]
[second-level-question, [136.0, 1034.0, 651.0, 18.0], xE6B2D3q8u, 5764941]
[folio, [389.0, 1085.0, 245.0, 18.0], u8CZT_Copv, 5764941]
[folio, [389.0, 1103.0, 245.0, 18.0], u8CZT_Copv, 5764941]
