[842, 595]
[section-title, [136.0, 81.0, 258.0, 30.0], AGDZTXlUhL, 6460694]
[sub-section-title, [116.0, 130.0, 298.0, 25.5], RdBZRdmnxX, 6460694]
[subsub-section-title, [191.0, 159.0, 135.0, 15.0], rU29lxQ6bs, 6460694]
[jumpline, [220.0, 188.0, 88.0, 18.0], dR9UTu1xsw, 6460694]
[paragraph, [102.0, 218.0, 319.0, 18.0], 0mVDnPWSWc, 6460694]
[paragraph, [102.0, 236.0, 319.0, 18.0], 0mVDnPWSWc, 6460694]
[paragraph, [102.0, 254.0, 319.0, 18.0], 0mVDnPWSWc, 6460694]
[paragraph, [102.0, 272.0, 319.0, 18.0], 0mVDnPWSWc, 6460694]
[paragraph, [102.0, 290.0, 319.0, 18.0], 0mVDnPWSWc, 6460694]
[paragraph, [102.0, 308.0, 319.0, 18.0], 0mVDnPWSWc, 6460694]
[paragraph, [102.0, 326.0, 319.0, 18.0], 0mVDnPWSWc, 6460694]
[paragraph, [102.0, 350.0, 322.0, 18.0], shoonya_0sA7JKL8SR83EJ, 6460694]
[paragraph, [102.0, 368.0, 322.0, 18.0], shoonya_0sA7JKL8SR83EJ, 6460694]
[paragraph, [102.0, 386.0, 322.0, 18.0], shoonya_0sA7JKL8SR83EJ, 6460694]
[paragraph, [102.0, 404.0, 322.0, 18.0], shoonya_0sA7JKL8SR83EJ, 6460694]
[paragraph, [102.0, 422.0, 322.0, 18.0], shoonya_0sA7JKL8SR83EJ, 6460694]
[paragraph, [102.0, 440.0, 322.0, 18.0], shoonya_0sA7JKL8SR83EJ, 6460694]
[paragraph, [102.0, 458.0, 322.0, 18.0], shoonya_0sA7JKL8SR83EJ, 6460694]
[paragraph, [102.0, 476.0, 322.0, 18.0], shoonya_0sA7JKL8SR83EJ, 6460694]
[paragraph, [102.0, 494.0, 322.0, 18.0], shoonya_0sA7JKL8SR83EJ, 6460694]
[paragraph, [102.0, 512.0, 322.0, 18.0], shoonya_0sA7JKL8SR83EJ, 6460694]
[paragraph, [102.0, 530.0, 322.0, 18.0], shoonya_0sA7JKL8SR83EJ, 6460694]
[paragraph, [102.0, 548.0, 322.0, 18.0], shoonya_0sA7JKL8SR83EJ, 6460694]
[paragraph, [102.0, 566.0, 322.0, 18.0], shoonya_0sA7JKL8SR83EJ, 6460694]
[paragraph, [102.0, 584.0, 322.0, 18.0], shoonya_0sA7JKL8SR83EJ, 6460694]
[paragraph, [102.0, 602.0, 322.0, 18.0], shoonya_0sA7JKL8SR83EJ, 6460694]
[paragraph, [102.0, 620.0, 322.0, 18.0], shoonya_0sA7JKL8SR83EJ, 6460694]
[paragraph, [102.0, 638.0, 322.0, 18.0], shoonya_0sA7JKL8SR83EJ, 6460694]
[paragraph, [102.0, 656.0, 322.0, 18.0], shoonya_0sA7JKL8SR83EJ, 6460694]
[paragraph, [102.0, 674.0, 322.0, 18.0], shoonya_0sA7JKL8SR83EJ, 6460694]
[footnote, [106.0, 707.0, 312.0, 18.0], shoonya_1sEAOLVTTQ67DP, 6460694]
