[1606, 1006]
[paragraph, [62.0, 105.0, 877.0, 36.0], Dse8vzbhVi, 5751061]
[paragraph, [62.0, 141.0, 877.0, 36.0], Dse8vzbhVi, 5751061]
[paragraph, [62.0, 177.0, 877.0, 36.0], Dse8vzbhVi, 5751061]
[ordered-list, [57.0, 247.0, 890.0, 36.0], shoonya_2sQPPMTTYL7JTE, 5751061]
[ordered-list, [57.0, 283.0, 890.0, 36.0], shoonya_2sQPPMTTYL7JTE, 5751061]
[ordered-list, [57.0, 319.0, 890.0, 36.0], shoonya_2sQPPMTTYL7JTE, 5751061]
[ordered-list, [57.0, 355.0, 890.0, 36.0], shoonya_2sQPPMTTYL7JTE, 5751061]
[ordered-list, [57.0, 391.0, 890.0, 36.0], shoonya_2sQPPMTTYL7JTE, 5751061]
[ordered-list, [57.0, 427.0, 890.0, 36.0], shoonya_2sQPPMTTYL7JTE, 5751061]
[ordered-list, [57.0, 463.0, 890.0, 36.0], shoonya_2sQPPMTTYL7JTE, 5751061]
[ordered-list, [57.0, 499.0, 890.0, 36.0], shoonya_2sQPPMTTYL7JTE, 5751061]
[ordered-list, [57.0, 535.0, 890.0, 36.0], shoonya_2sQPPMTTYL7JTE, 5751061]
[ordered-list, [57.0, 571.0, 890.0, 36.0], shoonya_2sQPPMTTYL7JTE, 5751061]
[ordered-list, [57.0, 607.0, 890.0, 36.0], shoonya_2sQPPMTTYL7JTE, 5751061]
[ordered-list, [57.0, 643.0, 890.0, 36.0], shoonya_2sQPPMTTYL7JTE, 5751061]
[ordered-list, [57.0, 679.0, 890.0, 36.0], shoonya_2sQPPMTTYL7JTE, 5751061]
[ordered-list, [57.0, 715.0, 890.0, 36.0], shoonya_2sQPPMTTYL7JTE, 5751061]
[ordered-list, [57.0, 751.0, 890.0, 36.0], shoonya_2sQPPMTTYL7JTE, 5751061]
[ordered-list, [57.0, 787.0, 890.0, 36.0], shoonya_2sQPPMTTYL7JTE, 5751061]
[ordered-list, [57.0, 823.0, 890.0, 36.0], shoonya_2sQPPMTTYL7JTE, 5751061]
[ordered-list, [57.0, 859.0, 890.0, 36.0], shoonya_2sQPPMTTYL7JTE, 5751061]
[ordered-list, [57.0, 895.0, 890.0, 36.0], shoonya_2sQPPMTTYL7JTE, 5751061]
[ordered-list, [57.0, 931.0, 890.0, 36.0], shoonya_2sQPPMTTYL7JTE, 5751061]
[ordered-list, [57.0, 967.0, 890.0, 36.0], shoonya_2sQPPMTTYL7JTE, 5751061]
[ordered-list, [57.0, 1003.0, 890.0, 36.0], shoonya_2sQPPMTTYL7JTE, 5751061]
[ordered-list, [57.0, 1039.0, 890.0, 36.0], shoonya_2sQPPMTTYL7JTE, 5751061]
[ordered-list, [57.0, 1075.0, 890.0, 36.0], shoonya_2sQPPMTTYL7JTE, 5751061]
[ordered-list, [57.0, 1111.0, 890.0, 36.0], shoonya_2sQPPMTTYL7JTE, 5751061]
[ordered-list, [57.0, 1147.0, 890.0, 36.0], shoonya_2sQPPMTTYL7JTE, 5751061]
[ordered-list, [57.0, 1183.0, 890.0, 36.0], shoonya_2sQPPMTTYL7JTE, 5751061]
[ordered-list, [57.0, 1219.0, 890.0, 36.0], shoonya_2sQPPMTTYL7JTE, 5751061]
[ordered-list, [57.0, 1255.0, 890.0, 36.0], shoonya_2sQPPMTTYL7JTE, 5751061]
[ordered-list, [57.0, 1291.0, 890.0, 36.0], shoonya_2sQPPMTTYL7JTE, 5751061]
[ordered-list, [57.0, 1327.0, 890.0, 36.0], shoonya_2sQPPMTTYL7JTE, 5751061]
[sub-ordered-list, [61.0, 747.0, 882.0, 36.0], shoonya_4sMVT6QWRT4LYN, 5751061]
[sub-ordered-list, [61.0, 783.0, 882.0, 36.0], shoonya_4sMVT6QWRT4LYN, 5751061]
[sub-ordered-list, [61.0, 819.0, 882.0, 36.0], shoonya_4sMVT6QWRT4LYN, 5751061]
[sub-ordered-list, [61.0, 855.0, 882.0, 36.0], shoonya_4sMVT6QWRT4LYN, 5751061]
[sub-ordered-list, [61.0, 891.0, 882.0, 36.0], shoonya_4sMVT6QWRT4LYN, 5751061]
[sub-ordered-list, [61.0, 927.0, 882.0, 36.0], shoonya_4sMVT6QWRT4LYN, 5751061]
[sub-ordered-list, [61.0, 963.0, 882.0, 36.0], shoonya_4sMVT6QWRT4LYN, 5751061]
[sub-ordered-list, [61.0, 999.0, 882.0, 36.0], shoonya_4sMVT6QWRT4LYN, 5751061]
[sub-ordered-list, [61.0, 1035.0, 882.0, 36.0], shoonya_4sMVT6QWRT4LYN, 5751061]
[sub-ordered-list, [61.0, 1071.0, 882.0, 36.0], shoonya_4sMVT6QWRT4LYN, 5751061]
[sub-ordered-list, [61.0, 1107.0, 882.0, 36.0], shoonya_4sMVT6QWRT4LYN, 5751061]
[sub-ordered-list, [61.0, 1143.0, 882.0, 36.0], shoonya_4sMVT6QWRT4LYN, 5751061]
[sub-ordered-list, [61.0, 1179.0, 882.0, 36.0], shoonya_4sMVT6QWRT4LYN, 5751061]
[sub-ordered-list, [61.0, 1215.0, 882.0, 36.0], shoonya_4sMVT6QWRT4LYN, 5751061]
[sub-ordered-list, [61.0, 1251.0, 882.0, 36.0], shoonya_4sMVT6QWRT4LYN, 5751061]
[sub-ordered-list, [61.0, 1287.0, 882.0, 36.0], shoonya_4sMVT6QWRT4LYN, 5751061]
[sub-ordered-list, [61.0, 1323.0, 882.0, 36.0], shoonya_4sMVT6QWRT4LYN, 5751061]
[section-title, [349.0, 1372.0, 306.0, 49.5], shoonya_3s2ERMU84RJWSD, 5751061]
[paragraph, [66.0, 1426.0, 871.0, 36.0], shoonya_1sLBXMRRLNENPT, 5751061]
[paragraph, [66.0, 1462.0, 871.0, 36.0], shoonya_1sLBXMRRLNENPT, 5751061]
