[1241, 827]
[folio, [374.0, 52.0, 309.0, 18.0], fXSqd_VGqL, 6478053]
[folio, [374.0, 70.0, 309.0, 18.0], fXSqd_VGqL, 6478053]
[paragraph, [111.0, 143.0, 631.0, 18.0], shoonya_4sAGTWSF8B8DHU, 6478053]
[paragraph, [111.0, 161.0, 631.0, 18.0], shoonya_4sAGTWSF8B8DHU, 6478053]
[paragraph, [111.0, 179.0, 631.0, 18.0], shoonya_4sAGTWSF8B8DHU, 6478053]
[paragraph, [111.0, 197.0, 631.0, 18.0], shoonya_4sAGTWSF8B8DHU, 6478053]
[paragraph, [111.0, 215.0, 631.0, 18.0], shoonya_4sAGTWSF8B8DHU, 6478053]
[paragraph, [111.0, 233.0, 631.0, 18.0], shoonya_4sAGTWSF8B8DHU, 6478053]
[paragraph, [111.0, 251.0, 631.0, 18.0], shoonya_4sAGTWSF8B8DHU, 6478053]
[paragraph, [111.0, 269.0, 631.0, 18.0], shoonya_4sAGTWSF8B8DHU, 6478053]
[paragraph, [111.0, 287.0, 631.0, 18.0], shoonya_4sAGTWSF8B8DHU, 6478053]
[paragraph, [111.0, 305.0, 631.0, 18.0], shoonya_4sAGTWSF8B8DHU, 6478053]
[paragraph, [110.0, 347.0, 632.0, 18.0], shoonya_0s0EPIZ8AIEGWA, 6478053]
[paragraph, [110.0, 365.0, 632.0, 18.0], shoonya_0s0EPIZ8AIEGWA, 6478053]
[paragraph, [110.0, 383.0, 632.0, 18.0], shoonya_0s0EPIZ8AIEGWA, 6478053]
[paragraph, [110.0, 401.0, 632.0, 18.0], shoonya_0s0EPIZ8AIEGWA, 6478053]
[paragraph, [110.0, 419.0, 632.0, 18.0], shoonya_0s0EPIZ8AIEGWA, 6478053]
[paragraph, [110.0, 437.0, 632.0, 18.0], shoonya_0s0EPIZ8AIEGWA, 6478053]
[paragraph, [110.0, 455.0, 632.0, 18.0], shoonya_0s0EPIZ8AIEGWA, 6478053]
[paragraph, [110.0, 473.0, 632.0, 18.0], shoonya_0s0EPIZ8AIEGWA, 6478053]
[paragraph, [110.0, 491.0, 632.0, 18.0], shoonya_0s0EPIZ8AIEGWA, 6478053]
[paragraph, [110.0, 509.0, 632.0, 18.0], shoonya_0s0EPIZ8AIEGWA, 6478053]
[paragraph, [110.0, 527.0, 632.0, 18.0], shoonya_0s0EPIZ8AIEGWA, 6478053]
[paragraph, [110.0, 545.0, 632.0, 18.0], shoonya_0s0EPIZ8AIEGWA, 6478053]
[paragraph, [112.0, 586.0, 634.0, 18.0], shoonya_2sB19F7HITM1IR, 6478053]
[paragraph, [112.0, 604.0, 634.0, 18.0], shoonya_2sB19F7HITM1IR, 6478053]
[paragraph, [112.0, 622.0, 634.0, 18.0], shoonya_2sB19F7HITM1IR, 6478053]
[paragraph, [112.0, 640.0, 634.0, 18.0], shoonya_2sB19F7HITM1IR, 6478053]
[paragraph, [112.0, 658.0, 634.0, 18.0], shoonya_2sB19F7HITM1IR, 6478053]
[paragraph, [112.0, 676.0, 634.0, 18.0], shoonya_2sB19F7HITM1IR, 6478053]
[paragraph, [112.0, 694.0, 634.0, 18.0], shoonya_2sB19F7HITM1IR, 6478053]
[paragraph, [112.0, 712.0, 634.0, 18.0], shoonya_2sB19F7HITM1IR, 6478053]
[paragraph, [110.0, 762.0, 632.0, 18.0], shoonya_3sO5OAHY6MIEQ8, 6478053]
[paragraph, [110.0, 780.0, 632.0, 18.0], shoonya_3sO5OAHY6MIEQ8, 6478053]
[paragraph, [110.0, 798.0, 632.0, 18.0], shoonya_3sO5OAHY6MIEQ8, 6478053]
[paragraph, [110.0, 816.0, 632.0, 18.0], shoonya_3sO5OAHY6MIEQ8, 6478053]
[paragraph, [110.0, 834.0, 632.0, 18.0], shoonya_3sO5OAHY6MIEQ8, 6478053]
[paragraph, [110.0, 852.0, 632.0, 18.0], shoonya_3sO5OAHY6MIEQ8, 6478053]
[paragraph, [110.0, 870.0, 632.0, 18.0], shoonya_3sO5OAHY6MIEQ8, 6478053]
[paragraph, [110.0, 888.0, 632.0, 18.0], shoonya_3sO5OAHY6MIEQ8, 6478053]
[paragraph, [110.0, 906.0, 632.0, 18.0], shoonya_3sO5OAHY6MIEQ8, 6478053]
[paragraph, [110.0, 924.0, 632.0, 18.0], shoonya_3sO5OAHY6MIEQ8, 6478053]
[paragraph, [111.0, 965.0, 632.0, 18.0], shoonya_1s7ZXKOHCMQ3UM, 6478053]
[paragraph, [111.0, 983.0, 632.0, 18.0], shoonya_1s7ZXKOHCMQ3UM, 6478053]
[paragraph, [111.0, 1001.0, 632.0, 18.0], shoonya_1s7ZXKOHCMQ3UM, 6478053]
[paragraph, [111.0, 1019.0, 632.0, 18.0], shoonya_1s7ZXKOHCMQ3UM, 6478053]
[paragraph, [111.0, 1037.0, 632.0, 18.0], shoonya_1s7ZXKOHCMQ3UM, 6478053]
[paragraph, [111.0, 1055.0, 632.0, 18.0], shoonya_1s7ZXKOHCMQ3UM, 6478053]
[paragraph, [111.0, 1073.0, 632.0, 18.0], shoonya_1s7ZXKOHCMQ3UM, 6478053]
[paragraph, [111.0, 1091.0, 632.0, 18.0], shoonya_1s7ZXKOHCMQ3UM, 6478053]
[paragraph, [111.0, 1109.0, 632.0, 18.0], shoonya_1s7ZXKOHCMQ3UM, 6478053]
[paragraph, [111.0, 1127.0, 632.0, 18.0], shoonya_1s7ZXKOHCMQ3UM, 6478053]
