[2339, 1653]
[paragraph, [323.0, 161.0, 1135.0, 36.0], shoonya_1sO2V800WPRPEI, 5734592]
[paragraph, [323.0, 197.0, 1135.0, 36.0], shoonya_1sO2V800WPRPEI, 5734592]
[paragraph, [323.0, 233.0, 1135.0, 36.0], shoonya_1sO2V800WPRPEI, 5734592]
[paragraph, [323.0, 269.0, 1135.0, 36.0], shoonya_1sO2V800WPRPEI, 5734592]
[paragraph, [323.0, 305.0, 1135.0, 36.0], shoonya_1sO2V800WPRPEI, 5734592]
[paragraph, [323.0, 341.0, 1135.0, 36.0], shoonya_1sO2V800WPRPEI, 5734592]
[paragraph, [323.0, 377.0, 1135.0, 36.0], shoonya_1sO2V800WPRPEI, 5734592]
[paragraph, [323.0, 413.0, 1135.0, 36.0], shoonya_1sO2V800WPRPEI, 5734592]
[paragraph, [323.0, 449.0, 1135.0, 36.0], shoonya_1sO2V800WPRPEI, 5734592]
[paragraph, [323.0, 485.0, 1135.0, 36.0], shoonya_1sO2V800WPRPEI, 5734592]
[paragraph, [323.0, 521.0, 1135.0, 36.0], shoonya_1sO2V800WPRPEI, 5734592]
[paragraph, [323.0, 557.0, 1135.0, 36.0], shoonya_1sO2V800WPRPEI, 5734592]
[paragraph, [323.0, 593.0, 1135.0, 36.0], shoonya_1sO2V800WPRPEI, 5734592]
[paragraph, [323.0, 629.0, 1135.0, 36.0], shoonya_1sO2V800WPRPEI, 5734592]
[paragraph, [323.0, 665.0, 1135.0, 36.0], shoonya_1sO2V800WPRPEI, 5734592]
[paragraph, [326.0, 724.0, 1139.0, 36.0], shoonya_0sDG322K0D5J7S, 5734592]
[paragraph, [326.0, 760.0, 1139.0, 36.0], shoonya_0sDG322K0D5J7S, 5734592]
[paragraph, [326.0, 796.0, 1139.0, 36.0], shoonya_0sDG322K0D5J7S, 5734592]
[paragraph, [326.0, 832.0, 1139.0, 36.0], shoonya_0sDG322K0D5J7S, 5734592]
[paragraph, [326.0, 868.0, 1139.0, 36.0], shoonya_0sDG322K0D5J7S, 5734592]
[paragraph, [326.0, 904.0, 1139.0, 36.0], shoonya_0sDG322K0D5J7S, 5734592]
[paragraph, [326.0, 940.0, 1139.0, 36.0], shoonya_0sDG322K0D5J7S, 5734592]
[paragraph, [326.0, 976.0, 1139.0, 36.0], shoonya_0sDG322K0D5J7S, 5734592]
[paragraph, [326.0, 1012.0, 1139.0, 36.0], shoonya_0sDG322K0D5J7S, 5734592]
[paragraph, [326.0, 1048.0, 1139.0, 36.0], shoonya_0sDG322K0D5J7S, 5734592]
[paragraph, [326.0, 1084.0, 1139.0, 36.0], shoonya_0sDG322K0D5J7S, 5734592]
[paragraph, [326.0, 1120.0, 1139.0, 36.0], shoonya_0sDG322K0D5J7S, 5734592]
[paragraph, [326.0, 1156.0, 1139.0, 36.0], shoonya_0sDG322K0D5J7S, 5734592]
[paragraph, [326.0, 1192.0, 1139.0, 36.0], shoonya_0sDG322K0D5J7S, 5734592]
[paragraph, [326.0, 1228.0, 1139.0, 36.0], shoonya_0sDG322K0D5J7S, 5734592]
[paragraph, [326.0, 1264.0, 1139.0, 36.0], shoonya_0sDG322K0D5J7S, 5734592]
[paragraph, [326.0, 1300.0, 1139.0, 36.0], shoonya_0sDG322K0D5J7S, 5734592]
[paragraph, [326.0, 1336.0, 1139.0, 36.0], shoonya_0sDG322K0D5J7S, 5734592]
[paragraph, [326.0, 1372.0, 1139.0, 36.0], shoonya_0sDG322K0D5J7S, 5734592]
[paragraph, [326.0, 1408.0, 1139.0, 36.0], shoonya_0sDG322K0D5J7S, 5734592]
[paragraph, [326.0, 1444.0, 1139.0, 36.0], shoonya_0sDG322K0D5J7S, 5734592]
[paragraph, [326.0, 1480.0, 1139.0, 36.0], shoonya_0sDG322K0D5J7S, 5734592]
[paragraph, [326.0, 1516.0, 1139.0, 36.0], shoonya_0sDG322K0D5J7S, 5734592]
[paragraph, [326.0, 1552.0, 1139.0, 36.0], shoonya_0sDG322K0D5J7S, 5734592]
[paragraph, [326.0, 1588.0, 1139.0, 36.0], shoonya_0sDG322K0D5J7S, 5734592]
[paragraph, [326.0, 1624.0, 1139.0, 36.0], shoonya_0sDG322K0D5J7S, 5734592]
[paragraph, [326.0, 1660.0, 1139.0, 36.0], shoonya_0sDG322K0D5J7S, 5734592]
[paragraph, [326.0, 1696.0, 1139.0, 36.0], shoonya_0sDG322K0D5J7S, 5734592]
[paragraph, [326.0, 1732.0, 1139.0, 36.0], shoonya_0sDG322K0D5J7S, 5734592]
[paragraph, [326.0, 1768.0, 1139.0, 36.0], shoonya_0sDG322K0D5J7S, 5734592]
[paragraph, [326.0, 1804.0, 1139.0, 36.0], shoonya_0sDG322K0D5J7S, 5734592]
[paragraph, [326.0, 1840.0, 1139.0, 36.0], shoonya_0sDG322K0D5J7S, 5734592]
[paragraph, [326.0, 1876.0, 1139.0, 36.0], shoonya_0sDG322K0D5J7S, 5734592]
[paragraph, [326.0, 1945.0, 1132.0, 36.0], shoonya_2sYPGENGTN90VR, 5734592]
[paragraph, [326.0, 1981.0, 1132.0, 36.0], shoonya_2sYPGENGTN90VR, 5734592]
[paragraph, [326.0, 2017.0, 1132.0, 36.0], shoonya_2sYPGENGTN90VR, 5734592]
[paragraph, [326.0, 2053.0, 1132.0, 36.0], shoonya_2sYPGENGTN90VR, 5734592]
[folio, [813.0, 2155.0, 544.0, 36.0], gppf10TaUC, 5734592]
