[1031, 622]
[section-title, [260.0, 69.0, 99.0, 30.0], shoonya_1sB6G0RTRICXF3, 5709953]
[paragraph, [52.0, 108.0, 513.0, 18.0], shoonya_3sEVHFS98DI5QP, 5709953]
[paragraph, [52.0, 126.0, 513.0, 18.0], shoonya_3sEVHFS98DI5QP, 5709953]
[paragraph, [52.0, 144.0, 513.0, 18.0], shoonya_3sEVHFS98DI5QP, 5709953]
[paragraph, [52.0, 162.0, 513.0, 18.0], shoonya_3sEVHFS98DI5QP, 5709953]
[paragraph, [52.0, 180.0, 513.0, 18.0], shoonya_3sEVHFS98DI5QP, 5709953]
[paragraph, [52.0, 198.0, 513.0, 18.0], shoonya_3sEVHFS98DI5QP, 5709953]
[paragraph, [52.0, 216.0, 513.0, 18.0], shoonya_3sEVHFS98DI5QP, 5709953]
[paragraph, [52.0, 234.0, 513.0, 18.0], shoonya_3sEVHFS98DI5QP, 5709953]
[paragraph, [52.0, 252.0, 513.0, 18.0], shoonya_3sEVHFS98DI5QP, 5709953]
[paragraph, [52.0, 270.0, 513.0, 18.0], shoonya_3sEVHFS98DI5QP, 5709953]
[paragraph, [52.0, 288.0, 513.0, 18.0], shoonya_3sEVHFS98DI5QP, 5709953]
[paragraph, [52.0, 306.0, 513.0, 18.0], shoonya_3sEVHFS98DI5QP, 5709953]
[paragraph, [52.0, 324.0, 513.0, 18.0], shoonya_3sEVHFS98DI5QP, 5709953]
[paragraph, [52.0, 342.0, 513.0, 18.0], shoonya_3sEVHFS98DI5QP, 5709953]
[paragraph, [52.0, 360.0, 513.0, 18.0], shoonya_3sEVHFS98DI5QP, 5709953]
[paragraph, [52.0, 378.0, 513.0, 18.0], shoonya_3sEVHFS98DI5QP, 5709953]
[paragraph, [52.0, 396.0, 513.0, 18.0], shoonya_3sEVHFS98DI5QP, 5709953]
[paragraph, [52.0, 414.0, 513.0, 18.0], shoonya_3sEVHFS98DI5QP, 5709953]
[paragraph, [52.0, 432.0, 513.0, 18.0], shoonya_3sEVHFS98DI5QP, 5709953]
[ordered-list, [52.0, 466.0, 511.0, 18.0], shoonya_4sW9UEEO8VVFK5, 5709953]
[ordered-list, [52.0, 484.0, 511.0, 18.0], shoonya_4sW9UEEO8VVFK5, 5709953]
[ordered-list, [52.0, 502.0, 511.0, 18.0], shoonya_4sW9UEEO8VVFK5, 5709953]
[ordered-list, [52.0, 520.0, 511.0, 18.0], shoonya_4sW9UEEO8VVFK5, 5709953]
[ordered-list, [52.0, 538.0, 511.0, 18.0], shoonya_4sW9UEEO8VVFK5, 5709953]
[ordered-list, [52.0, 556.0, 511.0, 18.0], shoonya_4sW9UEEO8VVFK5, 5709953]
[ordered-list, [52.0, 574.0, 511.0, 18.0], shoonya_4sW9UEEO8VVFK5, 5709953]
[ordered-list, [52.0, 592.0, 511.0, 18.0], shoonya_4sW9UEEO8VVFK5, 5709953]
[ordered-list, [52.0, 610.0, 511.0, 18.0], shoonya_4sW9UEEO8VVFK5, 5709953]
[ordered-list, [52.0, 628.0, 511.0, 18.0], shoonya_4sW9UEEO8VVFK5, 5709953]
[paragraph, [53.0, 661.0, 513.0, 18.0], shoonya_0s8GGP1L5CXQES, 5709953]
[paragraph, [53.0, 679.0, 513.0, 18.0], shoonya_0s8GGP1L5CXQES, 5709953]
[paragraph, [53.0, 697.0, 513.0, 18.0], shoonya_0s8GGP1L5CXQES, 5709953]
[paragraph, [53.0, 715.0, 513.0, 18.0], shoonya_0s8GGP1L5CXQES, 5709953]
[paragraph, [53.0, 733.0, 513.0, 18.0], shoonya_0s8GGP1L5CXQES, 5709953]
[paragraph, [53.0, 751.0, 513.0, 18.0], shoonya_0s8GGP1L5CXQES, 5709953]
[paragraph, [53.0, 769.0, 513.0, 18.0], shoonya_0s8GGP1L5CXQES, 5709953]
[paragraph, [53.0, 787.0, 513.0, 18.0], shoonya_0s8GGP1L5CXQES, 5709953]
[paragraph, [53.0, 805.0, 513.0, 18.0], shoonya_0s8GGP1L5CXQES, 5709953]
[footnote, [63.0, 845.0, 494.0, 18.0], GWTnoVqQDp, 5709953]
[footnote, [63.0, 863.0, 494.0, 18.0], GWTnoVqQDp, 5709953]
[footnote, [63.0, 881.0, 494.0, 18.0], GWTnoVqQDp, 5709953]
[footnote, [63.0, 899.0, 494.0, 18.0], GWTnoVqQDp, 5709953]
[footnote, [63.0, 917.0, 494.0, 18.0], GWTnoVqQDp, 5709953]
[footnote, [63.0, 935.0, 494.0, 18.0], GWTnoVqQDp, 5709953]
