[1565, 1152]
[headline, [237.0, 74.0, 714.0, 37.5], shoonya_7s43BCAFIJRSWO, 5722773]
[paragraph, [620.0, 282.0, 426.0, 36.0], shoonya_0sKN65P9YVKNO0, 5722773]
[paragraph, [620.0, 318.0, 426.0, 36.0], shoonya_0sKN65P9YVKNO0, 5722773]
[paragraph, [620.0, 354.0, 426.0, 36.0], shoonya_0sKN65P9YVKNO0, 5722773]
[paragraph, [620.0, 390.0, 426.0, 36.0], shoonya_0sKN65P9YVKNO0, 5722773]
[paragraph, [620.0, 426.0, 426.0, 36.0], shoonya_0sKN65P9YVKNO0, 5722773]
[paragraph, [620.0, 462.0, 426.0, 36.0], shoonya_0sKN65P9YVKNO0, 5722773]
[paragraph, [620.0, 498.0, 426.0, 36.0], shoonya_0sKN65P9YVKNO0, 5722773]
[paragraph, [620.0, 534.0, 426.0, 36.0], shoonya_0sKN65P9YVKNO0, 5722773]
[paragraph, [620.0, 570.0, 426.0, 36.0], shoonya_0sKN65P9YVKNO0, 5722773]
[paragraph, [620.0, 606.0, 426.0, 36.0], shoonya_0sKN65P9YVKNO0, 5722773]
[paragraph, [620.0, 642.0, 426.0, 36.0], shoonya_0sKN65P9YVKNO0, 5722773]
[paragraph, [620.0, 678.0, 426.0, 36.0], shoonya_0sKN65P9YVKNO0, 5722773]
[paragraph, [620.0, 714.0, 426.0, 36.0], shoonya_0sKN65P9YVKNO0, 5722773]
[paragraph, [620.0, 750.0, 426.0, 36.0], shoonya_0sKN65P9YVKNO0, 5722773]
[paragraph, [620.0, 786.0, 426.0, 36.0], shoonya_0sKN65P9YVKNO0, 5722773]
[paragraph, [620.0, 822.0, 426.0, 36.0], shoonya_0sKN65P9YVKNO0, 5722773]
[paragraph, [227.0, 630.0, 284.0, 36.0], shoonya_4sE762SQYDPO0W, 5722773]
[paragraph, [227.0, 666.0, 284.0, 36.0], shoonya_4sE762SQYDPO0W, 5722773]
[paragraph, [227.0, 702.0, 284.0, 36.0], shoonya_4sE762SQYDPO0W, 5722773]
[paragraph, [141.0, 785.0, 458.0, 36.0], shoonya_2s8XXMRBAG39AA, 5722773]
[paragraph, [141.0, 821.0, 458.0, 36.0], shoonya_2s8XXMRBAG39AA, 5722773]
[paragraph, [141.0, 857.0, 458.0, 36.0], shoonya_2s8XXMRBAG39AA, 5722773]
[paragraph, [141.0, 893.0, 458.0, 36.0], shoonya_2s8XXMRBAG39AA, 5722773]
[paragraph, [141.0, 929.0, 458.0, 36.0], shoonya_2s8XXMRBAG39AA, 5722773]
[paragraph, [141.0, 965.0, 458.0, 36.0], shoonya_2s8XXMRBAG39AA, 5722773]
[paragraph, [141.0, 1001.0, 458.0, 36.0], shoonya_2s8XXMRBAG39AA, 5722773]
[paragraph, [141.0, 1037.0, 458.0, 36.0], shoonya_2s8XXMRBAG39AA, 5722773]
[paragraph, [141.0, 1073.0, 458.0, 36.0], shoonya_2s8XXMRBAG39AA, 5722773]
[paragraph, [141.0, 1109.0, 458.0, 36.0], shoonya_2s8XXMRBAG39AA, 5722773]
[paragraph, [141.0, 1145.0, 458.0, 36.0], shoonya_2s8XXMRBAG39AA, 5722773]
[paragraph, [141.0, 1181.0, 458.0, 36.0], shoonya_2s8XXMRBAG39AA, 5722773]
[paragraph, [621.0, 863.0, 425.0, 36.0], shoonya_1sTT2PKLBNCGQ3, 5722773]
[paragraph, [621.0, 899.0, 425.0, 36.0], shoonya_1sTT2PKLBNCGQ3, 5722773]
[paragraph, [621.0, 935.0, 425.0, 36.0], shoonya_1sTT2PKLBNCGQ3, 5722773]
[paragraph, [621.0, 971.0, 425.0, 36.0], shoonya_1sTT2PKLBNCGQ3, 5722773]
[paragraph, [621.0, 1007.0, 425.0, 36.0], shoonya_1sTT2PKLBNCGQ3, 5722773]
[paragraph, [621.0, 1043.0, 425.0, 36.0], shoonya_1sTT2PKLBNCGQ3, 5722773]
[paragraph, [621.0, 1079.0, 425.0, 36.0], shoonya_1sTT2PKLBNCGQ3, 5722773]
[paragraph, [621.0, 1115.0, 425.0, 36.0], shoonya_1sTT2PKLBNCGQ3, 5722773]
[paragraph, [621.0, 1151.0, 425.0, 36.0], shoonya_1sTT2PKLBNCGQ3, 5722773]
[paragraph, [621.0, 1187.0, 425.0, 36.0], shoonya_1sTT2PKLBNCGQ3, 5722773]
[paragraph, [621.0, 1223.0, 425.0, 36.0], shoonya_1sTT2PKLBNCGQ3, 5722773]
[paragraph, [621.0, 1259.0, 425.0, 36.0], shoonya_1sTT2PKLBNCGQ3, 5722773]
[paragraph, [621.0, 1295.0, 425.0, 36.0], shoonya_1sTT2PKLBNCGQ3, 5722773]
[paragraph, [139.0, 1234.0, 463.0, 36.0], WLRGxOWcGA, 5722773]
[paragraph, [139.0, 1270.0, 463.0, 36.0], WLRGxOWcGA, 5722773]
[paragraph, [139.0, 1306.0, 463.0, 36.0], WLRGxOWcGA, 5722773]
[paragraph, [139.0, 1342.0, 463.0, 36.0], WLRGxOWcGA, 5722773]
[paragraph, [139.0, 1378.0, 463.0, 36.0], WLRGxOWcGA, 5722773]
[paragraph, [622.0, 1347.0, 423.0, 36.0], shoonya_5s29MTQ82Q0XGU, 5722773]
[paragraph, [622.0, 1383.0, 423.0, 36.0], shoonya_5s29MTQ82Q0XGU, 5722773]
