[2338, 1654]
[paragraph, [161.0, 180.0, 1104.0, 36.0], shoonya_0sXVF4KBMNA9LO, 5753439]
[paragraph, [161.0, 216.0, 1104.0, 36.0], shoonya_0sXVF4KBMNA9LO, 5753439]
[paragraph, [161.0, 252.0, 1104.0, 36.0], shoonya_0sXVF4KBMNA9LO, 5753439]
[paragraph, [161.0, 288.0, 1104.0, 36.0], shoonya_0sXVF4KBMNA9LO, 5753439]
[paragraph, [161.0, 324.0, 1104.0, 36.0], shoonya_0sXVF4KBMNA9LO, 5753439]
[paragraph, [161.0, 360.0, 1104.0, 36.0], shoonya_0sXVF4KBMNA9LO, 5753439]
[paragraph, [161.0, 396.0, 1104.0, 36.0], shoonya_0sXVF4KBMNA9LO, 5753439]
[paragraph, [161.0, 432.0, 1104.0, 36.0], shoonya_0sXVF4KBMNA9LO, 5753439]
[paragraph, [161.0, 468.0, 1104.0, 36.0], shoonya_0sXVF4KBMNA9LO, 5753439]
[paragraph, [161.0, 504.0, 1104.0, 36.0], shoonya_0sXVF4KBMNA9LO, 5753439]
[paragraph, [161.0, 540.0, 1104.0, 36.0], shoonya_0sXVF4KBMNA9LO, 5753439]
[paragraph, [161.0, 576.0, 1104.0, 36.0], shoonya_0sXVF4KBMNA9LO, 5753439]
[paragraph, [161.0, 612.0, 1104.0, 36.0], shoonya_0sXVF4KBMNA9LO, 5753439]
[paragraph, [161.0, 648.0, 1104.0, 36.0], shoonya_0sXVF4KBMNA9LO, 5753439]
[paragraph, [161.0, 684.0, 1104.0, 36.0], shoonya_0sXVF4KBMNA9LO, 5753439]
[paragraph, [161.0, 720.0, 1104.0, 36.0], shoonya_0sXVF4KBMNA9LO, 5753439]
[paragraph, [161.0, 756.0, 1104.0, 36.0], shoonya_0sXVF4KBMNA9LO, 5753439]
[paragraph, [161.0, 792.0, 1104.0, 36.0], shoonya_0sXVF4KBMNA9LO, 5753439]
[paragraph, [161.0, 828.0, 1104.0, 36.0], shoonya_0sXVF4KBMNA9LO, 5753439]
[paragraph, [161.0, 864.0, 1104.0, 36.0], shoonya_0sXVF4KBMNA9LO, 5753439]
[paragraph, [161.0, 900.0, 1104.0, 36.0], shoonya_0sXVF4KBMNA9LO, 5753439]
[paragraph, [161.0, 936.0, 1104.0, 36.0], shoonya_0sXVF4KBMNA9LO, 5753439]
[paragraph, [161.0, 972.0, 1104.0, 36.0], shoonya_0sXVF4KBMNA9LO, 5753439]
[paragraph, [161.0, 1008.0, 1104.0, 36.0], shoonya_0sXVF4KBMNA9LO, 5753439]
[paragraph, [161.0, 1044.0, 1104.0, 36.0], shoonya_0sXVF4KBMNA9LO, 5753439]
[paragraph, [161.0, 1080.0, 1104.0, 36.0], shoonya_0sXVF4KBMNA9LO, 5753439]
[paragraph, [161.0, 1116.0, 1104.0, 36.0], shoonya_0sXVF4KBMNA9LO, 5753439]
[paragraph, [161.0, 1152.0, 1104.0, 36.0], shoonya_0sXVF4KBMNA9LO, 5753439]
[paragraph, [161.0, 1188.0, 1104.0, 36.0], shoonya_0sXVF4KBMNA9LO, 5753439]
[paragraph, [161.0, 1224.0, 1104.0, 36.0], shoonya_0sXVF4KBMNA9LO, 5753439]
[paragraph, [161.0, 1260.0, 1104.0, 36.0], shoonya_0sXVF4KBMNA9LO, 5753439]
[paragraph, [161.0, 1296.0, 1104.0, 36.0], shoonya_0sXVF4KBMNA9LO, 5753439]
[paragraph, [161.0, 1332.0, 1104.0, 36.0], shoonya_0sXVF4KBMNA9LO, 5753439]
[paragraph, [161.0, 1368.0, 1104.0, 36.0], shoonya_0sXVF4KBMNA9LO, 5753439]
[paragraph, [161.0, 1404.0, 1104.0, 36.0], shoonya_0sXVF4KBMNA9LO, 5753439]
[paragraph, [161.0, 1440.0, 1104.0, 36.0], shoonya_0sXVF4KBMNA9LO, 5753439]
[paragraph, [161.0, 1476.0, 1104.0, 36.0], shoonya_0sXVF4KBMNA9LO, 5753439]
[paragraph, [161.0, 1512.0, 1104.0, 36.0], shoonya_0sXVF4KBMNA9LO, 5753439]
[paragraph, [161.0, 1548.0, 1104.0, 36.0], shoonya_0sXVF4KBMNA9LO, 5753439]
[paragraph, [161.0, 1584.0, 1104.0, 36.0], shoonya_0sXVF4KBMNA9LO, 5753439]
[paragraph, [161.0, 1620.0, 1104.0, 36.0], shoonya_0sXVF4KBMNA9LO, 5753439]
[paragraph, [169.0, 1709.0, 1112.0, 36.0], KMj42NR3qj, 5753439]
[paragraph, [169.0, 1745.0, 1112.0, 36.0], KMj42NR3qj, 5753439]
[paragraph, [169.0, 1781.0, 1112.0, 36.0], KMj42NR3qj, 5753439]
[paragraph, [169.0, 1817.0, 1112.0, 36.0], KMj42NR3qj, 5753439]
[ordered-list, [162.0, 1909.0, 703.0, 36.0], shoonya_2sJHD99JI5EP20, 5753439]
[ordered-list, [162.0, 1945.0, 703.0, 36.0], shoonya_2sJHD99JI5EP20, 5753439]
[ordered-list, [162.0, 1981.0, 703.0, 36.0], shoonya_2sJHD99JI5EP20, 5753439]
[ordered-list, [162.0, 2017.0, 703.0, 36.0], shoonya_2sJHD99JI5EP20, 5753439]
[ordered-list, [162.0, 2053.0, 703.0, 36.0], shoonya_2sJHD99JI5EP20, 5753439]
