[2200, 1700]
[folio, [1321.0, 67.0, 284.0, 36.0], Nvjzv190Cq, 5755186]
[folio, [1270.0, 133.0, 278.0, 36.0], yYVGJR-jkJ, 5755186]
[paragraph, [156.0, 361.0, 591.0, 36.0], shoonya_1sTEOMMLUUHSD4, 5755186]
[paragraph, [156.0, 397.0, 591.0, 36.0], shoonya_1sTEOMMLUUHSD4, 5755186]
[paragraph, [156.0, 433.0, 591.0, 36.0], shoonya_1sTEOMMLUUHSD4, 5755186]
[paragraph, [156.0, 469.0, 591.0, 36.0], shoonya_1sTEOMMLUUHSD4, 5755186]
[paragraph, [156.0, 505.0, 591.0, 36.0], shoonya_1sTEOMMLUUHSD4, 5755186]
[paragraph, [156.0, 541.0, 591.0, 36.0], shoonya_1sTEOMMLUUHSD4, 5755186]
[paragraph, [156.0, 577.0, 591.0, 36.0], shoonya_1sTEOMMLUUHSD4, 5755186]
[paragraph, [156.0, 613.0, 591.0, 36.0], shoonya_1sTEOMMLUUHSD4, 5755186]
[paragraph, [156.0, 649.0, 591.0, 36.0], shoonya_1sTEOMMLUUHSD4, 5755186]
[paragraph, [156.0, 685.0, 591.0, 36.0], shoonya_1sTEOMMLUUHSD4, 5755186]
[paragraph, [156.0, 721.0, 591.0, 36.0], shoonya_1sTEOMMLUUHSD4, 5755186]
[paragraph, [156.0, 757.0, 591.0, 36.0], shoonya_1sTEOMMLUUHSD4, 5755186]
[paragraph, [156.0, 793.0, 591.0, 36.0], shoonya_1sTEOMMLUUHSD4, 5755186]
[paragraph, [156.0, 829.0, 591.0, 36.0], shoonya_1sTEOMMLUUHSD4, 5755186]
[placeholder-text, [779.0, 390.0, 741.0, 18.0], PuAbpg3fPp, 5755186]
[placeholder-text, [779.0, 408.0, 741.0, 18.0], PuAbpg3fPp, 5755186]
[placeholder-text, [779.0, 426.0, 741.0, 18.0], PuAbpg3fPp, 5755186]
[placeholder-text, [771.0, 477.0, 752.0, 18.0], 6fv5MltadL, 5755186]
[placeholder-text, [771.0, 495.0, 752.0, 18.0], 6fv5MltadL, 5755186]
[placeholder-text, [771.0, 513.0, 752.0, 18.0], 6fv5MltadL, 5755186]
[placeholder-text, [771.0, 531.0, 752.0, 18.0], 6fv5MltadL, 5755186]
[placeholder-text, [771.0, 549.0, 752.0, 18.0], 6fv5MltadL, 5755186]
[placeholder-text, [773.0, 577.0, 752.0, 18.0], XH4mohXbLa, 5755186]
[placeholder-text, [773.0, 595.0, 752.0, 18.0], XH4mohXbLa, 5755186]
[placeholder-text, [773.0, 613.0, 752.0, 18.0], XH4mohXbLa, 5755186]
[placeholder-text, [773.0, 631.0, 752.0, 18.0], XH4mohXbLa, 5755186]
[placeholder-text, [773.0, 649.0, 752.0, 18.0], XH4mohXbLa, 5755186]
[placeholder-text, [771.0, 679.0, 752.0, 18.0], y6-rGBiY3r, 5755186]
[placeholder-text, [771.0, 697.0, 752.0, 18.0], y6-rGBiY3r, 5755186]
[placeholder-text, [771.0, 715.0, 752.0, 18.0], y6-rGBiY3r, 5755186]
[placeholder-text, [771.0, 733.0, 752.0, 18.0], y6-rGBiY3r, 5755186]
[placeholder-text, [775.0, 775.0, 745.0, 18.0], gNFhJtLxUz, 5755186]
[placeholder-text, [775.0, 793.0, 745.0, 18.0], gNFhJtLxUz, 5755186]
[placeholder-text, [775.0, 811.0, 745.0, 18.0], gNFhJtLxUz, 5755186]
[placeholder-text, [775.0, 829.0, 745.0, 18.0], gNFhJtLxUz, 5755186]
[placeholder-text, [775.0, 847.0, 745.0, 18.0], gNFhJtLxUz, 5755186]
[placeholder-text, [1013.0, 1055.0, 478.0, 18.0], LaWfoXULJC, 5755186]
[placeholder-text, [1013.0, 1073.0, 478.0, 18.0], LaWfoXULJC, 5755186]
[placeholder-text, [1013.0, 1091.0, 478.0, 18.0], LaWfoXULJC, 5755186]
[placeholder-text, [1013.0, 1109.0, 478.0, 18.0], LaWfoXULJC, 5755186]
[placeholder-text, [1013.0, 1127.0, 478.0, 18.0], LaWfoXULJC, 5755186]
[placeholder-text, [1013.0, 1145.0, 478.0, 18.0], LaWfoXULJC, 5755186]
[placeholder-text, [199.0, 1057.0, 450.0, 18.0], Fkf11xH7x8, 5755186]
[placeholder-text, [199.0, 1075.0, 450.0, 18.0], Fkf11xH7x8, 5755186]
[placeholder-text, [199.0, 1093.0, 450.0, 18.0], Fkf11xH7x8, 5755186]
[placeholder-text, [199.0, 1111.0, 450.0, 18.0], Fkf11xH7x8, 5755186]
[placeholder-text, [199.0, 1129.0, 450.0, 18.0], Fkf11xH7x8, 5755186]
[placeholder-text, [199.0, 1147.0, 450.0, 18.0], Fkf11xH7x8, 5755186]
[paragraph, [624.0, 1189.0, 365.0, 36.0], 2dH8LqPn7T, 5755186]
[paragraph, [624.0, 1225.0, 365.0, 36.0], 2dH8LqPn7T, 5755186]
[paragraph, [624.0, 1261.0, 365.0, 36.0], 2dH8LqPn7T, 5755186]
[placeholder-text, [195.0, 1308.0, 497.0, 18.0], NNmkpdj24Y, 5755186]
[placeholder-text, [195.0, 1326.0, 497.0, 18.0], NNmkpdj24Y, 5755186]
[placeholder-text, [195.0, 1344.0, 497.0, 18.0], NNmkpdj24Y, 5755186]
[placeholder-text, [195.0, 1362.0, 497.0, 18.0], NNmkpdj24Y, 5755186]
[placeholder-text, [195.0, 1380.0, 497.0, 18.0], NNmkpdj24Y, 5755186]
[placeholder-text, [195.0, 1398.0, 497.0, 18.0], NNmkpdj24Y, 5755186]
[placeholder-text, [979.0, 1314.0, 503.0, 18.0], qabtZHtjqW, 5755186]
[placeholder-text, [979.0, 1332.0, 503.0, 18.0], qabtZHtjqW, 5755186]
[placeholder-text, [979.0, 1350.0, 503.0, 18.0], qabtZHtjqW, 5755186]
[placeholder-text, [979.0, 1368.0, 503.0, 18.0], qabtZHtjqW, 5755186]
[placeholder-text, [979.0, 1386.0, 503.0, 18.0], qabtZHtjqW, 5755186]
[placeholder-text, [979.0, 1404.0, 503.0, 18.0], qabtZHtjqW, 5755186]
[placeholder-text, [1213.0, 1626.0, 308.0, 18.0], b2pEPusirB, 5755186]
[placeholder-text, [1213.0, 1644.0, 308.0, 18.0], b2pEPusirB, 5755186]
[placeholder-text, [1213.0, 1662.0, 308.0, 18.0], b2pEPusirB, 5755186]
[placeholder-text, [1213.0, 1680.0, 308.0, 18.0], b2pEPusirB, 5755186]
[placeholder-text, [1213.0, 1698.0, 308.0, 18.0], b2pEPusirB, 5755186]
[placeholder-text, [1213.0, 1716.0, 308.0, 18.0], b2pEPusirB, 5755186]
[paragraph, [875.0, 1628.0, 316.0, 36.0], LbYlfsfPwR, 5755186]
[paragraph, [875.0, 1664.0, 316.0, 36.0], LbYlfsfPwR, 5755186]
[paragraph, [875.0, 1700.0, 316.0, 36.0], LbYlfsfPwR, 5755186]
[paragraph, [875.0, 1736.0, 316.0, 36.0], LbYlfsfPwR, 5755186]
[paragraph, [875.0, 1772.0, 316.0, 36.0], LbYlfsfPwR, 5755186]
[paragraph, [875.0, 1808.0, 316.0, 36.0], LbYlfsfPwR, 5755186]
[paragraph, [875.0, 1844.0, 316.0, 36.0], LbYlfsfPwR, 5755186]
[paragraph, [875.0, 1880.0, 316.0, 36.0], LbYlfsfPwR, 5755186]
[paragraph, [875.0, 1916.0, 316.0, 36.0], LbYlfsfPwR, 5755186]
[paragraph, [875.0, 1952.0, 316.0, 36.0], LbYlfsfPwR, 5755186]
[paragraph, [875.0, 1988.0, 316.0, 36.0], LbYlfsfPwR, 5755186]
[paragraph, [558.0, 1637.0, 303.0, 36.0], QvVUXGfwbh, 5755186]
[paragraph, [558.0, 1673.0, 303.0, 36.0], QvVUXGfwbh, 5755186]
[paragraph, [558.0, 1709.0, 303.0, 36.0], QvVUXGfwbh, 5755186]
[paragraph, [189.0, 1639.0, 312.0, 36.0], 3sByTyssRA, 5755186]
[paragraph, [189.0, 1675.0, 312.0, 36.0], 3sByTyssRA, 5755186]
[paragraph, [189.0, 1711.0, 312.0, 36.0], 3sByTyssRA, 5755186]
