[1545, 2000]
[section-title, [27.0, 96.0, 318.0, 49.5], RXIyOGlXFn, 6491211]
[section-title, [27.0, 145.5, 318.0, 49.5], RXIyOGlXFn, 6491211]
[folio, [1600.0, 134.0, 142.0, 36.0], YPfpoXfX0_, 6491211]
[headline, [692.0, 178.0, 488.0, 37.5], 4iozUjZQFE, 6491211]
[headline, [692.0, 215.5, 488.0, 37.5], 4iozUjZQFE, 6491211]
[headline, [692.0, 253.0, 488.0, 37.5], 4iozUjZQFE, 6491211]
[headline, [25.0, 213.0, 307.0, 37.5], e90fkDXWUc, 6491211]
[headline, [25.0, 250.5, 307.0, 37.5], e90fkDXWUc, 6491211]
[headline, [25.0, 288.0, 307.0, 37.5], e90fkDXWUc, 6491211]
[paragraph, [676.0, 328.0, 605.0, 36.0], 0daVEJ_-Z5, 6491211]
[paragraph, [676.0, 364.0, 605.0, 36.0], 0daVEJ_-Z5, 6491211]
[paragraph, [676.0, 400.0, 605.0, 36.0], 0daVEJ_-Z5, 6491211]
[paragraph, [676.0, 436.0, 605.0, 36.0], 0daVEJ_-Z5, 6491211]
[paragraph, [676.0, 472.0, 605.0, 36.0], 0daVEJ_-Z5, 6491211]
[paragraph, [15.0, 376.0, 608.0, 36.0], MdN6z5Lc8S, 6491211]
[paragraph, [15.0, 412.0, 608.0, 36.0], MdN6z5Lc8S, 6491211]
[paragraph, [15.0, 448.0, 608.0, 36.0], MdN6z5Lc8S, 6491211]
[paragraph, [15.0, 484.0, 608.0, 36.0], MdN6z5Lc8S, 6491211]
[paragraph, [15.0, 520.0, 608.0, 36.0], MdN6z5Lc8S, 6491211]
[section-title, [697.0, 557.0, 190.0, 49.5], wnMo7gdTcf, 6491211]
[section-title, [30.0, 582.0, 315.0, 49.5], jVMRgGDLdV, 6491211]
[section-title, [30.0, 631.5, 315.0, 49.5], jVMRgGDLdV, 6491211]
[headline, [697.0, 628.0, 300.0, 37.5], 8mro_g1Fok, 6491211]
[headline, [697.0, 665.5, 300.0, 37.5], 8mro_g1Fok, 6491211]
[headline, [30.0, 697.0, 475.0, 37.5], av9RXDBCg3, 6491211]
[headline, [30.0, 734.5, 475.0, 37.5], av9RXDBCg3, 6491211]
[headline, [30.0, 772.0, 475.0, 37.5], av9RXDBCg3, 6491211]
[paragraph, [687.0, 725.0, 595.0, 36.0], OuJ4U5uT2V, 6491211]
[paragraph, [687.0, 761.0, 595.0, 36.0], OuJ4U5uT2V, 6491211]
[paragraph, [687.0, 797.0, 595.0, 36.0], OuJ4U5uT2V, 6491211]
[paragraph, [687.0, 833.0, 595.0, 36.0], OuJ4U5uT2V, 6491211]
[paragraph, [687.0, 869.0, 595.0, 36.0], OuJ4U5uT2V, 6491211]
[paragraph, [17.0, 860.0, 580.0, 36.0], 5IQHtOknuA, 6491211]
[paragraph, [17.0, 896.0, 580.0, 36.0], 5IQHtOknuA, 6491211]
[paragraph, [17.0, 932.0, 580.0, 36.0], 5IQHtOknuA, 6491211]
[paragraph, [17.0, 968.0, 580.0, 36.0], 5IQHtOknuA, 6491211]
[paragraph, [17.0, 1004.0, 580.0, 36.0], 5IQHtOknuA, 6491211]
[section-title, [699.0, 1038.0, 188.0, 49.5], jqFMr8K6h5, 6491211]
[headline, [1493.0, 1061.0, 356.0, 37.5], RvxG547NeT, 6491211]
[headline, [1493.0, 1098.5, 356.0, 37.5], RvxG547NeT, 6491211]
[headline, [1493.0, 1136.0, 356.0, 37.5], RvxG547NeT, 6491211]
[headline, [1493.0, 1173.5, 356.0, 37.5], RvxG547NeT, 6491211]
[headline, [697.0, 1112.0, 127.0, 37.5], iLIXb_dQMu, 6491211]
[paragraph, [684.0, 1214.0, 592.0, 36.0], a5aNo5ELju, 6491211]
[paragraph, [684.0, 1250.0, 592.0, 36.0], a5aNo5ELju, 6491211]
[paragraph, [684.0, 1286.0, 592.0, 36.0], a5aNo5ELju, 6491211]
[paragraph, [684.0, 1322.0, 592.0, 36.0], a5aNo5ELju, 6491211]
[paragraph, [684.0, 1358.0, 592.0, 36.0], a5aNo5ELju, 6491211]
[author, [1501.0, 1254.0, 356.0, 36.0], dAkE_VOk1R, 6491211]
[website-link, [1488.0, 1382.0, 361.0, 18.0], IUwmgWO6nf, 6491211]
[website-link, [1488.0, 1400.0, 361.0, 18.0], IUwmgWO6nf, 6491211]
[website-link, [1488.0, 1418.0, 361.0, 18.0], IUwmgWO6nf, 6491211]
[website-link, [1488.0, 1436.0, 361.0, 18.0], IUwmgWO6nf, 6491211]
