[2061, 1233]
[paragraph, [103.0, 117.0, 1043.0, 36.0], aslh7jgmXk, 5691901]
[paragraph, [103.0, 153.0, 1043.0, 36.0], aslh7jgmXk, 5691901]
[paragraph, [103.0, 189.0, 1043.0, 36.0], aslh7jgmXk, 5691901]
[paragraph, [103.0, 225.0, 1043.0, 36.0], aslh7jgmXk, 5691901]
[paragraph, [98.0, 290.0, 1043.0, 36.0], shoonya_0sEVGN5WZMW001, 5691901]
[paragraph, [98.0, 326.0, 1043.0, 36.0], shoonya_0sEVGN5WZMW001, 5691901]
[paragraph, [98.0, 362.0, 1043.0, 36.0], shoonya_0sEVGN5WZMW001, 5691901]
[paragraph, [98.0, 398.0, 1043.0, 36.0], shoonya_0sEVGN5WZMW001, 5691901]
[paragraph, [98.0, 434.0, 1043.0, 36.0], shoonya_0sEVGN5WZMW001, 5691901]
[paragraph, [98.0, 470.0, 1043.0, 36.0], shoonya_0sEVGN5WZMW001, 5691901]
[paragraph, [98.0, 506.0, 1043.0, 36.0], shoonya_0sEVGN5WZMW001, 5691901]
[paragraph, [98.0, 542.0, 1043.0, 36.0], shoonya_0sEVGN5WZMW001, 5691901]
[paragraph, [98.0, 578.0, 1043.0, 36.0], shoonya_0sEVGN5WZMW001, 5691901]
[paragraph, [274.0, 634.0, 665.0, 36.0], shoonya_3sH8LO46UKDUDR, 5691901]
[paragraph, [274.0, 670.0, 665.0, 36.0], shoonya_3sH8LO46UKDUDR, 5691901]
[paragraph, [274.0, 706.0, 665.0, 36.0], shoonya_3sH8LO46UKDUDR, 5691901]
[paragraph, [274.0, 742.0, 665.0, 36.0], shoonya_3sH8LO46UKDUDR, 5691901]
[paragraph, [274.0, 778.0, 665.0, 36.0], shoonya_3sH8LO46UKDUDR, 5691901]
[paragraph, [274.0, 814.0, 665.0, 36.0], shoonya_3sH8LO46UKDUDR, 5691901]
[paragraph, [274.0, 850.0, 665.0, 36.0], shoonya_3sH8LO46UKDUDR, 5691901]
[paragraph, [274.0, 886.0, 665.0, 36.0], shoonya_3sH8LO46UKDUDR, 5691901]
[paragraph, [274.0, 922.0, 665.0, 36.0], shoonya_3sH8LO46UKDUDR, 5691901]
[paragraph, [274.0, 958.0, 665.0, 36.0], shoonya_3sH8LO46UKDUDR, 5691901]
[paragraph, [103.0, 1026.0, 1006.0, 36.0], 0GW70FkfUK, 5691901]
[paragraph, [103.0, 1062.0, 1006.0, 36.0], 0GW70FkfUK, 5691901]
[paragraph, [103.0, 1098.0, 1006.0, 36.0], 0GW70FkfUK, 5691901]
[paragraph, [110.0, 1135.0, 1000.0, 36.0], shoonya_4sCP1JHMPUQV0I, 5691901]
[paragraph, [110.0, 1171.0, 1000.0, 36.0], shoonya_4sCP1JHMPUQV0I, 5691901]
[paragraph, [110.0, 1207.0, 1000.0, 36.0], shoonya_4sCP1JHMPUQV0I, 5691901]
[paragraph, [110.0, 1243.0, 1000.0, 36.0], shoonya_4sCP1JHMPUQV0I, 5691901]
[paragraph, [110.0, 1279.0, 1000.0, 36.0], shoonya_4sCP1JHMPUQV0I, 5691901]
[paragraph, [110.0, 1315.0, 1000.0, 36.0], shoonya_4sCP1JHMPUQV0I, 5691901]
[paragraph, [110.0, 1351.0, 1000.0, 36.0], shoonya_4sCP1JHMPUQV0I, 5691901]
[paragraph, [110.0, 1387.0, 1000.0, 36.0], shoonya_4sCP1JHMPUQV0I, 5691901]
[paragraph, [110.0, 1423.0, 1000.0, 36.0], shoonya_4sCP1JHMPUQV0I, 5691901]
[paragraph, [95.0, 1478.0, 1014.0, 36.0], shoonya_1sLD0M8YYK8L6G, 5691901]
[paragraph, [95.0, 1514.0, 1014.0, 36.0], shoonya_1sLD0M8YYK8L6G, 5691901]
[paragraph, [95.0, 1550.0, 1014.0, 36.0], shoonya_1sLD0M8YYK8L6G, 5691901]
[paragraph, [95.0, 1586.0, 1014.0, 36.0], shoonya_1sLD0M8YYK8L6G, 5691901]
[paragraph, [95.0, 1622.0, 1014.0, 36.0], shoonya_1sLD0M8YYK8L6G, 5691901]
[paragraph, [95.0, 1658.0, 1014.0, 36.0], shoonya_1sLD0M8YYK8L6G, 5691901]
[paragraph, [95.0, 1694.0, 1014.0, 36.0], shoonya_1sLD0M8YYK8L6G, 5691901]
[paragraph, [95.0, 1730.0, 1014.0, 36.0], shoonya_1sLD0M8YYK8L6G, 5691901]
[paragraph, [95.0, 1766.0, 1014.0, 36.0], shoonya_1sLD0M8YYK8L6G, 5691901]
[paragraph, [95.0, 1802.0, 1014.0, 36.0], shoonya_1sLD0M8YYK8L6G, 5691901]
[paragraph, [95.0, 1838.0, 1014.0, 36.0], shoonya_1sLD0M8YYK8L6G, 5691901]
