[1275, 1650]
[section-title, [589.0, 90.0, 395.0, 30.0], 16Pnpi4bjX, 6473585]
[unordered-list, [1161.0, 94.0, 440.0, 18.0], ukyfiYk0Vd, 6473585]
[unordered-list, [1161.0, 112.0, 440.0, 18.0], ukyfiYk0Vd, 6473585]
[unordered-list, [1161.0, 130.0, 440.0, 18.0], ukyfiYk0Vd, 6473585]
[unordered-list, [1161.0, 148.0, 440.0, 18.0], ukyfiYk0Vd, 6473585]
[section-title, [45.0, 98.0, 317.0, 30.0], uE-2t7xqMY, 6473585]
[unordered-list, [589.0, 146.0, 469.0, 18.0], UHN9eLGfKQ, 6473585]
[unordered-list, [589.0, 164.0, 469.0, 18.0], UHN9eLGfKQ, 6473585]
[unordered-list, [589.0, 182.0, 469.0, 18.0], UHN9eLGfKQ, 6473585]
[unordered-list, [589.0, 200.0, 469.0, 18.0], UHN9eLGfKQ, 6473585]
[unordered-list, [589.0, 218.0, 469.0, 18.0], UHN9eLGfKQ, 6473585]
[unordered-list, [589.0, 236.0, 469.0, 18.0], UHN9eLGfKQ, 6473585]
[paragraph, [37.0, 148.0, 479.0, 18.0], wG_McAaUfz, 6473585]
[paragraph, [37.0, 166.0, 479.0, 18.0], wG_McAaUfz, 6473585]
[paragraph, [37.0, 184.0, 479.0, 18.0], wG_McAaUfz, 6473585]
[paragraph, [37.0, 202.0, 479.0, 18.0], wG_McAaUfz, 6473585]
[paragraph, [37.0, 220.0, 479.0, 18.0], wG_McAaUfz, 6473585]
[paragraph, [37.0, 238.0, 479.0, 18.0], wG_McAaUfz, 6473585]
[paragraph, [37.0, 256.0, 479.0, 18.0], wG_McAaUfz, 6473585]
[paragraph, [37.0, 274.0, 479.0, 18.0], wG_McAaUfz, 6473585]
[paragraph, [37.0, 292.0, 479.0, 18.0], wG_McAaUfz, 6473585]
[paragraph, [37.0, 310.0, 479.0, 18.0], wG_McAaUfz, 6473585]
[paragraph, [37.0, 328.0, 479.0, 18.0], wG_McAaUfz, 6473585]
[paragraph, [37.0, 346.0, 479.0, 18.0], wG_McAaUfz, 6473585]
[section-title, [1128.0, 175.0, 306.0, 30.0], AN3Z6GEtEn, 6473585]
[unordered-list, [1132.0, 224.0, 477.0, 18.0], Uo9ZE1Sknh, 6473585]
[unordered-list, [1132.0, 242.0, 477.0, 18.0], Uo9ZE1Sknh, 6473585]
[unordered-list, [1132.0, 260.0, 477.0, 18.0], Uo9ZE1Sknh, 6473585]
[unordered-list, [1132.0, 278.0, 477.0, 18.0], Uo9ZE1Sknh, 6473585]
[unordered-list, [1132.0, 296.0, 477.0, 18.0], Uo9ZE1Sknh, 6473585]
[unordered-list, [1132.0, 314.0, 477.0, 18.0], Uo9ZE1Sknh, 6473585]
[unordered-list, [1132.0, 332.0, 477.0, 18.0], Uo9ZE1Sknh, 6473585]
[unordered-list, [1132.0, 350.0, 477.0, 18.0], Uo9ZE1Sknh, 6473585]
[unordered-list, [1132.0, 368.0, 477.0, 18.0], Uo9ZE1Sknh, 6473585]
[unordered-list, [1132.0, 386.0, 477.0, 18.0], Uo9ZE1Sknh, 6473585]
[unordered-list, [1132.0, 404.0, 477.0, 18.0], Uo9ZE1Sknh, 6473585]
[unordered-list, [1132.0, 422.0, 477.0, 18.0], Uo9ZE1Sknh, 6473585]
[unordered-list, [1132.0, 440.0, 477.0, 18.0], Uo9ZE1Sknh, 6473585]
[unordered-list, [1132.0, 458.0, 477.0, 18.0], Uo9ZE1Sknh, 6473585]
[unordered-list, [1132.0, 476.0, 477.0, 18.0], Uo9ZE1Sknh, 6473585]
[unordered-list, [1132.0, 494.0, 477.0, 18.0], Uo9ZE1Sknh, 6473585]
[unordered-list, [1132.0, 512.0, 477.0, 18.0], Uo9ZE1Sknh, 6473585]
[unordered-list, [1132.0, 530.0, 477.0, 18.0], Uo9ZE1Sknh, 6473585]
