[1565, 1152]
[paragraph, [102.0, 119.0, 304.0, 36.0], shoonya_9s11UH4WNDNOKK, 5713388]
[paragraph, [102.0, 155.0, 304.0, 36.0], shoonya_9s11UH4WNDNOKK, 5713388]
[paragraph, [102.0, 191.0, 304.0, 36.0], shoonya_9s11UH4WNDNOKK, 5713388]
[paragraph, [415.0, 122.0, 307.0, 36.0], shoonya_7sUXFDG5QH7QPV, 5713388]
[paragraph, [415.0, 158.0, 307.0, 36.0], shoonya_7sUXFDG5QH7QPV, 5713388]
[paragraph, [415.0, 194.0, 307.0, 36.0], shoonya_7sUXFDG5QH7QPV, 5713388]
[paragraph, [415.0, 230.0, 307.0, 36.0], shoonya_7sUXFDG5QH7QPV, 5713388]
[paragraph, [415.0, 266.0, 307.0, 36.0], shoonya_7sUXFDG5QH7QPV, 5713388]
[paragraph, [415.0, 302.0, 307.0, 36.0], shoonya_7sUXFDG5QH7QPV, 5713388]
[paragraph, [415.0, 338.0, 307.0, 36.0], shoonya_7sUXFDG5QH7QPV, 5713388]
[paragraph, [415.0, 374.0, 307.0, 36.0], shoonya_7sUXFDG5QH7QPV, 5713388]
[paragraph, [736.0, 122.0, 287.0, 36.0], shoonya_8sZ6PHJ5QU3QHB, 5713388]
[paragraph, [736.0, 158.0, 287.0, 36.0], shoonya_8sZ6PHJ5QU3QHB, 5713388]
[paragraph, [736.0, 194.0, 287.0, 36.0], shoonya_8sZ6PHJ5QU3QHB, 5713388]
[paragraph, [100.0, 262.0, 314.0, 36.0], shoonya_5sF2E24HU995Q0, 5713388]
[paragraph, [100.0, 298.0, 314.0, 36.0], shoonya_5sF2E24HU995Q0, 5713388]
[paragraph, [100.0, 334.0, 314.0, 36.0], shoonya_5sF2E24HU995Q0, 5713388]
[paragraph, [100.0, 370.0, 314.0, 36.0], shoonya_5sF2E24HU995Q0, 5713388]
[paragraph, [100.0, 406.0, 314.0, 36.0], shoonya_5sF2E24HU995Q0, 5713388]
[paragraph, [100.0, 442.0, 314.0, 36.0], shoonya_5sF2E24HU995Q0, 5713388]
[paragraph, [100.0, 478.0, 314.0, 36.0], shoonya_5sF2E24HU995Q0, 5713388]
[paragraph, [100.0, 514.0, 314.0, 36.0], shoonya_5sF2E24HU995Q0, 5713388]
[paragraph, [100.0, 550.0, 314.0, 36.0], shoonya_5sF2E24HU995Q0, 5713388]
[paragraph, [100.0, 586.0, 314.0, 36.0], shoonya_5sF2E24HU995Q0, 5713388]
[paragraph, [100.0, 622.0, 314.0, 36.0], shoonya_5sF2E24HU995Q0, 5713388]
[paragraph, [100.0, 658.0, 314.0, 36.0], shoonya_5sF2E24HU995Q0, 5713388]
[paragraph, [100.0, 694.0, 314.0, 36.0], shoonya_5sF2E24HU995Q0, 5713388]
[paragraph, [100.0, 730.0, 314.0, 36.0], shoonya_5sF2E24HU995Q0, 5713388]
[paragraph, [100.0, 766.0, 314.0, 36.0], shoonya_5sF2E24HU995Q0, 5713388]
[paragraph, [100.0, 802.0, 314.0, 36.0], shoonya_5sF2E24HU995Q0, 5713388]
[paragraph, [100.0, 838.0, 314.0, 36.0], shoonya_5sF2E24HU995Q0, 5713388]
[paragraph, [100.0, 874.0, 314.0, 36.0], shoonya_5sF2E24HU995Q0, 5713388]
[paragraph, [100.0, 910.0, 314.0, 36.0], shoonya_5sF2E24HU995Q0, 5713388]
[paragraph, [100.0, 946.0, 314.0, 36.0], shoonya_5sF2E24HU995Q0, 5713388]
[paragraph, [100.0, 982.0, 314.0, 36.0], shoonya_5sF2E24HU995Q0, 5713388]
[paragraph, [100.0, 1018.0, 314.0, 36.0], shoonya_5sF2E24HU995Q0, 5713388]
[paragraph, [100.0, 1054.0, 314.0, 36.0], shoonya_5sF2E24HU995Q0, 5713388]
[paragraph, [100.0, 1090.0, 314.0, 36.0], shoonya_5sF2E24HU995Q0, 5713388]
[paragraph, [100.0, 1126.0, 314.0, 36.0], shoonya_5sF2E24HU995Q0, 5713388]
[paragraph, [726.0, 302.0, 312.0, 36.0], shoonya_0s9ZFP7O2DM4KU, 5713388]
[paragraph, [726.0, 338.0, 312.0, 36.0], shoonya_0s9ZFP7O2DM4KU, 5713388]
[paragraph, [726.0, 374.0, 312.0, 36.0], shoonya_0s9ZFP7O2DM4KU, 5713388]
[paragraph, [726.0, 410.0, 312.0, 36.0], shoonya_0s9ZFP7O2DM4KU, 5713388]
[paragraph, [726.0, 446.0, 312.0, 36.0], shoonya_0s9ZFP7O2DM4KU, 5713388]
[paragraph, [726.0, 482.0, 312.0, 36.0], shoonya_0s9ZFP7O2DM4KU, 5713388]
[paragraph, [726.0, 518.0, 312.0, 36.0], shoonya_0s9ZFP7O2DM4KU, 5713388]
[paragraph, [726.0, 554.0, 312.0, 36.0], shoonya_0s9ZFP7O2DM4KU, 5713388]
[paragraph, [726.0, 590.0, 312.0, 36.0], shoonya_0s9ZFP7O2DM4KU, 5713388]
[paragraph, [726.0, 626.0, 312.0, 36.0], shoonya_0s9ZFP7O2DM4KU, 5713388]
[paragraph, [726.0, 662.0, 312.0, 36.0], shoonya_0s9ZFP7O2DM4KU, 5713388]
[paragraph, [419.0, 425.0, 305.0, 36.0], shoonya_1sEK6812Y5QY4C, 5713388]
[paragraph, [419.0, 461.0, 305.0, 36.0], shoonya_1sEK6812Y5QY4C, 5713388]
[paragraph, [419.0, 497.0, 305.0, 36.0], shoonya_1sEK6812Y5QY4C, 5713388]
[paragraph, [419.0, 533.0, 305.0, 36.0], shoonya_1sEK6812Y5QY4C, 5713388]
[paragraph, [419.0, 569.0, 305.0, 36.0], shoonya_1sEK6812Y5QY4C, 5713388]
[paragraph, [419.0, 605.0, 305.0, 36.0], shoonya_1sEK6812Y5QY4C, 5713388]
[paragraph, [419.0, 641.0, 305.0, 36.0], shoonya_1sEK6812Y5QY4C, 5713388]
[paragraph, [736.0, 703.0, 293.0, 36.0], shoonya_3sHN8DAPC7P0OA, 5713388]
