[1240, 880]
[chapter-title, [375.0, 56.0, 240.0, 30.0], shoonya_4sIVO4BYGLJVPK, 5776079]
[paragraph, [182.0, 97.0, 631.0, 18.0], shoonya_0s5W0JRZO56K7R, 5776079]
[paragraph, [182.0, 115.0, 631.0, 18.0], shoonya_0s5W0JRZO56K7R, 5776079]
[paragraph, [182.0, 133.0, 631.0, 18.0], shoonya_0s5W0JRZO56K7R, 5776079]
[paragraph, [182.0, 151.0, 631.0, 18.0], shoonya_0s5W0JRZO56K7R, 5776079]
[paragraph, [182.0, 169.0, 631.0, 18.0], shoonya_0s5W0JRZO56K7R, 5776079]
[paragraph, [182.0, 187.0, 631.0, 18.0], shoonya_0s5W0JRZO56K7R, 5776079]
[paragraph, [182.0, 205.0, 631.0, 18.0], shoonya_0s5W0JRZO56K7R, 5776079]
[paragraph, [182.0, 223.0, 631.0, 18.0], shoonya_0s5W0JRZO56K7R, 5776079]
[paragraph, [182.0, 241.0, 631.0, 18.0], shoonya_0s5W0JRZO56K7R, 5776079]
[paragraph, [183.0, 273.0, 633.0, 18.0], shoonya_2sVK87VWC5RXFT, 5776079]
[paragraph, [183.0, 291.0, 633.0, 18.0], shoonya_2sVK87VWC5RXFT, 5776079]
[paragraph, [183.0, 309.0, 633.0, 18.0], shoonya_2sVK87VWC5RXFT, 5776079]
[paragraph, [183.0, 327.0, 633.0, 18.0], shoonya_2sVK87VWC5RXFT, 5776079]
[paragraph, [183.0, 345.0, 633.0, 18.0], shoonya_2sVK87VWC5RXFT, 5776079]
[paragraph, [183.0, 363.0, 633.0, 18.0], shoonya_2sVK87VWC5RXFT, 5776079]
[paragraph, [183.0, 381.0, 633.0, 18.0], shoonya_2sVK87VWC5RXFT, 5776079]
[paragraph, [183.0, 399.0, 633.0, 18.0], shoonya_2sVK87VWC5RXFT, 5776079]
[paragraph, [183.0, 417.0, 633.0, 18.0], shoonya_2sVK87VWC5RXFT, 5776079]
[paragraph, [183.0, 435.0, 633.0, 18.0], shoonya_2sVK87VWC5RXFT, 5776079]
[paragraph, [183.0, 453.0, 633.0, 18.0], shoonya_2sVK87VWC5RXFT, 5776079]
[paragraph, [183.0, 471.0, 633.0, 18.0], shoonya_2sVK87VWC5RXFT, 5776079]
[paragraph, [183.0, 489.0, 633.0, 18.0], shoonya_2sVK87VWC5RXFT, 5776079]
[paragraph, [183.0, 507.0, 633.0, 18.0], shoonya_2sVK87VWC5RXFT, 5776079]
