[1806, 1262]
[folio, [575.0, 101.0, 480.0, 36.0], shoonya_0sUOP6ILC5KSC8, 5681029]
[paragraph, [628.0, 185.0, 499.0, 36.0], _1cSEqZNBo, 5681029]
[paragraph, [628.0, 221.0, 499.0, 36.0], _1cSEqZNBo, 5681029]
[paragraph, [628.0, 257.0, 499.0, 36.0], _1cSEqZNBo, 5681029]
[paragraph, [628.0, 293.0, 499.0, 36.0], _1cSEqZNBo, 5681029]
[paragraph, [628.0, 329.0, 499.0, 36.0], _1cSEqZNBo, 5681029]
[paragraph, [628.0, 365.0, 499.0, 36.0], _1cSEqZNBo, 5681029]
[paragraph, [628.0, 401.0, 499.0, 36.0], _1cSEqZNBo, 5681029]
[paragraph, [87.0, 187.0, 500.0, 36.0], shoonya_3sYLHJV6EN3BE3, 5681029]
[paragraph, [87.0, 223.0, 500.0, 36.0], shoonya_3sYLHJV6EN3BE3, 5681029]
[paragraph, [87.0, 259.0, 500.0, 36.0], shoonya_3sYLHJV6EN3BE3, 5681029]
[paragraph, [87.0, 295.0, 500.0, 36.0], shoonya_3sYLHJV6EN3BE3, 5681029]
[paragraph, [87.0, 331.0, 500.0, 36.0], shoonya_3sYLHJV6EN3BE3, 5681029]
[paragraph, [87.0, 367.0, 500.0, 36.0], shoonya_3sYLHJV6EN3BE3, 5681029]
[paragraph, [87.0, 403.0, 500.0, 36.0], shoonya_3sYLHJV6EN3BE3, 5681029]
[paragraph, [87.0, 439.0, 500.0, 36.0], shoonya_3sYLHJV6EN3BE3, 5681029]
[paragraph, [87.0, 475.0, 500.0, 36.0], shoonya_3sYLHJV6EN3BE3, 5681029]
[paragraph, [87.0, 511.0, 500.0, 36.0], shoonya_3sYLHJV6EN3BE3, 5681029]
[paragraph, [87.0, 547.0, 500.0, 36.0], shoonya_3sYLHJV6EN3BE3, 5681029]
[paragraph, [87.0, 583.0, 500.0, 36.0], shoonya_3sYLHJV6EN3BE3, 5681029]
[paragraph, [87.0, 619.0, 500.0, 36.0], shoonya_3sYLHJV6EN3BE3, 5681029]
[paragraph, [87.0, 655.0, 500.0, 36.0], shoonya_3sYLHJV6EN3BE3, 5681029]
[paragraph, [625.0, 456.0, 501.0, 36.0], rPgyfttLuM, 5681029]
[paragraph, [625.0, 492.0, 501.0, 36.0], rPgyfttLuM, 5681029]
[paragraph, [625.0, 528.0, 501.0, 36.0], rPgyfttLuM, 5681029]
[paragraph, [625.0, 564.0, 501.0, 36.0], rPgyfttLuM, 5681029]
[paragraph, [625.0, 600.0, 501.0, 36.0], rPgyfttLuM, 5681029]
[paragraph, [625.0, 636.0, 501.0, 36.0], rPgyfttLuM, 5681029]
[paragraph, [625.0, 672.0, 501.0, 36.0], rPgyfttLuM, 5681029]
[paragraph, [625.0, 708.0, 501.0, 36.0], rPgyfttLuM, 5681029]
[paragraph, [625.0, 744.0, 501.0, 36.0], rPgyfttLuM, 5681029]
[paragraph, [625.0, 780.0, 501.0, 36.0], rPgyfttLuM, 5681029]
[paragraph, [625.0, 816.0, 501.0, 36.0], rPgyfttLuM, 5681029]
[paragraph, [625.0, 852.0, 501.0, 36.0], rPgyfttLuM, 5681029]
[paragraph, [625.0, 888.0, 501.0, 36.0], rPgyfttLuM, 5681029]
[paragraph, [625.0, 924.0, 501.0, 36.0], rPgyfttLuM, 5681029]
[paragraph, [625.0, 960.0, 501.0, 36.0], rPgyfttLuM, 5681029]
[paragraph, [625.0, 996.0, 501.0, 36.0], rPgyfttLuM, 5681029]
[paragraph, [625.0, 1032.0, 501.0, 36.0], rPgyfttLuM, 5681029]
[paragraph, [625.0, 1068.0, 501.0, 36.0], rPgyfttLuM, 5681029]
[paragraph, [625.0, 1104.0, 501.0, 36.0], rPgyfttLuM, 5681029]
[paragraph, [625.0, 1140.0, 501.0, 36.0], rPgyfttLuM, 5681029]
[paragraph, [625.0, 1176.0, 501.0, 36.0], rPgyfttLuM, 5681029]
[paragraph, [625.0, 1212.0, 501.0, 36.0], rPgyfttLuM, 5681029]
[paragraph, [625.0, 1248.0, 501.0, 36.0], rPgyfttLuM, 5681029]
