[1425, 1088]
[section-title, [117.0, 100.0, 872.0, 30.0], uJWP5n0pQn, 5759333]
[paragraph, [139.0, 153.0, 838.0, 18.0], AI1WSZjW_k, 5759333]
[paragraph, [139.0, 171.0, 838.0, 18.0], AI1WSZjW_k, 5759333]
[paragraph, [139.0, 189.0, 838.0, 18.0], AI1WSZjW_k, 5759333]
[paragraph, [139.0, 226.0, 838.0, 18.0], zHr9K6dpYp, 5759333]
[paragraph, [139.0, 244.0, 838.0, 18.0], zHr9K6dpYp, 5759333]
[paragraph, [139.0, 262.0, 838.0, 18.0], zHr9K6dpYp, 5759333]
[paragraph, [139.0, 280.0, 838.0, 18.0], zHr9K6dpYp, 5759333]
[paragraph, [139.0, 298.0, 838.0, 18.0], zHr9K6dpYp, 5759333]
[paragraph, [141.0, 322.0, 838.0, 18.0], 3wqMkY43If, 5759333]
[paragraph, [141.0, 340.0, 838.0, 18.0], 3wqMkY43If, 5759333]
[paragraph, [141.0, 358.0, 838.0, 18.0], 3wqMkY43If, 5759333]
[paragraph, [141.0, 376.0, 838.0, 18.0], 3wqMkY43If, 5759333]
[figure-caption, [519.0, 701.0, 85.0, 18.0], qfmG4hPchP, 5759333]
[section-title, [138.0, 741.0, 850.0, 30.0], tntWFDKwvx, 5759333]
[ordered-list, [139.0, 783.0, 864.0, 18.0], 1rEgP7DRaw, 5759333]
[ordered-list, [139.0, 801.0, 864.0, 18.0], 1rEgP7DRaw, 5759333]
[ordered-list, [139.0, 819.0, 864.0, 18.0], 1rEgP7DRaw, 5759333]
[ordered-list, [139.0, 837.0, 864.0, 18.0], 1rEgP7DRaw, 5759333]
[ordered-list, [139.0, 855.0, 864.0, 18.0], 1rEgP7DRaw, 5759333]
[ordered-list, [139.0, 873.0, 864.0, 18.0], 1rEgP7DRaw, 5759333]
[ordered-list, [139.0, 891.0, 864.0, 18.0], 1rEgP7DRaw, 5759333]
[ordered-list, [139.0, 909.0, 864.0, 18.0], 1rEgP7DRaw, 5759333]
[ordered-list, [139.0, 927.0, 864.0, 18.0], 1rEgP7DRaw, 5759333]
[ordered-list, [139.0, 945.0, 864.0, 18.0], 1rEgP7DRaw, 5759333]
[ordered-list, [139.0, 963.0, 864.0, 18.0], 1rEgP7DRaw, 5759333]
[ordered-list, [139.0, 981.0, 864.0, 18.0], 1rEgP7DRaw, 5759333]
[ordered-list, [139.0, 999.0, 864.0, 18.0], 1rEgP7DRaw, 5759333]
[ordered-list, [139.0, 1017.0, 864.0, 18.0], 1rEgP7DRaw, 5759333]
[ordered-list, [139.0, 1035.0, 864.0, 18.0], 1rEgP7DRaw, 5759333]
[ordered-list, [139.0, 1053.0, 864.0, 18.0], 1rEgP7DRaw, 5759333]
[ordered-list, [139.0, 1071.0, 864.0, 18.0], 1rEgP7DRaw, 5759333]
[ordered-list, [139.0, 1089.0, 864.0, 18.0], 1rEgP7DRaw, 5759333]
[ordered-list, [139.0, 1107.0, 864.0, 18.0], 1rEgP7DRaw, 5759333]
[ordered-list, [139.0, 1125.0, 864.0, 18.0], 1rEgP7DRaw, 5759333]
[ordered-list, [139.0, 1143.0, 864.0, 18.0], 1rEgP7DRaw, 5759333]
[ordered-list, [139.0, 1161.0, 864.0, 18.0], 1rEgP7DRaw, 5759333]
[ordered-list, [139.0, 1179.0, 864.0, 18.0], 1rEgP7DRaw, 5759333]
[ordered-list, [139.0, 1197.0, 864.0, 18.0], 1rEgP7DRaw, 5759333]
[ordered-list, [139.0, 1215.0, 864.0, 18.0], 1rEgP7DRaw, 5759333]
[ordered-list, [139.0, 1233.0, 864.0, 18.0], 1rEgP7DRaw, 5759333]
[ordered-list, [139.0, 1251.0, 864.0, 18.0], 1rEgP7DRaw, 5759333]
[ordered-list, [139.0, 1269.0, 864.0, 18.0], 1rEgP7DRaw, 5759333]
[ordered-list, [139.0, 1287.0, 864.0, 18.0], 1rEgP7DRaw, 5759333]
[unordered-list, [405.0, 924.0, 592.0, 18.0], shoonya_4s1J899ZDYYNN5, 5759333]
[unordered-list, [405.0, 942.0, 592.0, 18.0], shoonya_4s1J899ZDYYNN5, 5759333]
[unordered-list, [405.0, 960.0, 592.0, 18.0], shoonya_4s1J899ZDYYNN5, 5759333]
[unordered-list, [405.0, 978.0, 592.0, 18.0], shoonya_4s1J899ZDYYNN5, 5759333]
[unordered-list, [405.0, 996.0, 592.0, 18.0], shoonya_4s1J899ZDYYNN5, 5759333]
[unordered-list, [405.0, 1014.0, 592.0, 18.0], shoonya_4s1J899ZDYYNN5, 5759333]
[unordered-list, [405.0, 1032.0, 592.0, 18.0], shoonya_4s1J899ZDYYNN5, 5759333]
[unordered-list, [405.0, 1050.0, 592.0, 18.0], shoonya_4s1J899ZDYYNN5, 5759333]
[unordered-list, [405.0, 1068.0, 592.0, 18.0], shoonya_4s1J899ZDYYNN5, 5759333]
[unordered-list, [405.0, 1086.0, 592.0, 18.0], shoonya_4s1J899ZDYYNN5, 5759333]
[unordered-list, [405.0, 1104.0, 592.0, 18.0], shoonya_4s1J899ZDYYNN5, 5759333]
[unordered-list, [405.0, 1122.0, 592.0, 18.0], shoonya_4s1J899ZDYYNN5, 5759333]
[unordered-list, [405.0, 1140.0, 592.0, 18.0], shoonya_4s1J899ZDYYNN5, 5759333]
[unordered-list, [405.0, 1158.0, 592.0, 18.0], shoonya_4s1J899ZDYYNN5, 5759333]
[unordered-list, [405.0, 1176.0, 592.0, 18.0], shoonya_4s1J899ZDYYNN5, 5759333]
[figure-caption, [180.0, 1276.0, 122.0, 18.0], shoonya_2sYNSCARMFW30H, 5759333]
[folio, [819.0, 1342.0, 169.0, 18.0], shoonya_5s232HQYOPW1T3, 5759333]
[folio, [819.0, 1360.0, 169.0, 18.0], shoonya_5s232HQYOPW1T3, 5759333]
