[1755, 1240]
[section-title, [91.0, 221.0, 219.0, 49.5], shoonya_10sGA3QKPMA1VO, 6472273]
[headline, [624.0, 250.0, 356.0, 37.5], shoonya_8s87WA8CVRPR0R, 6472273]
[headline, [624.0, 287.5, 356.0, 37.5], shoonya_8s87WA8CVRPR0R, 6472273]
[paragraph, [812.0, 373.0, 360.0, 36.0], shoonya_17sSRWK00UGSG6, 6472273]
[paragraph, [812.0, 409.0, 360.0, 36.0], shoonya_17sSRWK00UGSG6, 6472273]
[paragraph, [812.0, 445.0, 360.0, 36.0], shoonya_17sSRWK00UGSG6, 6472273]
[paragraph, [812.0, 481.0, 360.0, 36.0], shoonya_17sSRWK00UGSG6, 6472273]
[sidebar, [449.0, 417.0, 323.0, 36.0], shoonya_1sQQIOCWL7L1IB, 6472273]
[sidebar, [449.0, 453.0, 323.0, 36.0], shoonya_1sQQIOCWL7L1IB, 6472273]
[sidebar, [449.0, 489.0, 323.0, 36.0], shoonya_1sQQIOCWL7L1IB, 6472273]
[sidebar, [449.0, 525.0, 323.0, 36.0], shoonya_1sQQIOCWL7L1IB, 6472273]
[sidebar, [449.0, 561.0, 323.0, 36.0], shoonya_1sQQIOCWL7L1IB, 6472273]
[sidebar, [449.0, 597.0, 323.0, 36.0], shoonya_1sQQIOCWL7L1IB, 6472273]
[sidebar, [449.0, 633.0, 323.0, 36.0], shoonya_1sQQIOCWL7L1IB, 6472273]
[sidebar, [449.0, 669.0, 323.0, 36.0], shoonya_1sQQIOCWL7L1IB, 6472273]
[sidebar, [449.0, 705.0, 323.0, 36.0], shoonya_1sQQIOCWL7L1IB, 6472273]
[sidebar, [449.0, 741.0, 323.0, 36.0], shoonya_1sQQIOCWL7L1IB, 6472273]
[sidebar, [449.0, 777.0, 323.0, 36.0], shoonya_1sQQIOCWL7L1IB, 6472273]
[sidebar, [449.0, 813.0, 323.0, 36.0], shoonya_1sQQIOCWL7L1IB, 6472273]
[sidebar, [449.0, 849.0, 323.0, 36.0], shoonya_1sQQIOCWL7L1IB, 6472273]
[sidebar, [449.0, 885.0, 323.0, 36.0], shoonya_1sQQIOCWL7L1IB, 6472273]
[sidebar, [449.0, 921.0, 323.0, 36.0], shoonya_1sQQIOCWL7L1IB, 6472273]
[sidebar, [449.0, 957.0, 323.0, 36.0], shoonya_1sQQIOCWL7L1IB, 6472273]
[sidebar, [449.0, 993.0, 323.0, 36.0], shoonya_1sQQIOCWL7L1IB, 6472273]
[sidebar, [449.0, 1029.0, 323.0, 36.0], shoonya_1sQQIOCWL7L1IB, 6472273]
[sidebar, [449.0, 1065.0, 323.0, 36.0], shoonya_1sQQIOCWL7L1IB, 6472273]
[sidebar, [449.0, 1101.0, 323.0, 36.0], shoonya_1sQQIOCWL7L1IB, 6472273]
[sidebar, [449.0, 1137.0, 323.0, 36.0], shoonya_1sQQIOCWL7L1IB, 6472273]
[paragraph, [814.0, 534.0, 355.0, 36.0], shoonya_5sISC8GBP0T8J8, 6472273]
[paragraph, [814.0, 570.0, 355.0, 36.0], shoonya_5sISC8GBP0T8J8, 6472273]
[paragraph, [814.0, 606.0, 355.0, 36.0], shoonya_5sISC8GBP0T8J8, 6472273]
[paragraph, [814.0, 642.0, 355.0, 36.0], shoonya_5sISC8GBP0T8J8, 6472273]
[paragraph, [814.0, 678.0, 355.0, 36.0], shoonya_5sISC8GBP0T8J8, 6472273]
[paragraph, [814.0, 714.0, 355.0, 36.0], shoonya_5sISC8GBP0T8J8, 6472273]
[paragraph, [814.0, 750.0, 355.0, 36.0], shoonya_5sISC8GBP0T8J8, 6472273]
[paragraph, [814.0, 786.0, 355.0, 36.0], shoonya_5sISC8GBP0T8J8, 6472273]
[paragraph, [814.0, 822.0, 355.0, 36.0], shoonya_5sISC8GBP0T8J8, 6472273]
[paragraph, [814.0, 858.0, 355.0, 36.0], shoonya_5sISC8GBP0T8J8, 6472273]
[paragraph, [814.0, 894.0, 355.0, 36.0], shoonya_5sISC8GBP0T8J8, 6472273]
[paragraph, [814.0, 930.0, 355.0, 36.0], shoonya_5sISC8GBP0T8J8, 6472273]
[paragraph, [814.0, 966.0, 355.0, 36.0], shoonya_5sISC8GBP0T8J8, 6472273]
[paragraph, [814.0, 1002.0, 355.0, 36.0], shoonya_5sISC8GBP0T8J8, 6472273]
[paragraph, [814.0, 1038.0, 355.0, 36.0], shoonya_5sISC8GBP0T8J8, 6472273]
[author, [68.0, 665.0, 220.0, 36.0], shoonya_6sQHRAMQPW4MMW, 6472273]
[paragraph, [63.0, 719.0, 356.0, 36.0], shoonya_0sB8VPLINU5WWS, 6472273]
[paragraph, [63.0, 755.0, 356.0, 36.0], shoonya_0sB8VPLINU5WWS, 6472273]
[paragraph, [63.0, 791.0, 356.0, 36.0], shoonya_0sB8VPLINU5WWS, 6472273]
[paragraph, [63.0, 827.0, 356.0, 36.0], shoonya_0sB8VPLINU5WWS, 6472273]
[paragraph, [63.0, 863.0, 356.0, 36.0], shoonya_0sB8VPLINU5WWS, 6472273]
[paragraph, [63.0, 899.0, 356.0, 36.0], shoonya_0sB8VPLINU5WWS, 6472273]
[paragraph, [63.0, 935.0, 356.0, 36.0], shoonya_0sB8VPLINU5WWS, 6472273]
[paragraph, [63.0, 971.0, 356.0, 36.0], shoonya_0sB8VPLINU5WWS, 6472273]
[paragraph, [63.0, 1034.0, 357.0, 36.0], shoonya_3sR9J7MYRU9PJW, 6472273]
[paragraph, [63.0, 1070.0, 357.0, 36.0], shoonya_3sR9J7MYRU9PJW, 6472273]
[paragraph, [63.0, 1106.0, 357.0, 36.0], shoonya_3sR9J7MYRU9PJW, 6472273]
[paragraph, [63.0, 1142.0, 357.0, 36.0], shoonya_3sR9J7MYRU9PJW, 6472273]
[paragraph, [63.0, 1178.0, 357.0, 36.0], shoonya_3sR9J7MYRU9PJW, 6472273]
[paragraph, [63.0, 1214.0, 357.0, 36.0], shoonya_3sR9J7MYRU9PJW, 6472273]
[paragraph, [63.0, 1250.0, 357.0, 36.0], shoonya_3sR9J7MYRU9PJW, 6472273]
[paragraph, [63.0, 1286.0, 357.0, 36.0], shoonya_3sR9J7MYRU9PJW, 6472273]
[paragraph, [63.0, 1322.0, 357.0, 36.0], shoonya_3sR9J7MYRU9PJW, 6472273]
[paragraph, [63.0, 1358.0, 357.0, 36.0], shoonya_3sR9J7MYRU9PJW, 6472273]
[paragraph, [63.0, 1394.0, 357.0, 36.0], shoonya_3sR9J7MYRU9PJW, 6472273]
[paragraph, [63.0, 1430.0, 357.0, 36.0], shoonya_3sR9J7MYRU9PJW, 6472273]
[paragraph, [817.0, 1100.0, 352.0, 36.0], shoonya_2s2GJZNZNZXJRS, 6472273]
[paragraph, [817.0, 1136.0, 352.0, 36.0], shoonya_2s2GJZNZNZXJRS, 6472273]
[paragraph, [817.0, 1172.0, 352.0, 36.0], shoonya_2s2GJZNZNZXJRS, 6472273]
[paragraph, [817.0, 1208.0, 352.0, 36.0], shoonya_2s2GJZNZNZXJRS, 6472273]
[paragraph, [817.0, 1244.0, 352.0, 36.0], shoonya_2s2GJZNZNZXJRS, 6472273]
[paragraph, [437.0, 1250.0, 357.0, 36.0], shoonya_14sDLAE4O4VBJ8, 6472273]
[paragraph, [437.0, 1286.0, 357.0, 36.0], shoonya_14sDLAE4O4VBJ8, 6472273]
[paragraph, [437.0, 1322.0, 357.0, 36.0], shoonya_14sDLAE4O4VBJ8, 6472273]
[paragraph, [437.0, 1358.0, 357.0, 36.0], shoonya_14sDLAE4O4VBJ8, 6472273]
[paragraph, [437.0, 1394.0, 357.0, 36.0], shoonya_14sDLAE4O4VBJ8, 6472273]
[paragraph, [437.0, 1430.0, 357.0, 36.0], shoonya_14sDLAE4O4VBJ8, 6472273]
[paragraph, [437.0, 1466.0, 357.0, 36.0], shoonya_14sDLAE4O4VBJ8, 6472273]
[paragraph, [437.0, 1502.0, 357.0, 36.0], shoonya_14sDLAE4O4VBJ8, 6472273]
[paragraph, [437.0, 1538.0, 357.0, 36.0], shoonya_14sDLAE4O4VBJ8, 6472273]
[paragraph, [814.0, 1316.0, 357.0, 36.0], shoonya_12sOOH0TGI1T9M, 6472273]
[paragraph, [814.0, 1352.0, 357.0, 36.0], shoonya_12sOOH0TGI1T9M, 6472273]
[paragraph, [814.0, 1388.0, 357.0, 36.0], shoonya_12sOOH0TGI1T9M, 6472273]
[paragraph, [814.0, 1424.0, 357.0, 36.0], shoonya_12sOOH0TGI1T9M, 6472273]
[paragraph, [814.0, 1460.0, 357.0, 36.0], shoonya_12sOOH0TGI1T9M, 6472273]
[paragraph, [814.0, 1496.0, 357.0, 36.0], shoonya_12sOOH0TGI1T9M, 6472273]
[paragraph, [814.0, 1532.0, 357.0, 36.0], shoonya_12sOOH0TGI1T9M, 6472273]
[paragraph, [66.0, 1470.0, 353.0, 36.0], shoonya_9s4TN6SLPN9M0X, 6472273]
[paragraph, [66.0, 1506.0, 353.0, 36.0], shoonya_9s4TN6SLPN9M0X, 6472273]
[paragraph, [66.0, 1542.0, 353.0, 36.0], shoonya_9s4TN6SLPN9M0X, 6472273]
[flag, [66.0, 1602.0, 254.0, 36.0], shoonya_13sD97N5CV6UMA, 6472273]
