[1650, 1275]
[section-title, [92.0, 86.0, 370.0, 49.5], 120QeZz7uf, 6477651]
[sub-section-title, [105.0, 152.0, 194.0, 36.0], ECkiz1R17o, 6477651]
[paragraph, [68.0, 231.0, 1092.0, 36.0], shoonya_1sNDOMSNMNHW21, 6477651]
[paragraph, [68.0, 267.0, 1092.0, 36.0], shoonya_1sNDOMSNMNHW21, 6477651]
[unordered-list, [598.0, 358.0, 593.0, 36.0], shoonya_5sAO9GM66KC5PO, 6477651]
[unordered-list, [598.0, 394.0, 593.0, 36.0], shoonya_5sAO9GM66KC5PO, 6477651]
[unordered-list, [598.0, 430.0, 593.0, 36.0], shoonya_5sAO9GM66KC5PO, 6477651]
[unordered-list, [598.0, 466.0, 593.0, 36.0], shoonya_5sAO9GM66KC5PO, 6477651]
[unordered-list, [598.0, 502.0, 593.0, 36.0], shoonya_5sAO9GM66KC5PO, 6477651]
[unordered-list, [598.0, 538.0, 593.0, 36.0], shoonya_5sAO9GM66KC5PO, 6477651]
[unordered-list, [598.0, 574.0, 593.0, 36.0], shoonya_5sAO9GM66KC5PO, 6477651]
[unordered-list, [598.0, 610.0, 593.0, 36.0], shoonya_5sAO9GM66KC5PO, 6477651]
[unordered-list, [598.0, 646.0, 593.0, 36.0], shoonya_5sAO9GM66KC5PO, 6477651]
[unordered-list, [598.0, 682.0, 593.0, 36.0], shoonya_5sAO9GM66KC5PO, 6477651]
[unordered-list, [598.0, 718.0, 593.0, 36.0], shoonya_5sAO9GM66KC5PO, 6477651]
[unordered-list, [598.0, 754.0, 593.0, 36.0], shoonya_5sAO9GM66KC5PO, 6477651]
[unordered-list, [598.0, 790.0, 593.0, 36.0], shoonya_5sAO9GM66KC5PO, 6477651]
[unordered-list, [598.0, 826.0, 593.0, 36.0], shoonya_5sAO9GM66KC5PO, 6477651]
[unordered-list, [598.0, 862.0, 593.0, 36.0], shoonya_5sAO9GM66KC5PO, 6477651]
[unordered-list, [598.0, 898.0, 593.0, 36.0], shoonya_5sAO9GM66KC5PO, 6477651]
[unordered-list, [598.0, 934.0, 593.0, 36.0], shoonya_5sAO9GM66KC5PO, 6477651]
[unordered-list, [598.0, 970.0, 593.0, 36.0], shoonya_5sAO9GM66KC5PO, 6477651]
[unordered-list, [598.0, 1006.0, 593.0, 36.0], shoonya_5sAO9GM66KC5PO, 6477651]
[unordered-list, [598.0, 1042.0, 593.0, 36.0], shoonya_5sAO9GM66KC5PO, 6477651]
[unordered-list, [598.0, 1078.0, 593.0, 36.0], shoonya_5sAO9GM66KC5PO, 6477651]
[unordered-list, [598.0, 1114.0, 593.0, 36.0], shoonya_5sAO9GM66KC5PO, 6477651]
[unordered-list, [598.0, 1150.0, 593.0, 36.0], shoonya_5sAO9GM66KC5PO, 6477651]
[unordered-list, [598.0, 1186.0, 593.0, 36.0], shoonya_5sAO9GM66KC5PO, 6477651]
[unordered-list, [598.0, 1222.0, 593.0, 36.0], shoonya_5sAO9GM66KC5PO, 6477651]
[unordered-list, [598.0, 1258.0, 593.0, 36.0], shoonya_5sAO9GM66KC5PO, 6477651]
[unordered-list, [598.0, 1294.0, 593.0, 36.0], shoonya_5sAO9GM66KC5PO, 6477651]
[unordered-list, [598.0, 1330.0, 593.0, 36.0], shoonya_5sAO9GM66KC5PO, 6477651]
[unordered-list, [598.0, 1366.0, 593.0, 36.0], shoonya_5sAO9GM66KC5PO, 6477651]
[unordered-list, [598.0, 1402.0, 593.0, 36.0], shoonya_5sAO9GM66KC5PO, 6477651]
[unordered-list, [67.0, 371.0, 494.0, 36.0], shoonya_6sNHZZ9NXBCS6Y, 6477651]
[unordered-list, [67.0, 407.0, 494.0, 36.0], shoonya_6sNHZZ9NXBCS6Y, 6477651]
[unordered-list, [67.0, 443.0, 494.0, 36.0], shoonya_6sNHZZ9NXBCS6Y, 6477651]
[unordered-list, [67.0, 479.0, 494.0, 36.0], shoonya_6sNHZZ9NXBCS6Y, 6477651]
[unordered-list, [67.0, 515.0, 494.0, 36.0], shoonya_6sNHZZ9NXBCS6Y, 6477651]
[unordered-list, [67.0, 551.0, 494.0, 36.0], shoonya_6sNHZZ9NXBCS6Y, 6477651]
[unordered-list, [67.0, 587.0, 494.0, 36.0], shoonya_6sNHZZ9NXBCS6Y, 6477651]
[unordered-list, [67.0, 623.0, 494.0, 36.0], shoonya_6sNHZZ9NXBCS6Y, 6477651]
[unordered-list, [67.0, 659.0, 494.0, 36.0], shoonya_6sNHZZ9NXBCS6Y, 6477651]
[unordered-list, [67.0, 695.0, 494.0, 36.0], shoonya_6sNHZZ9NXBCS6Y, 6477651]
[unordered-list, [67.0, 731.0, 494.0, 36.0], shoonya_6sNHZZ9NXBCS6Y, 6477651]
[unordered-list, [67.0, 767.0, 494.0, 36.0], shoonya_6sNHZZ9NXBCS6Y, 6477651]
[unordered-list, [67.0, 803.0, 494.0, 36.0], shoonya_6sNHZZ9NXBCS6Y, 6477651]
[unordered-list, [67.0, 839.0, 494.0, 36.0], shoonya_6sNHZZ9NXBCS6Y, 6477651]
[unordered-list, [67.0, 875.0, 494.0, 36.0], shoonya_6sNHZZ9NXBCS6Y, 6477651]
[unordered-list, [67.0, 911.0, 494.0, 36.0], shoonya_6sNHZZ9NXBCS6Y, 6477651]
[unordered-list, [67.0, 947.0, 494.0, 36.0], shoonya_6sNHZZ9NXBCS6Y, 6477651]
[unordered-list, [67.0, 983.0, 494.0, 36.0], shoonya_6sNHZZ9NXBCS6Y, 6477651]
[unordered-list, [67.0, 1019.0, 494.0, 36.0], shoonya_6sNHZZ9NXBCS6Y, 6477651]
[unordered-list, [67.0, 1055.0, 494.0, 36.0], shoonya_6sNHZZ9NXBCS6Y, 6477651]
[unordered-list, [67.0, 1091.0, 494.0, 36.0], shoonya_6sNHZZ9NXBCS6Y, 6477651]
