[1372, 849]
[section-title, [253.0, 68.0, 351.0, 30.0], shoonya_6s7UP64R32D5XO, 5710331]
[paragraph, [92.0, 133.0, 667.0, 18.0], shoonya_5sZ2WO0YLS4CHU, 5710331]
[paragraph, [92.0, 151.0, 667.0, 18.0], shoonya_5sZ2WO0YLS4CHU, 5710331]
[paragraph, [92.0, 169.0, 667.0, 18.0], shoonya_5sZ2WO0YLS4CHU, 5710331]
[paragraph, [92.0, 187.0, 667.0, 18.0], shoonya_5sZ2WO0YLS4CHU, 5710331]
[paragraph, [92.0, 205.0, 667.0, 18.0], shoonya_5sZ2WO0YLS4CHU, 5710331]
[paragraph, [92.0, 223.0, 667.0, 18.0], shoonya_5sZ2WO0YLS4CHU, 5710331]
[paragraph, [92.0, 241.0, 667.0, 18.0], shoonya_5sZ2WO0YLS4CHU, 5710331]
[paragraph, [92.0, 259.0, 667.0, 18.0], shoonya_5sZ2WO0YLS4CHU, 5710331]
[paragraph, [92.0, 277.0, 667.0, 18.0], shoonya_5sZ2WO0YLS4CHU, 5710331]
[paragraph, [92.0, 295.0, 667.0, 18.0], shoonya_5sZ2WO0YLS4CHU, 5710331]
[paragraph, [92.0, 313.0, 667.0, 18.0], shoonya_5sZ2WO0YLS4CHU, 5710331]
[paragraph, [87.0, 347.0, 669.0, 18.0], shoonya_3s5S30RYH6T4NE, 5710331]
[paragraph, [87.0, 365.0, 669.0, 18.0], shoonya_3s5S30RYH6T4NE, 5710331]
[paragraph, [87.0, 383.0, 669.0, 18.0], shoonya_3s5S30RYH6T4NE, 5710331]
[paragraph, [87.0, 401.0, 669.0, 18.0], shoonya_3s5S30RYH6T4NE, 5710331]
[paragraph, [87.0, 419.0, 669.0, 18.0], shoonya_3s5S30RYH6T4NE, 5710331]
[paragraph, [87.0, 437.0, 669.0, 18.0], shoonya_3s5S30RYH6T4NE, 5710331]
[paragraph, [87.0, 455.0, 669.0, 18.0], shoonya_3s5S30RYH6T4NE, 5710331]
[paragraph, [87.0, 473.0, 669.0, 18.0], shoonya_3s5S30RYH6T4NE, 5710331]
[paragraph, [87.0, 491.0, 669.0, 18.0], shoonya_3s5S30RYH6T4NE, 5710331]
[paragraph, [87.0, 509.0, 669.0, 18.0], shoonya_3s5S30RYH6T4NE, 5710331]
[paragraph, [87.0, 527.0, 669.0, 18.0], shoonya_3s5S30RYH6T4NE, 5710331]
[paragraph, [87.0, 545.0, 669.0, 18.0], shoonya_3s5S30RYH6T4NE, 5710331]
[paragraph, [87.0, 563.0, 669.0, 18.0], shoonya_3s5S30RYH6T4NE, 5710331]
[paragraph, [84.0, 585.0, 675.0, 18.0], shoonya_4sNQ3AGIR7HSJG, 5710331]
[paragraph, [84.0, 603.0, 675.0, 18.0], shoonya_4sNQ3AGIR7HSJG, 5710331]
[paragraph, [84.0, 621.0, 675.0, 18.0], shoonya_4sNQ3AGIR7HSJG, 5710331]
[paragraph, [84.0, 639.0, 675.0, 18.0], shoonya_4sNQ3AGIR7HSJG, 5710331]
[paragraph, [84.0, 657.0, 675.0, 18.0], shoonya_4sNQ3AGIR7HSJG, 5710331]
[paragraph, [84.0, 675.0, 675.0, 18.0], shoonya_4sNQ3AGIR7HSJG, 5710331]
[paragraph, [84.0, 693.0, 675.0, 18.0], shoonya_4sNQ3AGIR7HSJG, 5710331]
[paragraph, [84.0, 711.0, 675.0, 18.0], shoonya_4sNQ3AGIR7HSJG, 5710331]
[paragraph, [84.0, 729.0, 675.0, 18.0], shoonya_4sNQ3AGIR7HSJG, 5710331]
[paragraph, [84.0, 747.0, 675.0, 18.0], shoonya_4sNQ3AGIR7HSJG, 5710331]
[paragraph, [84.0, 765.0, 675.0, 18.0], shoonya_4sNQ3AGIR7HSJG, 5710331]
[paragraph, [84.0, 783.0, 675.0, 18.0], shoonya_4sNQ3AGIR7HSJG, 5710331]
[paragraph, [57.0, 801.0, 726.0, 18.0], shoonya_0sT2UVV1DRTTUT, 5710331]
[paragraph, [57.0, 819.0, 726.0, 18.0], shoonya_0sT2UVV1DRTTUT, 5710331]
[paragraph, [57.0, 837.0, 726.0, 18.0], shoonya_0sT2UVV1DRTTUT, 5710331]
[paragraph, [57.0, 855.0, 726.0, 18.0], shoonya_0sT2UVV1DRTTUT, 5710331]
[paragraph, [57.0, 873.0, 726.0, 18.0], shoonya_0sT2UVV1DRTTUT, 5710331]
[paragraph, [57.0, 891.0, 726.0, 18.0], shoonya_0sT2UVV1DRTTUT, 5710331]
[paragraph, [57.0, 909.0, 726.0, 18.0], shoonya_0sT2UVV1DRTTUT, 5710331]
[paragraph, [57.0, 927.0, 726.0, 18.0], shoonya_0sT2UVV1DRTTUT, 5710331]
[paragraph, [57.0, 945.0, 726.0, 18.0], shoonya_0sT2UVV1DRTTUT, 5710331]
[paragraph, [57.0, 963.0, 726.0, 18.0], shoonya_0sT2UVV1DRTTUT, 5710331]
[paragraph, [57.0, 981.0, 726.0, 18.0], shoonya_0sT2UVV1DRTTUT, 5710331]
[paragraph, [57.0, 999.0, 726.0, 18.0], shoonya_0sT2UVV1DRTTUT, 5710331]
[paragraph, [57.0, 1017.0, 726.0, 18.0], shoonya_0sT2UVV1DRTTUT, 5710331]
[paragraph, [57.0, 1035.0, 726.0, 18.0], shoonya_0sT2UVV1DRTTUT, 5710331]
[paragraph, [57.0, 1053.0, 726.0, 18.0], shoonya_0sT2UVV1DRTTUT, 5710331]
[paragraph, [57.0, 1071.0, 726.0, 18.0], shoonya_0sT2UVV1DRTTUT, 5710331]
[paragraph, [57.0, 1089.0, 726.0, 18.0], shoonya_0sT2UVV1DRTTUT, 5710331]
[paragraph, [58.0, 1121.0, 726.0, 18.0], shoonya_2s6IKJ2DPJGRND, 5710331]
[paragraph, [58.0, 1139.0, 726.0, 18.0], shoonya_2s6IKJ2DPJGRND, 5710331]
[paragraph, [58.0, 1157.0, 726.0, 18.0], shoonya_2s6IKJ2DPJGRND, 5710331]
[paragraph, [58.0, 1175.0, 726.0, 18.0], shoonya_2s6IKJ2DPJGRND, 5710331]
[paragraph, [58.0, 1193.0, 726.0, 18.0], shoonya_2s6IKJ2DPJGRND, 5710331]
[paragraph, [58.0, 1211.0, 726.0, 18.0], shoonya_2s6IKJ2DPJGRND, 5710331]
[paragraph, [58.0, 1229.0, 726.0, 18.0], shoonya_2s6IKJ2DPJGRND, 5710331]
