[1806, 1262]
[chapter-title, [378.0, 368.0, 505.0, 58.5], shoonya_4sQIOYY0BTOEHI, 5680567]
[author, [521.0, 494.0, 185.0, 36.0], shoonya_3sQITKN622B9YK, 5680567]
[paragraph, [99.0, 574.0, 499.0, 36.0], shoonya_1sA3FHO7ZXUH1I, 5680567]
[paragraph, [99.0, 610.0, 499.0, 36.0], shoonya_1sA3FHO7ZXUH1I, 5680567]
[paragraph, [99.0, 646.0, 499.0, 36.0], shoonya_1sA3FHO7ZXUH1I, 5680567]
[paragraph, [99.0, 682.0, 499.0, 36.0], shoonya_1sA3FHO7ZXUH1I, 5680567]
[paragraph, [99.0, 718.0, 499.0, 36.0], shoonya_1sA3FHO7ZXUH1I, 5680567]
[paragraph, [99.0, 754.0, 499.0, 36.0], shoonya_1sA3FHO7ZXUH1I, 5680567]
[paragraph, [99.0, 790.0, 499.0, 36.0], shoonya_1sA3FHO7ZXUH1I, 5680567]
[paragraph, [99.0, 826.0, 499.0, 36.0], shoonya_1sA3FHO7ZXUH1I, 5680567]
[paragraph, [658.0, 575.0, 498.0, 36.0], shoonya_2sKOPJPZ5UZL00, 5680567]
[paragraph, [658.0, 611.0, 498.0, 36.0], shoonya_2sKOPJPZ5UZL00, 5680567]
[paragraph, [654.0, 708.0, 509.0, 36.0], s-WGJpn95u, 5680567]
[paragraph, [654.0, 744.0, 509.0, 36.0], s-WGJpn95u, 5680567]
[paragraph, [654.0, 780.0, 509.0, 36.0], s-WGJpn95u, 5680567]
[paragraph, [654.0, 816.0, 509.0, 36.0], s-WGJpn95u, 5680567]
[paragraph, [654.0, 852.0, 509.0, 36.0], s-WGJpn95u, 5680567]
[paragraph, [654.0, 888.0, 509.0, 36.0], s-WGJpn95u, 5680567]
[paragraph, [654.0, 924.0, 509.0, 36.0], s-WGJpn95u, 5680567]
[paragraph, [654.0, 960.0, 509.0, 36.0], s-WGJpn95u, 5680567]
[paragraph, [654.0, 996.0, 509.0, 36.0], s-WGJpn95u, 5680567]
[paragraph, [654.0, 1032.0, 509.0, 36.0], s-WGJpn95u, 5680567]
[paragraph, [654.0, 1068.0, 509.0, 36.0], s-WGJpn95u, 5680567]
[paragraph, [654.0, 1104.0, 509.0, 36.0], s-WGJpn95u, 5680567]
[paragraph, [654.0, 1140.0, 509.0, 36.0], s-WGJpn95u, 5680567]
[paragraph, [654.0, 1176.0, 509.0, 36.0], s-WGJpn95u, 5680567]
[paragraph, [654.0, 1212.0, 509.0, 36.0], s-WGJpn95u, 5680567]
[paragraph, [654.0, 1248.0, 509.0, 36.0], s-WGJpn95u, 5680567]
[paragraph, [654.0, 1284.0, 509.0, 36.0], s-WGJpn95u, 5680567]
[paragraph, [654.0, 1320.0, 509.0, 36.0], s-WGJpn95u, 5680567]
[paragraph, [654.0, 1356.0, 509.0, 36.0], s-WGJpn95u, 5680567]
[paragraph, [654.0, 1392.0, 509.0, 36.0], s-WGJpn95u, 5680567]
