[1763, 1275]
[section-title, [631.0, 56.0, 157.0, 49.5], dKx1dPmek7, 5713087]
[author, [630.0, 109.0, 175.0, 36.0], Qv3hSPZz40, 5713087]
[section-title, [278.0, 167.0, 218.0, 49.5], mvF8DvnqQ7, 5713087]
[paragraph, [628.0, 196.0, 276.0, 36.0], iy5v1V5cuG, 5713087]
[paragraph, [628.0, 232.0, 276.0, 36.0], iy5v1V5cuG, 5713087]
[paragraph, [628.0, 268.0, 276.0, 36.0], iy5v1V5cuG, 5713087]
[paragraph, [628.0, 304.0, 276.0, 36.0], iy5v1V5cuG, 5713087]
[paragraph, [628.0, 340.0, 276.0, 36.0], iy5v1V5cuG, 5713087]
[paragraph, [628.0, 376.0, 276.0, 36.0], iy5v1V5cuG, 5713087]
[paragraph, [628.0, 412.0, 276.0, 36.0], iy5v1V5cuG, 5713087]
[paragraph, [628.0, 448.0, 276.0, 36.0], iy5v1V5cuG, 5713087]
[paragraph, [628.0, 484.0, 276.0, 36.0], iy5v1V5cuG, 5713087]
[paragraph, [628.0, 520.0, 276.0, 36.0], iy5v1V5cuG, 5713087]
[paragraph, [628.0, 556.0, 276.0, 36.0], iy5v1V5cuG, 5713087]
[paragraph, [628.0, 592.0, 276.0, 36.0], iy5v1V5cuG, 5713087]
[paragraph, [628.0, 628.0, 276.0, 36.0], iy5v1V5cuG, 5713087]
[paragraph, [628.0, 664.0, 276.0, 36.0], iy5v1V5cuG, 5713087]
[paragraph, [628.0, 700.0, 276.0, 36.0], iy5v1V5cuG, 5713087]
[paragraph, [628.0, 736.0, 276.0, 36.0], iy5v1V5cuG, 5713087]
[paragraph, [628.0, 772.0, 276.0, 36.0], iy5v1V5cuG, 5713087]
[paragraph, [628.0, 808.0, 276.0, 36.0], iy5v1V5cuG, 5713087]
[paragraph, [628.0, 844.0, 276.0, 36.0], iy5v1V5cuG, 5713087]
[paragraph, [628.0, 880.0, 276.0, 36.0], iy5v1V5cuG, 5713087]
[paragraph, [628.0, 916.0, 276.0, 36.0], iy5v1V5cuG, 5713087]
[author, [274.0, 226.0, 233.0, 36.0], POa8N79dsP, 5713087]
[figure-caption, [19.0, 238.0, 188.0, 36.0], nZEbbyynSc, 5713087]
[paragraph, [271.0, 305.0, 299.0, 36.0], q4vByKBXd1, 5713087]
[paragraph, [271.0, 341.0, 299.0, 36.0], q4vByKBXd1, 5713087]
[paragraph, [271.0, 377.0, 299.0, 36.0], q4vByKBXd1, 5713087]
[paragraph, [271.0, 413.0, 299.0, 36.0], q4vByKBXd1, 5713087]
[paragraph, [271.0, 460.0, 308.0, 36.0], bJhtyU7Q90, 5713087]
[paragraph, [271.0, 496.0, 308.0, 36.0], bJhtyU7Q90, 5713087]
[paragraph, [271.0, 532.0, 308.0, 36.0], bJhtyU7Q90, 5713087]
[figure-caption, [25.0, 498.0, 171.0, 36.0], shoonya_4sFZHKCMAKRD84, 5713087]
[section-title, [950.0, 524.0, 265.0, 49.5], QPdRObbTbn, 5713087]
[author, [950.0, 587.0, 186.0, 36.0], QEb8534zT5, 5713087]
[paragraph, [265.0, 608.0, 324.0, 36.0], N0DqV4d-Le, 5713087]
[paragraph, [265.0, 644.0, 324.0, 36.0], N0DqV4d-Le, 5713087]
[paragraph, [265.0, 680.0, 324.0, 36.0], N0DqV4d-Le, 5713087]
[paragraph, [265.0, 716.0, 324.0, 36.0], N0DqV4d-Le, 5713087]
[paragraph, [265.0, 752.0, 324.0, 36.0], N0DqV4d-Le, 5713087]
[paragraph, [265.0, 788.0, 324.0, 36.0], N0DqV4d-Le, 5713087]
[paragraph, [950.0, 669.0, 244.0, 36.0], R2YQTFQRcy, 5713087]
[paragraph, [950.0, 705.0, 244.0, 36.0], R2YQTFQRcy, 5713087]
[paragraph, [947.0, 752.0, 257.0, 36.0], abDIseC4N3, 5713087]
[paragraph, [947.0, 788.0, 257.0, 36.0], abDIseC4N3, 5713087]
[paragraph, [940.0, 830.0, 220.0, 36.0], RSbtVXopeJ, 5713087]
[paragraph, [940.0, 866.0, 220.0, 36.0], RSbtVXopeJ, 5713087]
[paragraph, [265.0, 854.0, 279.0, 36.0], NevuZQxyqm, 5713087]
[paragraph, [265.0, 890.0, 279.0, 36.0], NevuZQxyqm, 5713087]
[paragraph, [265.0, 926.0, 279.0, 36.0], NevuZQxyqm, 5713087]
[paragraph, [945.0, 920.0, 181.0, 36.0], -jsJUdYike, 5713087]
[paragraph, [945.0, 956.0, 181.0, 36.0], -jsJUdYike, 5713087]
[paragraph, [945.0, 992.0, 181.0, 36.0], -jsJUdYike, 5713087]
[section-title, [159.0, 995.0, 459.0, 49.5], Gphd_jn07E, 5713087]
[paragraph, [948.0, 1061.0, 151.0, 36.0], MdogGiz2oE, 5713087]
[paragraph, [139.0, 1130.0, 567.0, 36.0], j7i1xWIOpt, 5713087]
[paragraph, [139.0, 1166.0, 567.0, 36.0], j7i1xWIOpt, 5713087]
[paragraph, [945.0, 1145.0, 236.0, 36.0], UpQhWi83W3, 5713087]
[paragraph, [138.0, 1216.0, 631.0, 36.0], jA6aMMJT3e, 5713087]
[paragraph, [138.0, 1252.0, 631.0, 36.0], jA6aMMJT3e, 5713087]
[paragraph, [940.0, 1257.0, 215.0, 36.0], DSHj1ADxlP, 5713087]
[paragraph, [940.0, 1293.0, 215.0, 36.0], DSHj1ADxlP, 5713087]
[paragraph, [138.0, 1298.0, 686.0, 36.0], QJ-PazK7TS, 5713087]
[paragraph, [138.0, 1334.0, 686.0, 36.0], QJ-PazK7TS, 5713087]
