[4767, 3325]
[section-title, [1039.0, 898.0, 1056.0, 93.0], M2ybOjjEMC, 5710328]
[section-title, [1039.0, 991.0, 1056.0, 93.0], M2ybOjjEMC, 5710328]
[paragraph, [394.0, 1226.0, 729.0, 52.5], shoonya_1s5OVT6206IU9M, 5710328]
[paragraph, [394.0, 1278.5, 729.0, 52.5], shoonya_1s5OVT6206IU9M, 5710328]
[paragraph, [492.0, 1372.0, 2281.0, 52.5], shoonya_0sOZJ6RSKE3EIN, 5710328]
[paragraph, [492.0, 1424.5, 2281.0, 52.5], shoonya_0sOZJ6RSKE3EIN, 5710328]
[paragraph, [492.0, 1477.0, 2281.0, 52.5], shoonya_0sOZJ6RSKE3EIN, 5710328]
[paragraph, [492.0, 1529.5, 2281.0, 52.5], shoonya_0sOZJ6RSKE3EIN, 5710328]
[paragraph, [492.0, 1582.0, 2281.0, 52.5], shoonya_0sOZJ6RSKE3EIN, 5710328]
[paragraph, [492.0, 1634.5, 2281.0, 52.5], shoonya_0sOZJ6RSKE3EIN, 5710328]
[paragraph, [492.0, 1687.0, 2281.0, 52.5], shoonya_0sOZJ6RSKE3EIN, 5710328]
[paragraph, [492.0, 1739.5, 2281.0, 52.5], shoonya_0sOZJ6RSKE3EIN, 5710328]
[paragraph, [492.0, 1792.0, 2281.0, 52.5], shoonya_0sOZJ6RSKE3EIN, 5710328]
[paragraph, [492.0, 1844.5, 2281.0, 52.5], shoonya_0sOZJ6RSKE3EIN, 5710328]
[paragraph, [492.0, 1897.0, 2281.0, 52.5], shoonya_0sOZJ6RSKE3EIN, 5710328]
[paragraph, [492.0, 1949.5, 2281.0, 52.5], shoonya_0sOZJ6RSKE3EIN, 5710328]
[paragraph, [492.0, 2002.0, 2281.0, 52.5], shoonya_0sOZJ6RSKE3EIN, 5710328]
[paragraph, [492.0, 2054.5, 2281.0, 52.5], shoonya_0sOZJ6RSKE3EIN, 5710328]
[paragraph, [492.0, 2107.0, 2281.0, 52.5], shoonya_0sOZJ6RSKE3EIN, 5710328]
[paragraph, [492.0, 2159.5, 2281.0, 52.5], shoonya_0sOZJ6RSKE3EIN, 5710328]
[paragraph, [540.0, 2240.0, 2239.0, 52.5], elcRtlIyPh, 5710328]
[paragraph, [540.0, 2292.5, 2239.0, 52.5], elcRtlIyPh, 5710328]
[paragraph, [540.0, 2345.0, 2239.0, 52.5], elcRtlIyPh, 5710328]
[paragraph, [540.0, 2397.5, 2239.0, 52.5], elcRtlIyPh, 5710328]
[paragraph, [540.0, 2450.0, 2239.0, 52.5], elcRtlIyPh, 5710328]
[paragraph, [540.0, 2502.5, 2239.0, 52.5], elcRtlIyPh, 5710328]
[paragraph, [540.0, 2555.0, 2239.0, 52.5], elcRtlIyPh, 5710328]
[paragraph, [540.0, 2607.5, 2239.0, 52.5], elcRtlIyPh, 5710328]
[paragraph, [540.0, 2660.0, 2239.0, 52.5], elcRtlIyPh, 5710328]
[paragraph, [540.0, 2712.5, 2239.0, 52.5], elcRtlIyPh, 5710328]
[paragraph, [540.0, 2765.0, 2239.0, 52.5], elcRtlIyPh, 5710328]
[paragraph, [540.0, 2817.5, 2239.0, 52.5], elcRtlIyPh, 5710328]
[paragraph, [540.0, 2870.0, 2239.0, 52.5], elcRtlIyPh, 5710328]
[paragraph, [540.0, 2922.5, 2239.0, 52.5], elcRtlIyPh, 5710328]
[paragraph, [540.0, 2975.0, 2239.0, 52.5], elcRtlIyPh, 5710328]
[paragraph, [540.0, 3027.5, 2239.0, 52.5], elcRtlIyPh, 5710328]
[paragraph, [360.0, 3122.0, 1761.0, 52.5], d4i-rPFfHW, 5710328]
[paragraph, [360.0, 3174.5, 1761.0, 52.5], d4i-rPFfHW, 5710328]
[paragraph, [360.0, 3227.0, 1761.0, 52.5], d4i-rPFfHW, 5710328]
[paragraph, [360.0, 3279.5, 1761.0, 52.5], d4i-rPFfHW, 5710328]
[paragraph, [360.0, 3332.0, 1761.0, 52.5], d4i-rPFfHW, 5710328]
[paragraph, [490.0, 3414.0, 2252.0, 52.5], shoonya_2sBAZ62W0OPN6R, 5710328]
[paragraph, [490.0, 3466.5, 2252.0, 52.5], shoonya_2sBAZ62W0OPN6R, 5710328]
[paragraph, [490.0, 3519.0, 2252.0, 52.5], shoonya_2sBAZ62W0OPN6R, 5710328]
[paragraph, [490.0, 3571.5, 2252.0, 52.5], shoonya_2sBAZ62W0OPN6R, 5710328]
[paragraph, [490.0, 3624.0, 2252.0, 52.5], shoonya_2sBAZ62W0OPN6R, 5710328]
[paragraph, [490.0, 3676.5, 2252.0, 52.5], shoonya_2sBAZ62W0OPN6R, 5710328]
[paragraph, [490.0, 3729.0, 2252.0, 52.5], shoonya_2sBAZ62W0OPN6R, 5710328]
[paragraph, [490.0, 3781.5, 2252.0, 52.5], shoonya_2sBAZ62W0OPN6R, 5710328]
[paragraph, [490.0, 3834.0, 2252.0, 52.5], shoonya_2sBAZ62W0OPN6R, 5710328]
[paragraph, [490.0, 3886.5, 2252.0, 52.5], shoonya_2sBAZ62W0OPN6R, 5710328]
[paragraph, [490.0, 3939.0, 2252.0, 52.5], shoonya_2sBAZ62W0OPN6R, 5710328]
[paragraph, [490.0, 3991.5, 2252.0, 52.5], shoonya_2sBAZ62W0OPN6R, 5710328]
[paragraph, [490.0, 4044.0, 2252.0, 52.5], shoonya_2sBAZ62W0OPN6R, 5710328]
[paragraph, [490.0, 4096.5, 2252.0, 52.5], shoonya_2sBAZ62W0OPN6R, 5710328]
