[1388, 886]
[folio, [637.0, 61.0, 203.0, 18.0], shoonya_1s4W2GABKZUAUC, 5742808]
[folio, [368.0, 63.0, 132.0, 18.0], shoonya_0sWUMH52HHMTTD, 5742808]
[paragraph, [451.0, 115.0, 395.0, 18.0], WRwfmaXMTW, 5742808]
[paragraph, [451.0, 133.0, 395.0, 18.0], WRwfmaXMTW, 5742808]
[paragraph, [451.0, 151.0, 395.0, 18.0], WRwfmaXMTW, 5742808]
[paragraph, [451.0, 169.0, 395.0, 18.0], WRwfmaXMTW, 5742808]
[paragraph, [451.0, 187.0, 395.0, 18.0], WRwfmaXMTW, 5742808]
[paragraph, [451.0, 205.0, 395.0, 18.0], WRwfmaXMTW, 5742808]
[paragraph, [451.0, 223.0, 395.0, 18.0], WRwfmaXMTW, 5742808]
[paragraph, [451.0, 241.0, 395.0, 18.0], WRwfmaXMTW, 5742808]
[paragraph, [451.0, 259.0, 395.0, 18.0], WRwfmaXMTW, 5742808]
[paragraph, [451.0, 277.0, 395.0, 18.0], WRwfmaXMTW, 5742808]
[paragraph, [451.0, 295.0, 395.0, 18.0], WRwfmaXMTW, 5742808]
[paragraph, [451.0, 313.0, 395.0, 18.0], WRwfmaXMTW, 5742808]
[paragraph, [451.0, 331.0, 395.0, 18.0], WRwfmaXMTW, 5742808]
[paragraph, [451.0, 349.0, 395.0, 18.0], WRwfmaXMTW, 5742808]
[paragraph, [451.0, 367.0, 395.0, 18.0], WRwfmaXMTW, 5742808]
[paragraph, [451.0, 385.0, 395.0, 18.0], WRwfmaXMTW, 5742808]
[paragraph, [451.0, 403.0, 395.0, 18.0], WRwfmaXMTW, 5742808]
[paragraph, [451.0, 421.0, 395.0, 18.0], WRwfmaXMTW, 5742808]
[paragraph, [451.0, 439.0, 395.0, 18.0], WRwfmaXMTW, 5742808]
[paragraph, [451.0, 457.0, 395.0, 18.0], WRwfmaXMTW, 5742808]
[paragraph, [451.0, 475.0, 395.0, 18.0], WRwfmaXMTW, 5742808]
[paragraph, [451.0, 493.0, 395.0, 18.0], WRwfmaXMTW, 5742808]
[paragraph, [451.0, 511.0, 395.0, 18.0], WRwfmaXMTW, 5742808]
[paragraph, [451.0, 529.0, 395.0, 18.0], WRwfmaXMTW, 5742808]
[paragraph, [451.0, 547.0, 395.0, 18.0], WRwfmaXMTW, 5742808]
[paragraph, [451.0, 565.0, 395.0, 18.0], WRwfmaXMTW, 5742808]
[paragraph, [451.0, 583.0, 395.0, 18.0], WRwfmaXMTW, 5742808]
[paragraph, [451.0, 601.0, 395.0, 18.0], WRwfmaXMTW, 5742808]
[paragraph, [451.0, 619.0, 395.0, 18.0], WRwfmaXMTW, 5742808]
[paragraph, [451.0, 637.0, 395.0, 18.0], WRwfmaXMTW, 5742808]
[paragraph, [451.0, 655.0, 395.0, 18.0], WRwfmaXMTW, 5742808]
[paragraph, [35.0, 117.0, 403.0, 18.0], ARKlKuJYOs, 5742808]
[paragraph, [35.0, 135.0, 403.0, 18.0], ARKlKuJYOs, 5742808]
[paragraph, [35.0, 153.0, 403.0, 18.0], ARKlKuJYOs, 5742808]
[paragraph, [35.0, 171.0, 403.0, 18.0], ARKlKuJYOs, 5742808]
[paragraph, [35.0, 189.0, 403.0, 18.0], ARKlKuJYOs, 5742808]
[paragraph, [35.0, 207.0, 403.0, 18.0], ARKlKuJYOs, 5742808]
[paragraph, [35.0, 225.0, 403.0, 18.0], ARKlKuJYOs, 5742808]
[paragraph, [35.0, 243.0, 403.0, 18.0], ARKlKuJYOs, 5742808]
[paragraph, [35.0, 261.0, 403.0, 18.0], ARKlKuJYOs, 5742808]
[paragraph, [35.0, 279.0, 403.0, 18.0], ARKlKuJYOs, 5742808]
[paragraph, [35.0, 297.0, 403.0, 18.0], ARKlKuJYOs, 5742808]
[paragraph, [35.0, 315.0, 403.0, 18.0], ARKlKuJYOs, 5742808]
[paragraph, [35.0, 333.0, 403.0, 18.0], ARKlKuJYOs, 5742808]
[paragraph, [35.0, 351.0, 403.0, 18.0], ARKlKuJYOs, 5742808]
[paragraph, [35.0, 369.0, 403.0, 18.0], ARKlKuJYOs, 5742808]
[paragraph, [35.0, 387.0, 403.0, 18.0], ARKlKuJYOs, 5742808]
[paragraph, [35.0, 405.0, 403.0, 18.0], ARKlKuJYOs, 5742808]
[paragraph, [35.0, 423.0, 403.0, 18.0], ARKlKuJYOs, 5742808]
[paragraph, [35.0, 441.0, 403.0, 18.0], ARKlKuJYOs, 5742808]
[paragraph, [36.0, 481.0, 403.0, 18.0], 6j97hS8IDu, 5742808]
[paragraph, [36.0, 499.0, 403.0, 18.0], 6j97hS8IDu, 5742808]
[paragraph, [36.0, 517.0, 403.0, 18.0], 6j97hS8IDu, 5742808]
[paragraph, [36.0, 535.0, 403.0, 18.0], 6j97hS8IDu, 5742808]
[paragraph, [36.0, 553.0, 403.0, 18.0], 6j97hS8IDu, 5742808]
[paragraph, [36.0, 571.0, 403.0, 18.0], 6j97hS8IDu, 5742808]
[paragraph, [36.0, 589.0, 403.0, 18.0], 6j97hS8IDu, 5742808]
[paragraph, [36.0, 607.0, 403.0, 18.0], 6j97hS8IDu, 5742808]
[paragraph, [36.0, 625.0, 403.0, 18.0], 6j97hS8IDu, 5742808]
[paragraph, [36.0, 643.0, 403.0, 18.0], 6j97hS8IDu, 5742808]
[paragraph, [36.0, 661.0, 403.0, 18.0], 6j97hS8IDu, 5742808]
[paragraph, [36.0, 679.0, 403.0, 18.0], 6j97hS8IDu, 5742808]
[paragraph, [36.0, 697.0, 403.0, 18.0], 6j97hS8IDu, 5742808]
[paragraph, [36.0, 715.0, 403.0, 18.0], 6j97hS8IDu, 5742808]
[paragraph, [36.0, 733.0, 403.0, 18.0], 6j97hS8IDu, 5742808]
[paragraph, [36.0, 751.0, 403.0, 18.0], 6j97hS8IDu, 5742808]
[paragraph, [36.0, 769.0, 403.0, 18.0], 6j97hS8IDu, 5742808]
[paragraph, [36.0, 787.0, 403.0, 18.0], 6j97hS8IDu, 5742808]
[paragraph, [36.0, 805.0, 403.0, 18.0], 6j97hS8IDu, 5742808]
[paragraph, [36.0, 823.0, 403.0, 18.0], 6j97hS8IDu, 5742808]
[paragraph, [36.0, 841.0, 403.0, 18.0], 6j97hS8IDu, 5742808]
[paragraph, [36.0, 859.0, 403.0, 18.0], 6j97hS8IDu, 5742808]
[paragraph, [36.0, 877.0, 403.0, 18.0], 6j97hS8IDu, 5742808]
[paragraph, [36.0, 895.0, 403.0, 18.0], 6j97hS8IDu, 5742808]
[paragraph, [36.0, 913.0, 403.0, 18.0], 6j97hS8IDu, 5742808]
[paragraph, [36.0, 931.0, 403.0, 18.0], 6j97hS8IDu, 5742808]
[paragraph, [36.0, 949.0, 403.0, 18.0], 6j97hS8IDu, 5742808]
[paragraph, [36.0, 967.0, 403.0, 18.0], 6j97hS8IDu, 5742808]
[paragraph, [36.0, 985.0, 403.0, 18.0], 6j97hS8IDu, 5742808]
[paragraph, [36.0, 1003.0, 403.0, 18.0], 6j97hS8IDu, 5742808]
[paragraph, [36.0, 1021.0, 403.0, 18.0], 6j97hS8IDu, 5742808]
[paragraph, [36.0, 1039.0, 403.0, 18.0], 6j97hS8IDu, 5742808]
[paragraph, [36.0, 1057.0, 403.0, 18.0], 6j97hS8IDu, 5742808]
[paragraph, [36.0, 1075.0, 403.0, 18.0], 6j97hS8IDu, 5742808]
[paragraph, [36.0, 1093.0, 403.0, 18.0], 6j97hS8IDu, 5742808]
[paragraph, [36.0, 1111.0, 403.0, 18.0], 6j97hS8IDu, 5742808]
[paragraph, [36.0, 1129.0, 403.0, 18.0], 6j97hS8IDu, 5742808]
[paragraph, [36.0, 1147.0, 403.0, 18.0], 6j97hS8IDu, 5742808]
[paragraph, [36.0, 1165.0, 403.0, 18.0], 6j97hS8IDu, 5742808]
[paragraph, [36.0, 1183.0, 403.0, 18.0], 6j97hS8IDu, 5742808]
[paragraph, [36.0, 1201.0, 403.0, 18.0], 6j97hS8IDu, 5742808]
[paragraph, [36.0, 1219.0, 403.0, 18.0], 6j97hS8IDu, 5742808]
[paragraph, [36.0, 1237.0, 403.0, 18.0], 6j97hS8IDu, 5742808]
[paragraph, [36.0, 1255.0, 403.0, 18.0], 6j97hS8IDu, 5742808]
[paragraph, [36.0, 1273.0, 403.0, 18.0], 6j97hS8IDu, 5742808]
[paragraph, [36.0, 1291.0, 403.0, 18.0], 6j97hS8IDu, 5742808]
[paragraph, [448.0, 690.0, 404.0, 18.0], jhIjOBnlTg, 5742808]
[paragraph, [448.0, 708.0, 404.0, 18.0], jhIjOBnlTg, 5742808]
[paragraph, [448.0, 726.0, 404.0, 18.0], jhIjOBnlTg, 5742808]
[paragraph, [448.0, 744.0, 404.0, 18.0], jhIjOBnlTg, 5742808]
[paragraph, [448.0, 762.0, 404.0, 18.0], jhIjOBnlTg, 5742808]
[paragraph, [448.0, 780.0, 404.0, 18.0], jhIjOBnlTg, 5742808]
[paragraph, [448.0, 798.0, 404.0, 18.0], jhIjOBnlTg, 5742808]
[paragraph, [448.0, 816.0, 404.0, 18.0], jhIjOBnlTg, 5742808]
[paragraph, [448.0, 834.0, 404.0, 18.0], jhIjOBnlTg, 5742808]
[paragraph, [448.0, 852.0, 404.0, 18.0], jhIjOBnlTg, 5742808]
[paragraph, [448.0, 870.0, 404.0, 18.0], jhIjOBnlTg, 5742808]
[paragraph, [448.0, 888.0, 404.0, 18.0], jhIjOBnlTg, 5742808]
[paragraph, [448.0, 906.0, 404.0, 18.0], jhIjOBnlTg, 5742808]
[paragraph, [448.0, 924.0, 404.0, 18.0], jhIjOBnlTg, 5742808]
[paragraph, [448.0, 942.0, 404.0, 18.0], jhIjOBnlTg, 5742808]
[paragraph, [448.0, 960.0, 404.0, 18.0], jhIjOBnlTg, 5742808]
[paragraph, [448.0, 978.0, 404.0, 18.0], jhIjOBnlTg, 5742808]
[paragraph, [448.0, 996.0, 404.0, 18.0], jhIjOBnlTg, 5742808]
[paragraph, [448.0, 1014.0, 404.0, 18.0], jhIjOBnlTg, 5742808]
[paragraph, [448.0, 1032.0, 404.0, 18.0], jhIjOBnlTg, 5742808]
[paragraph, [448.0, 1050.0, 404.0, 18.0], jhIjOBnlTg, 5742808]
[paragraph, [448.0, 1068.0, 404.0, 18.0], jhIjOBnlTg, 5742808]
[paragraph, [448.0, 1086.0, 404.0, 18.0], jhIjOBnlTg, 5742808]
[paragraph, [448.0, 1104.0, 404.0, 18.0], jhIjOBnlTg, 5742808]
[paragraph, [448.0, 1122.0, 404.0, 18.0], jhIjOBnlTg, 5742808]
[paragraph, [448.0, 1140.0, 404.0, 18.0], jhIjOBnlTg, 5742808]
[paragraph, [448.0, 1158.0, 404.0, 18.0], jhIjOBnlTg, 5742808]
[paragraph, [448.0, 1176.0, 404.0, 18.0], jhIjOBnlTg, 5742808]
[paragraph, [448.0, 1194.0, 404.0, 18.0], jhIjOBnlTg, 5742808]
[paragraph, [448.0, 1212.0, 404.0, 18.0], jhIjOBnlTg, 5742808]
[paragraph, [448.0, 1230.0, 404.0, 18.0], jhIjOBnlTg, 5742808]
[paragraph, [448.0, 1248.0, 404.0, 18.0], jhIjOBnlTg, 5742808]
[paragraph, [448.0, 1266.0, 404.0, 18.0], jhIjOBnlTg, 5742808]
[paragraph, [448.0, 1284.0, 404.0, 18.0], jhIjOBnlTg, 5742808]
[paragraph, [448.0, 1302.0, 404.0, 18.0], jhIjOBnlTg, 5742808]
[footnote, [573.0, 1351.0, 261.0, 18.0], UEMAay_wDN, 5742808]
