[2200, 1700]
[paragraph, [302.0, 89.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 125.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 161.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 197.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 233.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 269.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 305.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 341.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 377.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 413.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 449.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 485.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 521.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 557.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 593.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 629.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 665.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 701.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 737.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 773.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 809.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 845.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 881.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 917.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 953.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 989.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 1025.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 1061.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 1097.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 1133.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 1169.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 1205.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 1241.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 1277.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 1313.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 1349.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 1385.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 1421.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 1457.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 1493.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 1529.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 1565.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 1601.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 1637.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 1673.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 1709.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 1745.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 1781.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 1817.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 1853.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[paragraph, [302.0, 1889.0, 1111.0, 36.0], shoonya_0sQ1PRQ3KHHV9J, 5731439]
[folio, [952.0, 2049.0, 367.0, 36.0], ZkTlOzZ1L_, 5731439]
