[872, 605]
[folio, [493.0, 32.0, 65.0, 18.0], 6XvCrBHn_T, 6457269]
[paragraph, [47.0, 72.0, 255.0, 18.0], shoonya_0sQZBKDKFDO12T, 6457269]
[paragraph, [47.0, 90.0, 255.0, 18.0], shoonya_0sQZBKDKFDO12T, 6457269]
[paragraph, [47.0, 108.0, 255.0, 18.0], shoonya_0sQZBKDKFDO12T, 6457269]
[paragraph, [47.0, 126.0, 255.0, 18.0], shoonya_0sQZBKDKFDO12T, 6457269]
[paragraph, [47.0, 144.0, 255.0, 18.0], shoonya_0sQZBKDKFDO12T, 6457269]
[paragraph, [47.0, 162.0, 255.0, 18.0], shoonya_0sQZBKDKFDO12T, 6457269]
[paragraph, [47.0, 180.0, 255.0, 18.0], shoonya_0sQZBKDKFDO12T, 6457269]
[paragraph, [47.0, 198.0, 255.0, 18.0], shoonya_0sQZBKDKFDO12T, 6457269]
[paragraph, [47.0, 216.0, 255.0, 18.0], shoonya_0sQZBKDKFDO12T, 6457269]
[paragraph, [47.0, 234.0, 255.0, 18.0], shoonya_0sQZBKDKFDO12T, 6457269]
[paragraph, [47.0, 252.0, 255.0, 18.0], shoonya_0sQZBKDKFDO12T, 6457269]
[paragraph, [47.0, 270.0, 255.0, 18.0], shoonya_0sQZBKDKFDO12T, 6457269]
[paragraph, [47.0, 288.0, 255.0, 18.0], shoonya_0sQZBKDKFDO12T, 6457269]
[paragraph, [47.0, 306.0, 255.0, 18.0], shoonya_0sQZBKDKFDO12T, 6457269]
[paragraph, [47.0, 324.0, 255.0, 18.0], shoonya_0sQZBKDKFDO12T, 6457269]
[paragraph, [47.0, 342.0, 255.0, 18.0], shoonya_0sQZBKDKFDO12T, 6457269]
[paragraph, [47.0, 360.0, 255.0, 18.0], shoonya_0sQZBKDKFDO12T, 6457269]
[paragraph, [305.0, 73.0, 240.0, 18.0], htHivNS2o-, 6457269]
[paragraph, [301.0, 93.0, 252.0, 18.0], hzdMA1Be9P, 6457269]
[paragraph, [301.0, 111.0, 252.0, 18.0], hzdMA1Be9P, 6457269]
[paragraph, [302.0, 124.0, 257.0, 18.0], 6bgMZCBMbp, 6457269]
[paragraph, [302.0, 142.0, 257.0, 18.0], 6bgMZCBMbp, 6457269]
[paragraph, [302.0, 160.0, 257.0, 18.0], 6bgMZCBMbp, 6457269]
[paragraph, [302.0, 178.0, 257.0, 18.0], 6bgMZCBMbp, 6457269]
[paragraph, [302.0, 196.0, 257.0, 18.0], 6bgMZCBMbp, 6457269]
[paragraph, [302.0, 214.0, 257.0, 18.0], 6bgMZCBMbp, 6457269]
[paragraph, [302.0, 232.0, 257.0, 18.0], 6bgMZCBMbp, 6457269]
[paragraph, [302.0, 250.0, 257.0, 18.0], 6bgMZCBMbp, 6457269]
[paragraph, [302.0, 268.0, 257.0, 18.0], 6bgMZCBMbp, 6457269]
[paragraph, [302.0, 286.0, 257.0, 18.0], 6bgMZCBMbp, 6457269]
[paragraph, [302.0, 304.0, 257.0, 18.0], 6bgMZCBMbp, 6457269]
[paragraph, [302.0, 322.0, 257.0, 18.0], 6bgMZCBMbp, 6457269]
[paragraph, [302.0, 340.0, 257.0, 18.0], 6bgMZCBMbp, 6457269]
[paragraph, [302.0, 358.0, 257.0, 18.0], 6bgMZCBMbp, 6457269]
[paragraph, [302.0, 376.0, 257.0, 18.0], 6bgMZCBMbp, 6457269]
[paragraph, [302.0, 394.0, 257.0, 18.0], 6bgMZCBMbp, 6457269]
[paragraph, [302.0, 412.0, 257.0, 18.0], 6bgMZCBMbp, 6457269]
[paragraph, [302.0, 430.0, 257.0, 18.0], 6bgMZCBMbp, 6457269]
[paragraph, [302.0, 448.0, 257.0, 18.0], 6bgMZCBMbp, 6457269]
[paragraph, [302.0, 466.0, 257.0, 18.0], 6bgMZCBMbp, 6457269]
[paragraph, [302.0, 484.0, 257.0, 18.0], 6bgMZCBMbp, 6457269]
[paragraph, [302.0, 502.0, 257.0, 18.0], 6bgMZCBMbp, 6457269]
[paragraph, [302.0, 520.0, 257.0, 18.0], 6bgMZCBMbp, 6457269]
[paragraph, [302.0, 538.0, 257.0, 18.0], 6bgMZCBMbp, 6457269]
[paragraph, [302.0, 556.0, 257.0, 18.0], 6bgMZCBMbp, 6457269]
[paragraph, [302.0, 574.0, 257.0, 18.0], 6bgMZCBMbp, 6457269]
[paragraph, [302.0, 592.0, 257.0, 18.0], 6bgMZCBMbp, 6457269]
[paragraph, [302.0, 610.0, 257.0, 18.0], 6bgMZCBMbp, 6457269]
[paragraph, [302.0, 628.0, 257.0, 18.0], 6bgMZCBMbp, 6457269]
[paragraph, [302.0, 646.0, 257.0, 18.0], 6bgMZCBMbp, 6457269]
[paragraph, [302.0, 664.0, 257.0, 18.0], 6bgMZCBMbp, 6457269]
[paragraph, [302.0, 682.0, 257.0, 18.0], 6bgMZCBMbp, 6457269]
[paragraph, [302.0, 700.0, 257.0, 18.0], 6bgMZCBMbp, 6457269]
[paragraph, [302.0, 718.0, 257.0, 18.0], 6bgMZCBMbp, 6457269]
[paragraph, [302.0, 736.0, 257.0, 18.0], 6bgMZCBMbp, 6457269]
[paragraph, [46.0, 387.0, 256.0, 18.0], Q9hKhPcTb0, 6457269]
[paragraph, [46.0, 405.0, 256.0, 18.0], Q9hKhPcTb0, 6457269]
[paragraph, [46.0, 423.0, 256.0, 18.0], Q9hKhPcTb0, 6457269]
[paragraph, [46.0, 441.0, 256.0, 18.0], Q9hKhPcTb0, 6457269]
[paragraph, [46.0, 459.0, 256.0, 18.0], Q9hKhPcTb0, 6457269]
[paragraph, [46.0, 477.0, 256.0, 18.0], Q9hKhPcTb0, 6457269]
