[2200, 1700]
[section-title, [195.0, 193.0, 733.0, 52.5], shoonya_1sEFZ35KZ4MO2Y, 5752492]
[figure-caption, [177.0, 863.0, 1308.0, 36.0], shoonya_3sIM7PUTL4MM1O, 5752492]
[figure-caption, [177.0, 899.0, 1308.0, 36.0], shoonya_3sIM7PUTL4MM1O, 5752492]
[figure-caption, [177.0, 935.0, 1308.0, 36.0], shoonya_3sIM7PUTL4MM1O, 5752492]
[figure-caption, [177.0, 971.0, 1308.0, 36.0], shoonya_3sIM7PUTL4MM1O, 5752492]
[paragraph, [170.0, 1034.0, 1351.0, 36.0], JUAJYkcKtm, 5752492]
[paragraph, [170.0, 1070.0, 1351.0, 36.0], JUAJYkcKtm, 5752492]
[paragraph, [170.0, 1106.0, 1351.0, 36.0], JUAJYkcKtm, 5752492]
[paragraph, [170.0, 1142.0, 1351.0, 36.0], JUAJYkcKtm, 5752492]
[paragraph, [170.0, 1178.0, 1351.0, 36.0], JUAJYkcKtm, 5752492]
[paragraph, [170.0, 1214.0, 1351.0, 36.0], JUAJYkcKtm, 5752492]
[paragraph, [170.0, 1250.0, 1351.0, 36.0], JUAJYkcKtm, 5752492]
[paragraph, [170.0, 1286.0, 1351.0, 36.0], JUAJYkcKtm, 5752492]
[paragraph, [170.0, 1322.0, 1351.0, 36.0], JUAJYkcKtm, 5752492]
[paragraph, [170.0, 1358.0, 1351.0, 36.0], JUAJYkcKtm, 5752492]
[paragraph, [170.0, 1394.0, 1351.0, 36.0], JUAJYkcKtm, 5752492]
[paragraph, [170.0, 1430.0, 1351.0, 36.0], JUAJYkcKtm, 5752492]
[paragraph, [170.0, 1466.0, 1351.0, 36.0], JUAJYkcKtm, 5752492]
[paragraph, [170.0, 1502.0, 1351.0, 36.0], JUAJYkcKtm, 5752492]
[paragraph, [170.0, 1538.0, 1351.0, 36.0], JUAJYkcKtm, 5752492]
[paragraph, [170.0, 1574.0, 1351.0, 36.0], JUAJYkcKtm, 5752492]
[paragraph, [170.0, 1610.0, 1351.0, 36.0], JUAJYkcKtm, 5752492]
[paragraph, [170.0, 1646.0, 1351.0, 36.0], JUAJYkcKtm, 5752492]
[paragraph, [170.0, 1682.0, 1351.0, 36.0], JUAJYkcKtm, 5752492]
[paragraph, [170.0, 1718.0, 1351.0, 36.0], JUAJYkcKtm, 5752492]
[paragraph, [170.0, 1754.0, 1351.0, 36.0], JUAJYkcKtm, 5752492]
[paragraph, [170.0, 1790.0, 1351.0, 36.0], JUAJYkcKtm, 5752492]
[paragraph, [170.0, 1826.0, 1351.0, 36.0], JUAJYkcKtm, 5752492]
[paragraph, [170.0, 1862.0, 1351.0, 36.0], JUAJYkcKtm, 5752492]
[paragraph, [170.0, 1898.0, 1351.0, 36.0], JUAJYkcKtm, 5752492]
[folio, [363.0, 1997.0, 417.0, 36.0], AFhdVEhgcx, 5752492]
