[1372, 849]
[section-title, [299.0, 149.0, 297.0, 30.0], shoonya_3s3RX7JOZM96I2, 5709709]
[section-title, [299.0, 179.0, 297.0, 30.0], shoonya_3s3RX7JOZM96I2, 5709709]
[paragraph, [56.0, 246.0, 737.0, 18.0], shoonya_1sVWXQX8SDYSUA, 5709709]
[paragraph, [56.0, 264.0, 737.0, 18.0], shoonya_1sVWXQX8SDYSUA, 5709709]
[paragraph, [56.0, 282.0, 737.0, 18.0], shoonya_1sVWXQX8SDYSUA, 5709709]
[paragraph, [56.0, 300.0, 737.0, 18.0], shoonya_1sVWXQX8SDYSUA, 5709709]
[paragraph, [56.0, 318.0, 737.0, 18.0], shoonya_1sVWXQX8SDYSUA, 5709709]
[paragraph, [56.0, 336.0, 737.0, 18.0], shoonya_1sVWXQX8SDYSUA, 5709709]
[paragraph, [56.0, 354.0, 737.0, 18.0], shoonya_1sVWXQX8SDYSUA, 5709709]
[paragraph, [56.0, 372.0, 737.0, 18.0], shoonya_1sVWXQX8SDYSUA, 5709709]
[paragraph, [56.0, 390.0, 737.0, 18.0], shoonya_1sVWXQX8SDYSUA, 5709709]
[paragraph, [56.0, 408.0, 737.0, 18.0], shoonya_1sVWXQX8SDYSUA, 5709709]
[paragraph, [56.0, 426.0, 737.0, 18.0], shoonya_1sVWXQX8SDYSUA, 5709709]
[paragraph, [56.0, 444.0, 737.0, 18.0], shoonya_1sVWXQX8SDYSUA, 5709709]
[paragraph, [56.0, 462.0, 737.0, 18.0], shoonya_1sVWXQX8SDYSUA, 5709709]
[paragraph, [56.0, 480.0, 737.0, 18.0], shoonya_1sVWXQX8SDYSUA, 5709709]
[paragraph, [56.0, 498.0, 737.0, 18.0], shoonya_1sVWXQX8SDYSUA, 5709709]
[paragraph, [56.0, 516.0, 737.0, 18.0], shoonya_1sVWXQX8SDYSUA, 5709709]
[paragraph, [56.0, 534.0, 737.0, 18.0], shoonya_1sVWXQX8SDYSUA, 5709709]
[paragraph, [56.0, 552.0, 737.0, 18.0], shoonya_1sVWXQX8SDYSUA, 5709709]
[paragraph, [60.0, 584.0, 729.0, 18.0], shoonya_0sUFDMED7HDE6K, 5709709]
[paragraph, [60.0, 602.0, 729.0, 18.0], shoonya_0sUFDMED7HDE6K, 5709709]
[paragraph, [60.0, 620.0, 729.0, 18.0], shoonya_0sUFDMED7HDE6K, 5709709]
[paragraph, [60.0, 638.0, 729.0, 18.0], shoonya_0sUFDMED7HDE6K, 5709709]
[paragraph, [60.0, 656.0, 729.0, 18.0], shoonya_0sUFDMED7HDE6K, 5709709]
[paragraph, [60.0, 674.0, 729.0, 18.0], shoonya_0sUFDMED7HDE6K, 5709709]
[paragraph, [60.0, 692.0, 729.0, 18.0], shoonya_0sUFDMED7HDE6K, 5709709]
[paragraph, [60.0, 710.0, 729.0, 18.0], shoonya_0sUFDMED7HDE6K, 5709709]
[paragraph, [60.0, 728.0, 729.0, 18.0], shoonya_0sUFDMED7HDE6K, 5709709]
[paragraph, [60.0, 746.0, 729.0, 18.0], shoonya_0sUFDMED7HDE6K, 5709709]
[paragraph, [60.0, 764.0, 729.0, 18.0], shoonya_0sUFDMED7HDE6K, 5709709]
[paragraph, [60.0, 782.0, 729.0, 18.0], shoonya_0sUFDMED7HDE6K, 5709709]
[paragraph, [60.0, 800.0, 729.0, 18.0], shoonya_0sUFDMED7HDE6K, 5709709]
[paragraph, [60.0, 818.0, 729.0, 18.0], shoonya_0sUFDMED7HDE6K, 5709709]
[paragraph, [60.0, 836.0, 729.0, 18.0], shoonya_0sUFDMED7HDE6K, 5709709]
[paragraph, [60.0, 854.0, 729.0, 18.0], shoonya_0sUFDMED7HDE6K, 5709709]
[paragraph, [60.0, 872.0, 729.0, 18.0], shoonya_0sUFDMED7HDE6K, 5709709]
[paragraph, [60.0, 890.0, 729.0, 18.0], shoonya_0sUFDMED7HDE6K, 5709709]
[paragraph, [60.0, 908.0, 729.0, 18.0], shoonya_0sUFDMED7HDE6K, 5709709]
[paragraph, [60.0, 926.0, 729.0, 18.0], shoonya_0sUFDMED7HDE6K, 5709709]
[paragraph, [60.0, 944.0, 729.0, 18.0], shoonya_0sUFDMED7HDE6K, 5709709]
[paragraph, [60.0, 962.0, 729.0, 18.0], shoonya_0sUFDMED7HDE6K, 5709709]
[paragraph, [60.0, 980.0, 729.0, 18.0], shoonya_0sUFDMED7HDE6K, 5709709]
