[2150, 1329]
[folio, [584.0, 137.0, 250.0, 36.0], shoonya_1sSVCWRMY2ERQ7, 5692209]
[folio, [1056.0, 142.0, 159.0, 36.0], Jft13vzZ7T, 5692209]
[paragraph, [410.0, 232.0, 521.0, 36.0], q4WF2Jlux0, 5692209]
[paragraph, [410.0, 268.0, 521.0, 36.0], q4WF2Jlux0, 5692209]
[paragraph, [410.0, 304.0, 521.0, 36.0], q4WF2Jlux0, 5692209]
[paragraph, [410.0, 340.0, 521.0, 36.0], q4WF2Jlux0, 5692209]
[paragraph, [410.0, 376.0, 521.0, 36.0], q4WF2Jlux0, 5692209]
[paragraph, [410.0, 412.0, 521.0, 36.0], q4WF2Jlux0, 5692209]
[paragraph, [410.0, 448.0, 521.0, 36.0], q4WF2Jlux0, 5692209]
[paragraph, [410.0, 484.0, 521.0, 36.0], q4WF2Jlux0, 5692209]
[paragraph, [410.0, 520.0, 521.0, 36.0], q4WF2Jlux0, 5692209]
[paragraph, [410.0, 556.0, 521.0, 36.0], q4WF2Jlux0, 5692209]
[paragraph, [410.0, 592.0, 521.0, 36.0], q4WF2Jlux0, 5692209]
[paragraph, [393.0, 664.0, 574.0, 36.0], Z-d6o6jCjA, 5692209]
[paragraph, [393.0, 700.0, 574.0, 36.0], Z-d6o6jCjA, 5692209]
[paragraph, [393.0, 736.0, 574.0, 36.0], Z-d6o6jCjA, 5692209]
[paragraph, [393.0, 772.0, 574.0, 36.0], Z-d6o6jCjA, 5692209]
[paragraph, [393.0, 808.0, 574.0, 36.0], Z-d6o6jCjA, 5692209]
[paragraph, [393.0, 844.0, 574.0, 36.0], Z-d6o6jCjA, 5692209]
[paragraph, [393.0, 880.0, 574.0, 36.0], Z-d6o6jCjA, 5692209]
[paragraph, [393.0, 916.0, 574.0, 36.0], Z-d6o6jCjA, 5692209]
[paragraph, [393.0, 952.0, 574.0, 36.0], Z-d6o6jCjA, 5692209]
[paragraph, [393.0, 988.0, 574.0, 36.0], Z-d6o6jCjA, 5692209]
[paragraph, [393.0, 1024.0, 574.0, 36.0], Z-d6o6jCjA, 5692209]
[paragraph, [393.0, 1060.0, 574.0, 36.0], Z-d6o6jCjA, 5692209]
[paragraph, [393.0, 1096.0, 574.0, 36.0], Z-d6o6jCjA, 5692209]
[paragraph, [393.0, 1132.0, 574.0, 36.0], Z-d6o6jCjA, 5692209]
[paragraph, [393.0, 1168.0, 574.0, 36.0], Z-d6o6jCjA, 5692209]
[paragraph, [393.0, 1204.0, 574.0, 36.0], Z-d6o6jCjA, 5692209]
[paragraph, [393.0, 1240.0, 574.0, 36.0], Z-d6o6jCjA, 5692209]
[paragraph, [393.0, 1276.0, 574.0, 36.0], Z-d6o6jCjA, 5692209]
[paragraph, [393.0, 1312.0, 574.0, 36.0], Z-d6o6jCjA, 5692209]
[paragraph, [393.0, 1348.0, 574.0, 36.0], Z-d6o6jCjA, 5692209]
[paragraph, [393.0, 1384.0, 574.0, 36.0], Z-d6o6jCjA, 5692209]
[paragraph, [393.0, 1420.0, 574.0, 36.0], Z-d6o6jCjA, 5692209]
[paragraph, [393.0, 1456.0, 574.0, 36.0], Z-d6o6jCjA, 5692209]
[paragraph, [393.0, 1492.0, 574.0, 36.0], Z-d6o6jCjA, 5692209]
[paragraph, [393.0, 1528.0, 574.0, 36.0], Z-d6o6jCjA, 5692209]
[paragraph, [393.0, 1564.0, 574.0, 36.0], Z-d6o6jCjA, 5692209]
[paragraph, [393.0, 1600.0, 574.0, 36.0], Z-d6o6jCjA, 5692209]
[paragraph, [393.0, 1636.0, 574.0, 36.0], Z-d6o6jCjA, 5692209]
[paragraph, [393.0, 1672.0, 574.0, 36.0], Z-d6o6jCjA, 5692209]
[paragraph, [393.0, 1708.0, 574.0, 36.0], Z-d6o6jCjA, 5692209]
[paragraph, [432.0, 1743.0, 521.0, 36.0], 5lbkekNNPp, 5692209]
[footnote, [186.0, 1829.0, 1033.0, 36.0], shoonya_0sTHFZ307ED2EA, 5692209]
[footnote, [186.0, 1865.0, 1033.0, 36.0], shoonya_0sTHFZ307ED2EA, 5692209]
[footnote, [186.0, 1901.0, 1033.0, 36.0], shoonya_0sTHFZ307ED2EA, 5692209]
[footnote, [186.0, 1937.0, 1033.0, 36.0], shoonya_0sTHFZ307ED2EA, 5692209]
[footnote, [186.0, 1973.0, 1033.0, 36.0], shoonya_0sTHFZ307ED2EA, 5692209]
