[792, 612]
[headline, [114.0, 73.0, 380.0, 25.5], shoonya_0sGTXOO9VCM20P, 6515957]
[author, [282.0, 120.0, 46.0, 18.0], wbd3YAALY_, 6515957]
[paragraph, [60.0, 178.0, 244.0, 18.0], shoonya_1sG5HJPVJMXJY8, 6515957]
[paragraph, [60.0, 196.0, 244.0, 18.0], shoonya_1sG5HJPVJMXJY8, 6515957]
[paragraph, [60.0, 214.0, 244.0, 18.0], shoonya_1sG5HJPVJMXJY8, 6515957]
[paragraph, [60.0, 232.0, 244.0, 18.0], shoonya_1sG5HJPVJMXJY8, 6515957]
[paragraph, [60.0, 250.0, 244.0, 18.0], shoonya_1sG5HJPVJMXJY8, 6515957]
[paragraph, [60.0, 311.0, 170.0, 18.0], zaqmlW76jf, 6515957]
[paragraph, [60.0, 329.0, 170.0, 18.0], zaqmlW76jf, 6515957]
[paragraph, [60.0, 347.0, 170.0, 18.0], zaqmlW76jf, 6515957]
[paragraph, [60.0, 365.0, 170.0, 18.0], zaqmlW76jf, 6515957]
[paragraph, [60.0, 383.0, 170.0, 18.0], zaqmlW76jf, 6515957]
[paragraph, [60.0, 401.0, 170.0, 18.0], zaqmlW76jf, 6515957]
[paragraph, [60.0, 419.0, 170.0, 18.0], zaqmlW76jf, 6515957]
[paragraph, [60.0, 437.0, 170.0, 18.0], zaqmlW76jf, 6515957]
[paragraph, [60.0, 475.0, 220.0, 18.0], aL6Cr2pmvu, 6515957]
[paragraph, [60.0, 493.0, 220.0, 18.0], aL6Cr2pmvu, 6515957]
[paragraph, [60.0, 511.0, 220.0, 18.0], aL6Cr2pmvu, 6515957]
[paragraph, [60.0, 529.0, 220.0, 18.0], aL6Cr2pmvu, 6515957]
[paragraph, [60.0, 547.0, 220.0, 18.0], aL6Cr2pmvu, 6515957]
[paragraph, [60.0, 565.0, 220.0, 18.0], aL6Cr2pmvu, 6515957]
[paragraph, [60.0, 583.0, 220.0, 18.0], aL6Cr2pmvu, 6515957]
[paragraph, [60.0, 601.0, 220.0, 18.0], aL6Cr2pmvu, 6515957]
[paragraph, [60.0, 619.0, 220.0, 18.0], aL6Cr2pmvu, 6515957]
[paragraph, [60.0, 637.0, 220.0, 18.0], aL6Cr2pmvu, 6515957]
[paragraph, [60.0, 655.0, 220.0, 18.0], aL6Cr2pmvu, 6515957]
[paragraph, [60.0, 673.0, 220.0, 18.0], aL6Cr2pmvu, 6515957]
[paragraph, [60.0, 691.0, 220.0, 18.0], aL6Cr2pmvu, 6515957]
[paragraph, [310.0, 501.0, 154.0, 18.0], iU6mB48uKB, 6515957]
[paragraph, [310.0, 519.0, 154.0, 18.0], iU6mB48uKB, 6515957]
[paragraph, [309.0, 556.0, 157.0, 18.0], 2QZ80D8Gnf, 6515957]
[paragraph, [309.0, 574.0, 157.0, 18.0], 2QZ80D8Gnf, 6515957]
[paragraph, [309.0, 592.0, 157.0, 18.0], 2QZ80D8Gnf, 6515957]
[paragraph, [309.0, 610.0, 157.0, 18.0], 2QZ80D8Gnf, 6515957]
[paragraph, [309.0, 628.0, 157.0, 18.0], 2QZ80D8Gnf, 6515957]
[paragraph, [309.0, 646.0, 157.0, 18.0], 2QZ80D8Gnf, 6515957]
[paragraph, [308.0, 686.0, 79.0, 18.0], M29hE-1zFD, 6515957]
