[1601, 1158]
[paragraph, [112.0, 84.0, 296.0, 36.0], _XiFv3ExlG, 5696036]
[paragraph, [112.0, 120.0, 296.0, 36.0], _XiFv3ExlG, 5696036]
[paragraph, [112.0, 156.0, 296.0, 36.0], _XiFv3ExlG, 5696036]
[paragraph, [104.0, 223.0, 301.0, 36.0], shoonya_2sIC4E8Y04NWNN, 5696036]
[paragraph, [104.0, 259.0, 301.0, 36.0], shoonya_2sIC4E8Y04NWNN, 5696036]
[paragraph, [104.0, 295.0, 301.0, 36.0], shoonya_2sIC4E8Y04NWNN, 5696036]
[paragraph, [104.0, 331.0, 301.0, 36.0], shoonya_2sIC4E8Y04NWNN, 5696036]
[paragraph, [104.0, 367.0, 301.0, 36.0], shoonya_2sIC4E8Y04NWNN, 5696036]
[paragraph, [104.0, 403.0, 301.0, 36.0], shoonya_2sIC4E8Y04NWNN, 5696036]
[paragraph, [104.0, 439.0, 301.0, 36.0], shoonya_2sIC4E8Y04NWNN, 5696036]
[paragraph, [104.0, 475.0, 301.0, 36.0], shoonya_2sIC4E8Y04NWNN, 5696036]
[paragraph, [576.0, 512.0, 473.0, 36.0], shoonya_5s3PDXXXQK7G9F, 5696036]
[paragraph, [576.0, 548.0, 473.0, 36.0], shoonya_5s3PDXXXQK7G9F, 5696036]
[paragraph, [576.0, 584.0, 473.0, 36.0], shoonya_5s3PDXXXQK7G9F, 5696036]
[paragraph, [576.0, 620.0, 473.0, 36.0], shoonya_5s3PDXXXQK7G9F, 5696036]
[paragraph, [576.0, 656.0, 473.0, 36.0], shoonya_5s3PDXXXQK7G9F, 5696036]
[paragraph, [576.0, 692.0, 473.0, 36.0], shoonya_5s3PDXXXQK7G9F, 5696036]
[paragraph, [576.0, 728.0, 473.0, 36.0], shoonya_5s3PDXXXQK7G9F, 5696036]
[paragraph, [576.0, 764.0, 473.0, 36.0], shoonya_5s3PDXXXQK7G9F, 5696036]
[paragraph, [109.0, 536.0, 238.0, 36.0], shoonya_9s0COIA8EOTP30, 5696036]
[paragraph, [110.0, 574.0, 221.0, 36.0], 1UnPvLpMEW, 5696036]
[paragraph, [107.0, 614.0, 468.0, 36.0], shoonya_1sN65N9FMPWKGB, 5696036]
[paragraph, [107.0, 650.0, 468.0, 36.0], shoonya_1sN65N9FMPWKGB, 5696036]
[paragraph, [107.0, 686.0, 468.0, 36.0], shoonya_1sN65N9FMPWKGB, 5696036]
[paragraph, [107.0, 722.0, 468.0, 36.0], shoonya_1sN65N9FMPWKGB, 5696036]
[paragraph, [107.0, 758.0, 468.0, 36.0], shoonya_1sN65N9FMPWKGB, 5696036]
[paragraph, [107.0, 794.0, 468.0, 36.0], shoonya_1sN65N9FMPWKGB, 5696036]
[paragraph, [577.0, 807.0, 472.0, 36.0], shoonya_3sJH10U8CT80DQ, 5696036]
[paragraph, [577.0, 843.0, 472.0, 36.0], shoonya_3sJH10U8CT80DQ, 5696036]
[paragraph, [577.0, 879.0, 472.0, 36.0], shoonya_3sJH10U8CT80DQ, 5696036]
[paragraph, [577.0, 915.0, 472.0, 36.0], shoonya_3sJH10U8CT80DQ, 5696036]
[paragraph, [577.0, 951.0, 472.0, 36.0], shoonya_3sJH10U8CT80DQ, 5696036]
[paragraph, [577.0, 987.0, 472.0, 36.0], shoonya_3sJH10U8CT80DQ, 5696036]
[paragraph, [577.0, 1023.0, 472.0, 36.0], shoonya_3sJH10U8CT80DQ, 5696036]
[paragraph, [577.0, 1059.0, 472.0, 36.0], shoonya_3sJH10U8CT80DQ, 5696036]
[paragraph, [577.0, 1095.0, 472.0, 36.0], shoonya_3sJH10U8CT80DQ, 5696036]
[paragraph, [577.0, 1131.0, 472.0, 36.0], shoonya_3sJH10U8CT80DQ, 5696036]
[paragraph, [577.0, 1167.0, 472.0, 36.0], shoonya_3sJH10U8CT80DQ, 5696036]
[paragraph, [577.0, 1203.0, 472.0, 36.0], shoonya_3sJH10U8CT80DQ, 5696036]
[paragraph, [577.0, 1239.0, 472.0, 36.0], shoonya_3sJH10U8CT80DQ, 5696036]
[paragraph, [577.0, 1275.0, 472.0, 36.0], shoonya_3sJH10U8CT80DQ, 5696036]
[paragraph, [577.0, 1311.0, 472.0, 36.0], shoonya_3sJH10U8CT80DQ, 5696036]
[paragraph, [577.0, 1347.0, 472.0, 36.0], shoonya_3sJH10U8CT80DQ, 5696036]
[paragraph, [577.0, 1383.0, 472.0, 36.0], shoonya_3sJH10U8CT80DQ, 5696036]
[paragraph, [577.0, 1419.0, 472.0, 36.0], shoonya_3sJH10U8CT80DQ, 5696036]
[paragraph, [107.0, 879.0, 466.0, 36.0], shoonya_4s0DCI3ES0N3LJ, 5696036]
[paragraph, [107.0, 915.0, 466.0, 36.0], shoonya_4s0DCI3ES0N3LJ, 5696036]
[paragraph, [107.0, 951.0, 466.0, 36.0], shoonya_4s0DCI3ES0N3LJ, 5696036]
[paragraph, [107.0, 987.0, 466.0, 36.0], shoonya_4s0DCI3ES0N3LJ, 5696036]
[paragraph, [107.0, 1023.0, 466.0, 36.0], shoonya_4s0DCI3ES0N3LJ, 5696036]
[paragraph, [107.0, 1059.0, 466.0, 36.0], shoonya_4s0DCI3ES0N3LJ, 5696036]
[paragraph, [107.0, 1112.0, 468.0, 36.0], shoonya_6sZBLQVKX13JKL, 5696036]
[paragraph, [107.0, 1148.0, 468.0, 36.0], shoonya_6sZBLQVKX13JKL, 5696036]
[paragraph, [107.0, 1184.0, 468.0, 36.0], shoonya_6sZBLQVKX13JKL, 5696036]
[paragraph, [107.0, 1220.0, 468.0, 36.0], shoonya_6sZBLQVKX13JKL, 5696036]
[paragraph, [107.0, 1256.0, 468.0, 36.0], shoonya_6sZBLQVKX13JKL, 5696036]
[paragraph, [107.0, 1292.0, 468.0, 36.0], shoonya_6sZBLQVKX13JKL, 5696036]
[paragraph, [107.0, 1328.0, 468.0, 36.0], shoonya_6sZBLQVKX13JKL, 5696036]
[paragraph, [107.0, 1364.0, 468.0, 36.0], shoonya_6sZBLQVKX13JKL, 5696036]
[paragraph, [107.0, 1400.0, 468.0, 36.0], shoonya_6sZBLQVKX13JKL, 5696036]
[folio, [514.0, 1478.0, 80.0, 36.0], mHaSZOP5jy, 5696036]
