[1008, 612]
[section-title, [182.0, 59.0, 252.0, 30.0], C2Q262pVcF, 5717524]
[subsub-section-title, [66.0, 147.0, 61.0, 15.0], pLllI6h5xz, 5717524]
[ordered-list, [61.0, 181.0, 448.0, 18.0], z8CaTgNGE_, 5717524]
[ordered-list, [61.0, 199.0, 448.0, 18.0], z8CaTgNGE_, 5717524]
[ordered-list, [61.0, 217.0, 448.0, 18.0], z8CaTgNGE_, 5717524]
[ordered-list, [61.0, 235.0, 448.0, 18.0], z8CaTgNGE_, 5717524]
[ordered-list, [61.0, 253.0, 448.0, 18.0], z8CaTgNGE_, 5717524]
[ordered-list, [61.0, 271.0, 448.0, 18.0], z8CaTgNGE_, 5717524]
[ordered-list, [61.0, 289.0, 448.0, 18.0], z8CaTgNGE_, 5717524]
[ordered-list, [61.0, 307.0, 448.0, 18.0], z8CaTgNGE_, 5717524]
[ordered-list, [61.0, 325.0, 448.0, 18.0], z8CaTgNGE_, 5717524]
[ordered-list, [61.0, 343.0, 448.0, 18.0], z8CaTgNGE_, 5717524]
[ordered-list, [61.0, 361.0, 448.0, 18.0], z8CaTgNGE_, 5717524]
[ordered-list, [61.0, 379.0, 448.0, 18.0], z8CaTgNGE_, 5717524]
[ordered-list, [61.0, 397.0, 448.0, 18.0], z8CaTgNGE_, 5717524]
[ordered-list, [61.0, 415.0, 448.0, 18.0], z8CaTgNGE_, 5717524]
