[1050, 693]
[folio, [78.0, 76.0, 84.0, 18.0], shoonya_2sPUOTRT7GRY3E, 5702005]
[folio, [78.0, 94.0, 84.0, 18.0], shoonya_2sPUOTRT7GRY3E, 5702005]
[paragraph, [80.0, 123.0, 529.0, 18.0], 6DPao7JNNu, 5702005]
[paragraph, [80.0, 141.0, 529.0, 18.0], 6DPao7JNNu, 5702005]
[paragraph, [80.0, 159.0, 529.0, 18.0], 6DPao7JNNu, 5702005]
[paragraph, [80.0, 177.0, 529.0, 18.0], 6DPao7JNNu, 5702005]
[paragraph, [80.0, 195.0, 529.0, 18.0], 6DPao7JNNu, 5702005]
[paragraph, [80.0, 213.0, 529.0, 18.0], 6DPao7JNNu, 5702005]
[paragraph, [80.0, 231.0, 529.0, 18.0], 6DPao7JNNu, 5702005]
[paragraph, [80.0, 249.0, 529.0, 18.0], 6DPao7JNNu, 5702005]
[paragraph, [80.0, 267.0, 529.0, 18.0], 6DPao7JNNu, 5702005]
[paragraph, [80.0, 285.0, 529.0, 18.0], 6DPao7JNNu, 5702005]
[paragraph, [80.0, 303.0, 529.0, 18.0], 6DPao7JNNu, 5702005]
[paragraph, [88.0, 349.0, 522.0, 18.0], shoonya_0s6KMS25JIGX67, 5702005]
[paragraph, [88.0, 367.0, 522.0, 18.0], shoonya_0s6KMS25JIGX67, 5702005]
[paragraph, [88.0, 385.0, 522.0, 18.0], shoonya_0s6KMS25JIGX67, 5702005]
[paragraph, [88.0, 403.0, 522.0, 18.0], shoonya_0s6KMS25JIGX67, 5702005]
[paragraph, [88.0, 421.0, 522.0, 18.0], shoonya_0s6KMS25JIGX67, 5702005]
[paragraph, [88.0, 439.0, 522.0, 18.0], shoonya_0s6KMS25JIGX67, 5702005]
[paragraph, [88.0, 457.0, 522.0, 18.0], shoonya_0s6KMS25JIGX67, 5702005]
[paragraph, [88.0, 475.0, 522.0, 18.0], shoonya_0s6KMS25JIGX67, 5702005]
[paragraph, [88.0, 493.0, 522.0, 18.0], shoonya_0s6KMS25JIGX67, 5702005]
[paragraph, [88.0, 511.0, 522.0, 18.0], shoonya_0s6KMS25JIGX67, 5702005]
[paragraph, [88.0, 529.0, 522.0, 18.0], shoonya_0s6KMS25JIGX67, 5702005]
[paragraph, [88.0, 547.0, 522.0, 18.0], shoonya_0s6KMS25JIGX67, 5702005]
[paragraph, [88.0, 565.0, 522.0, 18.0], shoonya_0s6KMS25JIGX67, 5702005]
[paragraph, [88.0, 583.0, 522.0, 18.0], shoonya_0s6KMS25JIGX67, 5702005]
[paragraph, [88.0, 601.0, 522.0, 18.0], shoonya_0s6KMS25JIGX67, 5702005]
[paragraph, [88.0, 619.0, 522.0, 18.0], shoonya_0s6KMS25JIGX67, 5702005]
[paragraph, [88.0, 637.0, 522.0, 18.0], shoonya_0s6KMS25JIGX67, 5702005]
[paragraph, [88.0, 655.0, 522.0, 18.0], shoonya_0s6KMS25JIGX67, 5702005]
[paragraph, [88.0, 673.0, 522.0, 18.0], shoonya_0s6KMS25JIGX67, 5702005]
[paragraph, [88.0, 691.0, 522.0, 18.0], shoonya_0s6KMS25JIGX67, 5702005]
[paragraph, [88.0, 709.0, 522.0, 18.0], shoonya_0s6KMS25JIGX67, 5702005]
[paragraph, [88.0, 727.0, 522.0, 18.0], shoonya_0s6KMS25JIGX67, 5702005]
[paragraph, [88.0, 745.0, 522.0, 18.0], shoonya_0s6KMS25JIGX67, 5702005]
[paragraph, [88.0, 763.0, 522.0, 18.0], shoonya_0s6KMS25JIGX67, 5702005]
[paragraph, [88.0, 781.0, 522.0, 18.0], shoonya_0s6KMS25JIGX67, 5702005]
[paragraph, [88.0, 799.0, 522.0, 18.0], shoonya_0s6KMS25JIGX67, 5702005]
[paragraph, [88.0, 817.0, 522.0, 18.0], shoonya_0s6KMS25JIGX67, 5702005]
[paragraph, [88.0, 835.0, 522.0, 18.0], shoonya_0s6KMS25JIGX67, 5702005]
[paragraph, [88.0, 853.0, 522.0, 18.0], shoonya_0s6KMS25JIGX67, 5702005]
[paragraph, [88.0, 871.0, 522.0, 18.0], shoonya_0s6KMS25JIGX67, 5702005]
[paragraph, [88.0, 889.0, 522.0, 18.0], shoonya_0s6KMS25JIGX67, 5702005]
[paragraph, [88.0, 907.0, 522.0, 18.0], shoonya_0s6KMS25JIGX67, 5702005]
[paragraph, [88.0, 925.0, 522.0, 18.0], shoonya_0s6KMS25JIGX67, 5702005]
[paragraph, [88.0, 943.0, 522.0, 18.0], shoonya_0s6KMS25JIGX67, 5702005]
[paragraph, [88.0, 961.0, 522.0, 18.0], shoonya_0s6KMS25JIGX67, 5702005]
