[1275, 750]
[folio, [231.0, 85.0, 292.0, 18.0], Y7SbiG0Yv-, 5767499]
[folio, [231.0, 103.0, 292.0, 18.0], Y7SbiG0Yv-, 5767499]
[folio, [231.0, 121.0, 292.0, 18.0], Y7SbiG0Yv-, 5767499]
[paragraph, [34.0, 160.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 178.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 196.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 214.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 232.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 250.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 268.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 286.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 304.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 322.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 340.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 358.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 376.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 394.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 412.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 430.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 448.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 466.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 484.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 502.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 520.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 538.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 556.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 574.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 592.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 610.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 628.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 646.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 664.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 682.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 700.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 718.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 736.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 754.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 772.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 790.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 808.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 826.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 844.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 862.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 880.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 898.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 916.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 934.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 952.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 970.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 988.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 1006.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 1024.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 1042.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[paragraph, [34.0, 1060.0, 660.0, 18.0], shoonya_0sKTL2XRC6YJ36, 5767499]
[section-title, [194.0, 1084.0, 377.0, 30.0], shoonya_2sEIUDZHCFJW0S, 5767499]
[paragraph, [94.0, 1137.0, 593.0, 18.0], aLkZi5vBj6, 5767499]
[paragraph, [94.0, 1155.0, 593.0, 18.0], aLkZi5vBj6, 5767499]
[paragraph, [94.0, 1173.0, 593.0, 18.0], aLkZi5vBj6, 5767499]
