[2067, 1567]
[folio, [191.0, 191.0, 260.0, 36.0], pk5TpCN4yT, 5735478]
[folio, [1240.0, 195.0, 133.0, 36.0], hVmmT4-lT-, 5735478]
[paragraph, [192.0, 251.0, 581.0, 36.0], shoonya_3sYJI7ODS9M7A8, 5735478]
[paragraph, [192.0, 287.0, 581.0, 36.0], shoonya_3sYJI7ODS9M7A8, 5735478]
[paragraph, [192.0, 323.0, 581.0, 36.0], shoonya_3sYJI7ODS9M7A8, 5735478]
[paragraph, [192.0, 359.0, 581.0, 36.0], shoonya_3sYJI7ODS9M7A8, 5735478]
[paragraph, [192.0, 395.0, 581.0, 36.0], shoonya_3sYJI7ODS9M7A8, 5735478]
[paragraph, [192.0, 431.0, 581.0, 36.0], shoonya_3sYJI7ODS9M7A8, 5735478]
[paragraph, [192.0, 467.0, 581.0, 36.0], shoonya_3sYJI7ODS9M7A8, 5735478]
[paragraph, [192.0, 503.0, 581.0, 36.0], shoonya_3sYJI7ODS9M7A8, 5735478]
[paragraph, [192.0, 539.0, 581.0, 36.0], shoonya_3sYJI7ODS9M7A8, 5735478]
[paragraph, [792.0, 251.0, 585.0, 36.0], kIAlr3l5Qi, 5735478]
[paragraph, [792.0, 287.0, 585.0, 36.0], kIAlr3l5Qi, 5735478]
[paragraph, [792.0, 323.0, 585.0, 36.0], kIAlr3l5Qi, 5735478]
[paragraph, [792.0, 359.0, 585.0, 36.0], kIAlr3l5Qi, 5735478]
[paragraph, [792.0, 395.0, 585.0, 36.0], kIAlr3l5Qi, 5735478]
[paragraph, [792.0, 431.0, 585.0, 36.0], kIAlr3l5Qi, 5735478]
[paragraph, [792.0, 467.0, 585.0, 36.0], kIAlr3l5Qi, 5735478]
[paragraph, [796.0, 518.0, 581.0, 36.0], 66daDdSkIF, 5735478]
[paragraph, [796.0, 554.0, 581.0, 36.0], 66daDdSkIF, 5735478]
[paragraph, [796.0, 590.0, 581.0, 36.0], 66daDdSkIF, 5735478]
[paragraph, [796.0, 626.0, 581.0, 36.0], 66daDdSkIF, 5735478]
[paragraph, [796.0, 662.0, 581.0, 36.0], 66daDdSkIF, 5735478]
[paragraph, [796.0, 698.0, 581.0, 36.0], 66daDdSkIF, 5735478]
[paragraph, [796.0, 734.0, 581.0, 36.0], 66daDdSkIF, 5735478]
[paragraph, [796.0, 770.0, 581.0, 36.0], 66daDdSkIF, 5735478]
[paragraph, [796.0, 806.0, 581.0, 36.0], 66daDdSkIF, 5735478]
[paragraph, [194.0, 605.0, 580.0, 36.0], shoonya_1sR4839VF2VOWF, 5735478]
[paragraph, [194.0, 641.0, 580.0, 36.0], shoonya_1sR4839VF2VOWF, 5735478]
[paragraph, [194.0, 677.0, 580.0, 36.0], shoonya_1sR4839VF2VOWF, 5735478]
[paragraph, [194.0, 713.0, 580.0, 36.0], shoonya_1sR4839VF2VOWF, 5735478]
[paragraph, [194.0, 749.0, 580.0, 36.0], shoonya_1sR4839VF2VOWF, 5735478]
[paragraph, [194.0, 785.0, 580.0, 36.0], shoonya_1sR4839VF2VOWF, 5735478]
[paragraph, [194.0, 821.0, 580.0, 36.0], shoonya_1sR4839VF2VOWF, 5735478]
[paragraph, [194.0, 857.0, 580.0, 36.0], shoonya_1sR4839VF2VOWF, 5735478]
[paragraph, [194.0, 893.0, 580.0, 36.0], shoonya_1sR4839VF2VOWF, 5735478]
[paragraph, [791.0, 874.0, 581.0, 36.0], shoonya_2sWR3GQHI4UNPE, 5735478]
[paragraph, [791.0, 910.0, 581.0, 36.0], shoonya_2sWR3GQHI4UNPE, 5735478]
[paragraph, [791.0, 946.0, 581.0, 36.0], shoonya_2sWR3GQHI4UNPE, 5735478]
[paragraph, [791.0, 982.0, 581.0, 36.0], shoonya_2sWR3GQHI4UNPE, 5735478]
[paragraph, [791.0, 1018.0, 581.0, 36.0], shoonya_2sWR3GQHI4UNPE, 5735478]
[paragraph, [791.0, 1054.0, 581.0, 36.0], shoonya_2sWR3GQHI4UNPE, 5735478]
[paragraph, [791.0, 1090.0, 581.0, 36.0], shoonya_2sWR3GQHI4UNPE, 5735478]
[paragraph, [791.0, 1126.0, 581.0, 36.0], shoonya_2sWR3GQHI4UNPE, 5735478]
[paragraph, [791.0, 1162.0, 581.0, 36.0], shoonya_2sWR3GQHI4UNPE, 5735478]
[paragraph, [791.0, 1198.0, 581.0, 36.0], shoonya_2sWR3GQHI4UNPE, 5735478]
[paragraph, [791.0, 1234.0, 581.0, 36.0], shoonya_2sWR3GQHI4UNPE, 5735478]
[paragraph, [791.0, 1270.0, 581.0, 36.0], shoonya_2sWR3GQHI4UNPE, 5735478]
[paragraph, [791.0, 1306.0, 581.0, 36.0], shoonya_2sWR3GQHI4UNPE, 5735478]
[paragraph, [791.0, 1342.0, 581.0, 36.0], shoonya_2sWR3GQHI4UNPE, 5735478]
[paragraph, [791.0, 1378.0, 581.0, 36.0], shoonya_2sWR3GQHI4UNPE, 5735478]
[paragraph, [791.0, 1414.0, 581.0, 36.0], shoonya_2sWR3GQHI4UNPE, 5735478]
[paragraph, [791.0, 1450.0, 581.0, 36.0], shoonya_2sWR3GQHI4UNPE, 5735478]
[author, [586.0, 958.0, 187.0, 36.0], shoonya_14sV4B0KOYZEU1, 5735478]
[paragraph, [179.0, 1091.0, 142.0, 36.0], shoonya_10sYSI8SP5G2IN, 5735478]
[paragraph, [434.0, 1184.0, 343.0, 36.0], shoonya_7sT62XYD1SQ59M, 5735478]
[paragraph, [434.0, 1220.0, 343.0, 36.0], shoonya_7sT62XYD1SQ59M, 5735478]
[paragraph, [434.0, 1256.0, 343.0, 36.0], shoonya_7sT62XYD1SQ59M, 5735478]
[paragraph, [434.0, 1292.0, 343.0, 36.0], shoonya_7sT62XYD1SQ59M, 5735478]
[paragraph, [434.0, 1328.0, 343.0, 36.0], shoonya_7sT62XYD1SQ59M, 5735478]
[paragraph, [434.0, 1364.0, 343.0, 36.0], shoonya_7sT62XYD1SQ59M, 5735478]
[paragraph, [434.0, 1400.0, 343.0, 36.0], shoonya_7sT62XYD1SQ59M, 5735478]
[paragraph, [434.0, 1436.0, 343.0, 36.0], shoonya_7sT62XYD1SQ59M, 5735478]
[paragraph, [434.0, 1472.0, 343.0, 36.0], shoonya_7sT62XYD1SQ59M, 5735478]
[paragraph, [791.0, 1500.0, 583.0, 36.0], shoonya_15s05UKHUE0X5K, 5735478]
[paragraph, [791.0, 1536.0, 583.0, 36.0], shoonya_15s05UKHUE0X5K, 5735478]
[paragraph, [791.0, 1572.0, 583.0, 36.0], shoonya_15s05UKHUE0X5K, 5735478]
[paragraph, [189.0, 1541.0, 586.0, 36.0], shoonya_8sZ9KHSL6GX8UH, 5735478]
[paragraph, [189.0, 1577.0, 586.0, 36.0], shoonya_8sZ9KHSL6GX8UH, 5735478]
[paragraph, [189.0, 1613.0, 586.0, 36.0], shoonya_8sZ9KHSL6GX8UH, 5735478]
[paragraph, [189.0, 1649.0, 586.0, 36.0], shoonya_8sZ9KHSL6GX8UH, 5735478]
[paragraph, [189.0, 1685.0, 586.0, 36.0], shoonya_8sZ9KHSL6GX8UH, 5735478]
[paragraph, [189.0, 1721.0, 586.0, 36.0], shoonya_8sZ9KHSL6GX8UH, 5735478]
[paragraph, [189.0, 1757.0, 586.0, 36.0], shoonya_8sZ9KHSL6GX8UH, 5735478]
[author, [1107.0, 1626.0, 266.0, 36.0], Ia_YyYxQxa, 5735478]
[sidebar, [22.0, 1630.0, 131.0, 36.0], shoonya_16sDZ5XXQ9DLWY, 5735478]
[ordered-list, [796.0, 1722.0, 459.0, 36.0], shoonya_17s8WE1NG221E4, 5735478]
[ordered-list, [796.0, 1758.0, 459.0, 36.0], shoonya_17s8WE1NG221E4, 5735478]
[folio, [1142.0, 1821.0, 229.0, 36.0], shoonya_11sXDB4WJCZIH0, 5735478]
