[792, 612]
[paragraph, [47.0, 83.0, 171.0, 18.0], Y8LvLTkDmr, 6514245]
[paragraph, [47.0, 101.0, 171.0, 18.0], Y8LvLTkDmr, 6514245]
[paragraph, [47.0, 119.0, 171.0, 18.0], Y8LvLTkDmr, 6514245]
[paragraph, [47.0, 137.0, 171.0, 18.0], Y8LvLTkDmr, 6514245]
[paragraph, [47.0, 155.0, 171.0, 18.0], Y8LvLTkDmr, 6514245]
[paragraph, [47.0, 173.0, 171.0, 18.0], Y8LvLTkDmr, 6514245]
[paragraph, [47.0, 191.0, 171.0, 18.0], Y8LvLTkDmr, 6514245]
[paragraph, [225.0, 86.0, 161.0, 18.0], M8roUnBNyY, 6514245]
[paragraph, [225.0, 104.0, 161.0, 18.0], M8roUnBNyY, 6514245]
[paragraph, [225.0, 122.0, 161.0, 18.0], M8roUnBNyY, 6514245]
[paragraph, [225.0, 140.0, 161.0, 18.0], M8roUnBNyY, 6514245]
[paragraph, [225.0, 158.0, 161.0, 18.0], M8roUnBNyY, 6514245]
[paragraph, [225.0, 176.0, 161.0, 18.0], M8roUnBNyY, 6514245]
[paragraph, [225.0, 194.0, 161.0, 18.0], M8roUnBNyY, 6514245]
[paragraph, [393.0, 86.0, 163.0, 18.0], A61hbMicCA, 6514245]
[paragraph, [395.0, 121.0, 159.0, 18.0], S_IyJDd4_0, 6514245]
[paragraph, [395.0, 139.0, 159.0, 18.0], S_IyJDd4_0, 6514245]
[paragraph, [395.0, 157.0, 159.0, 18.0], S_IyJDd4_0, 6514245]
[paragraph, [395.0, 175.0, 159.0, 18.0], S_IyJDd4_0, 6514245]
[paragraph, [395.0, 193.0, 159.0, 18.0], S_IyJDd4_0, 6514245]
[paragraph, [395.0, 211.0, 159.0, 18.0], S_IyJDd4_0, 6514245]
[paragraph, [395.0, 229.0, 159.0, 18.0], S_IyJDd4_0, 6514245]
[paragraph, [395.0, 247.0, 159.0, 18.0], S_IyJDd4_0, 6514245]
[paragraph, [395.0, 265.0, 159.0, 18.0], S_IyJDd4_0, 6514245]
[paragraph, [395.0, 283.0, 159.0, 18.0], S_IyJDd4_0, 6514245]
[paragraph, [395.0, 301.0, 159.0, 18.0], S_IyJDd4_0, 6514245]
[paragraph, [395.0, 319.0, 159.0, 18.0], S_IyJDd4_0, 6514245]
[paragraph, [395.0, 337.0, 159.0, 18.0], S_IyJDd4_0, 6514245]
[paragraph, [395.0, 355.0, 159.0, 18.0], S_IyJDd4_0, 6514245]
[paragraph, [393.0, 385.0, 162.0, 18.0], N7LOz8vptT, 6514245]
[paragraph, [393.0, 403.0, 162.0, 18.0], N7LOz8vptT, 6514245]
[paragraph, [393.0, 421.0, 162.0, 18.0], N7LOz8vptT, 6514245]
[paragraph, [393.0, 439.0, 162.0, 18.0], N7LOz8vptT, 6514245]
[paragraph, [393.0, 457.0, 162.0, 18.0], N7LOz8vptT, 6514245]
[paragraph, [393.0, 475.0, 162.0, 18.0], N7LOz8vptT, 6514245]
[paragraph, [393.0, 493.0, 162.0, 18.0], N7LOz8vptT, 6514245]
[paragraph, [393.0, 511.0, 162.0, 18.0], N7LOz8vptT, 6514245]
[paragraph, [393.0, 529.0, 162.0, 18.0], N7LOz8vptT, 6514245]
[paragraph, [393.0, 547.0, 162.0, 18.0], N7LOz8vptT, 6514245]
[paragraph, [393.0, 565.0, 162.0, 18.0], N7LOz8vptT, 6514245]
[paragraph, [393.0, 583.0, 162.0, 18.0], N7LOz8vptT, 6514245]
[paragraph, [57.0, 457.0, 160.0, 18.0], TpVxL06teV, 6514245]
[paragraph, [57.0, 475.0, 160.0, 18.0], TpVxL06teV, 6514245]
[paragraph, [57.0, 493.0, 160.0, 18.0], TpVxL06teV, 6514245]
[paragraph, [57.0, 511.0, 160.0, 18.0], TpVxL06teV, 6514245]
[paragraph, [57.0, 529.0, 160.0, 18.0], TpVxL06teV, 6514245]
[paragraph, [57.0, 547.0, 160.0, 18.0], TpVxL06teV, 6514245]
[paragraph, [57.0, 565.0, 160.0, 18.0], TpVxL06teV, 6514245]
[paragraph, [57.0, 583.0, 160.0, 18.0], TpVxL06teV, 6514245]
[paragraph, [57.0, 601.0, 160.0, 18.0], TpVxL06teV, 6514245]
[paragraph, [57.0, 619.0, 160.0, 18.0], TpVxL06teV, 6514245]
[paragraph, [57.0, 637.0, 160.0, 18.0], TpVxL06teV, 6514245]
[paragraph, [57.0, 655.0, 160.0, 18.0], TpVxL06teV, 6514245]
[paragraph, [57.0, 673.0, 160.0, 18.0], TpVxL06teV, 6514245]
[sidebar, [222.0, 472.0, 163.0, 18.0], 8oN257Zd3H, 6514245]
[sidebar, [222.0, 490.0, 163.0, 18.0], 8oN257Zd3H, 6514245]
[sidebar, [222.0, 508.0, 163.0, 18.0], 8oN257Zd3H, 6514245]
[sidebar, [222.0, 526.0, 163.0, 18.0], 8oN257Zd3H, 6514245]
[sidebar, [222.0, 544.0, 163.0, 18.0], 8oN257Zd3H, 6514245]
[sidebar, [222.0, 562.0, 163.0, 18.0], 8oN257Zd3H, 6514245]
[sidebar, [222.0, 580.0, 163.0, 18.0], 8oN257Zd3H, 6514245]
[paragraph, [391.0, 614.0, 164.0, 18.0], w-czSHXMlT, 6514245]
[paragraph, [391.0, 632.0, 164.0, 18.0], w-czSHXMlT, 6514245]
[paragraph, [391.0, 650.0, 164.0, 18.0], w-czSHXMlT, 6514245]
[paragraph, [391.0, 668.0, 164.0, 18.0], w-czSHXMlT, 6514245]
[paragraph, [391.0, 686.0, 164.0, 18.0], w-czSHXMlT, 6514245]
[paragraph, [391.0, 704.0, 164.0, 18.0], w-czSHXMlT, 6514245]
[paragraph, [222.0, 623.0, 164.0, 18.0], QcjtzLcU8q, 6514245]
[paragraph, [222.0, 641.0, 164.0, 18.0], QcjtzLcU8q, 6514245]
[paragraph, [222.0, 659.0, 164.0, 18.0], QcjtzLcU8q, 6514245]
[paragraph, [222.0, 677.0, 164.0, 18.0], QcjtzLcU8q, 6514245]
[paragraph, [222.0, 698.0, 166.0, 18.0], OaXu9UTWxz, 6514245]
[paragraph, [222.0, 716.0, 166.0, 18.0], OaXu9UTWxz, 6514245]
