[1818, 1374]
[folio, [480.0, 202.0, 417.0, 36.0], shoonya_0sZHBYQ8CMC0KT, 5683139]
[paragraph, [698.0, 268.0, 562.0, 36.0], shoonya_1sEI57ADAFE0MG, 5683139]
[paragraph, [698.0, 304.0, 562.0, 36.0], shoonya_1sEI57ADAFE0MG, 5683139]
[paragraph, [698.0, 340.0, 562.0, 36.0], shoonya_1sEI57ADAFE0MG, 5683139]
[paragraph, [698.0, 376.0, 562.0, 36.0], shoonya_1sEI57ADAFE0MG, 5683139]
[paragraph, [698.0, 412.0, 562.0, 36.0], shoonya_1sEI57ADAFE0MG, 5683139]
[paragraph, [698.0, 448.0, 562.0, 36.0], shoonya_1sEI57ADAFE0MG, 5683139]
[paragraph, [698.0, 484.0, 562.0, 36.0], shoonya_1sEI57ADAFE0MG, 5683139]
[paragraph, [698.0, 520.0, 562.0, 36.0], shoonya_1sEI57ADAFE0MG, 5683139]
[paragraph, [698.0, 556.0, 562.0, 36.0], shoonya_1sEI57ADAFE0MG, 5683139]
[paragraph, [698.0, 592.0, 562.0, 36.0], shoonya_1sEI57ADAFE0MG, 5683139]
[paragraph, [698.0, 628.0, 562.0, 36.0], shoonya_1sEI57ADAFE0MG, 5683139]
[paragraph, [698.0, 664.0, 562.0, 36.0], shoonya_1sEI57ADAFE0MG, 5683139]
[paragraph, [115.0, 269.0, 561.0, 36.0], shoonya_2sIIOZVQ5U9TCI, 5683139]
[paragraph, [115.0, 305.0, 561.0, 36.0], shoonya_2sIIOZVQ5U9TCI, 5683139]
[paragraph, [115.0, 341.0, 561.0, 36.0], shoonya_2sIIOZVQ5U9TCI, 5683139]
[paragraph, [115.0, 377.0, 561.0, 36.0], shoonya_2sIIOZVQ5U9TCI, 5683139]
[paragraph, [115.0, 413.0, 561.0, 36.0], shoonya_2sIIOZVQ5U9TCI, 5683139]
[paragraph, [115.0, 449.0, 561.0, 36.0], shoonya_2sIIOZVQ5U9TCI, 5683139]
[paragraph, [115.0, 485.0, 561.0, 36.0], shoonya_2sIIOZVQ5U9TCI, 5683139]
[paragraph, [115.0, 521.0, 561.0, 36.0], shoonya_2sIIOZVQ5U9TCI, 5683139]
[paragraph, [115.0, 557.0, 561.0, 36.0], shoonya_2sIIOZVQ5U9TCI, 5683139]
[paragraph, [115.0, 593.0, 561.0, 36.0], shoonya_2sIIOZVQ5U9TCI, 5683139]
