[2876, 2048]
[section-title, [206.0, 183.0, 737.0, 79.5], shoonya_14sB2793CTKE06, 6473861]
[quote, [96.0, 400.0, 1749.0, 46.5], shoonya_11sZNRCT6EO5IT, 6473861]
[quote, [96.0, 446.5, 1749.0, 46.5], shoonya_11sZNRCT6EO5IT, 6473861]
[quote, [96.0, 493.0, 1749.0, 46.5], shoonya_11sZNRCT6EO5IT, 6473861]
[quote, [96.0, 539.5, 1749.0, 46.5], shoonya_11sZNRCT6EO5IT, 6473861]
[author, [477.0, 619.0, 753.0, 46.5], shoonya_8sB413G2YQ90D8, 6473861]
[paragraph, [186.0, 721.0, 819.0, 46.5], shoonya_3sYF1ZUV0C8GGI, 6473861]
[paragraph, [186.0, 767.5, 819.0, 46.5], shoonya_3sYF1ZUV0C8GGI, 6473861]
[paragraph, [186.0, 814.0, 819.0, 46.5], shoonya_3sYF1ZUV0C8GGI, 6473861]
[paragraph, [186.0, 860.5, 819.0, 46.5], shoonya_3sYF1ZUV0C8GGI, 6473861]
[paragraph, [186.0, 907.0, 819.0, 46.5], shoonya_3sYF1ZUV0C8GGI, 6473861]
[paragraph, [186.0, 953.5, 819.0, 46.5], shoonya_3sYF1ZUV0C8GGI, 6473861]
[paragraph, [186.0, 1000.0, 819.0, 46.5], shoonya_3sYF1ZUV0C8GGI, 6473861]
[paragraph, [186.0, 1046.5, 819.0, 46.5], shoonya_3sYF1ZUV0C8GGI, 6473861]
[paragraph, [186.0, 1093.0, 819.0, 46.5], shoonya_3sYF1ZUV0C8GGI, 6473861]
[paragraph, [186.0, 1139.5, 819.0, 46.5], shoonya_3sYF1ZUV0C8GGI, 6473861]
[paragraph, [186.0, 1186.0, 819.0, 46.5], shoonya_3sYF1ZUV0C8GGI, 6473861]
[paragraph, [179.0, 1276.0, 824.0, 46.5], shoonya_2sVIL76YA8O32Y, 6473861]
[paragraph, [179.0, 1322.5, 824.0, 46.5], shoonya_2sVIL76YA8O32Y, 6473861]
[paragraph, [179.0, 1369.0, 824.0, 46.5], shoonya_2sVIL76YA8O32Y, 6473861]
[quote, [196.0, 1458.0, 785.0, 46.5], shoonya_7sL7EKBPEMGR10, 6473861]
[quote, [196.0, 1504.5, 785.0, 46.5], shoonya_7sL7EKBPEMGR10, 6473861]
[quote, [196.0, 1551.0, 785.0, 46.5], shoonya_7sL7EKBPEMGR10, 6473861]
[quote, [196.0, 1597.5, 785.0, 46.5], shoonya_7sL7EKBPEMGR10, 6473861]
[figure-caption, [1495.0, 1468.0, 398.0, 46.5], shoonya_5sBB87BXIMXSV1, 6473861]
[paragraph, [1040.0, 1561.0, 175.0, 46.5], shoonya_6sD2QXJYCLV81N, 6473861]
[paragraph, [1036.0, 1663.0, 826.0, 46.5], jh1cL85BHx, 6473861]
[paragraph, [1036.0, 1709.5, 826.0, 46.5], jh1cL85BHx, 6473861]
[paragraph, [1036.0, 1756.0, 826.0, 46.5], jh1cL85BHx, 6473861]
[paragraph, [1036.0, 1802.5, 826.0, 46.5], jh1cL85BHx, 6473861]
[paragraph, [1036.0, 1849.0, 826.0, 46.5], jh1cL85BHx, 6473861]
[paragraph, [1036.0, 1895.5, 826.0, 46.5], jh1cL85BHx, 6473861]
[paragraph, [1036.0, 1942.0, 826.0, 46.5], jh1cL85BHx, 6473861]
[paragraph, [1036.0, 1988.5, 826.0, 46.5], jh1cL85BHx, 6473861]
[paragraph, [1036.0, 2035.0, 826.0, 46.5], jh1cL85BHx, 6473861]
[paragraph, [1036.0, 2081.5, 826.0, 46.5], jh1cL85BHx, 6473861]
[paragraph, [1036.0, 2128.0, 826.0, 46.5], jh1cL85BHx, 6473861]
[paragraph, [1036.0, 2174.5, 826.0, 46.5], jh1cL85BHx, 6473861]
[paragraph, [1036.0, 2221.0, 826.0, 46.5], jh1cL85BHx, 6473861]
[paragraph, [1036.0, 2267.5, 826.0, 46.5], jh1cL85BHx, 6473861]
[paragraph, [1036.0, 2314.0, 826.0, 46.5], jh1cL85BHx, 6473861]
[paragraph, [1036.0, 2360.5, 826.0, 46.5], jh1cL85BHx, 6473861]
[paragraph, [1036.0, 2407.0, 826.0, 46.5], jh1cL85BHx, 6473861]
[paragraph, [1036.0, 2453.5, 826.0, 46.5], jh1cL85BHx, 6473861]
[paragraph, [1036.0, 2500.0, 826.0, 46.5], jh1cL85BHx, 6473861]
[paragraph, [1036.0, 2546.5, 826.0, 46.5], jh1cL85BHx, 6473861]
[paragraph, [1036.0, 2593.0, 826.0, 46.5], jh1cL85BHx, 6473861]
[author, [558.0, 1673.0, 412.0, 46.5], uWNfEQQH0c, 6473861]
[paragraph, [174.0, 1802.0, 768.0, 46.5], shoonya_4sI7EPHA8SNMHP, 6473861]
[paragraph, [174.0, 1848.5, 768.0, 46.5], shoonya_4sI7EPHA8SNMHP, 6473861]
[paragraph, [174.0, 1895.0, 768.0, 46.5], shoonya_4sI7EPHA8SNMHP, 6473861]
[paragraph, [174.0, 1941.5, 768.0, 46.5], shoonya_4sI7EPHA8SNMHP, 6473861]
[paragraph, [174.0, 1988.0, 768.0, 46.5], shoonya_4sI7EPHA8SNMHP, 6473861]
[paragraph, [178.0, 2095.0, 820.0, 46.5], shoonya_0s5TTWNQ8GKV9H, 6473861]
[paragraph, [178.0, 2141.5, 820.0, 46.5], shoonya_0s5TTWNQ8GKV9H, 6473861]
[paragraph, [178.0, 2188.0, 820.0, 46.5], shoonya_0s5TTWNQ8GKV9H, 6473861]
[paragraph, [178.0, 2234.5, 820.0, 46.5], shoonya_0s5TTWNQ8GKV9H, 6473861]
[paragraph, [178.0, 2281.0, 820.0, 46.5], shoonya_0s5TTWNQ8GKV9H, 6473861]
[paragraph, [178.0, 2327.5, 820.0, 46.5], shoonya_0s5TTWNQ8GKV9H, 6473861]
[paragraph, [178.0, 2374.0, 820.0, 46.5], shoonya_0s5TTWNQ8GKV9H, 6473861]
[paragraph, [178.0, 2420.5, 820.0, 46.5], shoonya_0s5TTWNQ8GKV9H, 6473861]
[paragraph, [178.0, 2467.0, 820.0, 46.5], shoonya_0s5TTWNQ8GKV9H, 6473861]
[paragraph, [178.0, 2513.5, 820.0, 46.5], shoonya_0s5TTWNQ8GKV9H, 6473861]
[paragraph, [178.0, 2560.0, 820.0, 46.5], shoonya_0s5TTWNQ8GKV9H, 6473861]
[paragraph, [178.0, 2606.5, 820.0, 46.5], shoonya_0s5TTWNQ8GKV9H, 6473861]
