[1468, 909]
[headline, [387.0, 70.0, 99.0, 25.5], RMCqkgQSz0, 5769826]
[headline, [387.0, 95.5, 99.0, 25.5], RMCqkgQSz0, 5769826]
[paragraph, [456.0, 132.0, 382.0, 18.0], x6CWQXnYqp, 5769826]
[paragraph, [456.0, 150.0, 382.0, 18.0], x6CWQXnYqp, 5769826]
[paragraph, [456.0, 168.0, 382.0, 18.0], x6CWQXnYqp, 5769826]
[paragraph, [456.0, 186.0, 382.0, 18.0], x6CWQXnYqp, 5769826]
[paragraph, [456.0, 204.0, 382.0, 18.0], x6CWQXnYqp, 5769826]
[paragraph, [456.0, 222.0, 382.0, 18.0], x6CWQXnYqp, 5769826]
[paragraph, [456.0, 240.0, 382.0, 18.0], x6CWQXnYqp, 5769826]
[paragraph, [76.0, 138.0, 376.0, 18.0], shoonya_0s8PUO1RTJXFDN, 5769826]
[paragraph, [76.0, 156.0, 376.0, 18.0], shoonya_0s8PUO1RTJXFDN, 5769826]
[paragraph, [76.0, 174.0, 376.0, 18.0], shoonya_0s8PUO1RTJXFDN, 5769826]
[paragraph, [76.0, 192.0, 376.0, 18.0], shoonya_0s8PUO1RTJXFDN, 5769826]
[paragraph, [76.0, 210.0, 376.0, 18.0], shoonya_0s8PUO1RTJXFDN, 5769826]
[paragraph, [76.0, 228.0, 376.0, 18.0], shoonya_0s8PUO1RTJXFDN, 5769826]
[paragraph, [76.0, 246.0, 376.0, 18.0], shoonya_0s8PUO1RTJXFDN, 5769826]
[paragraph, [76.0, 264.0, 376.0, 18.0], shoonya_0s8PUO1RTJXFDN, 5769826]
[paragraph, [76.0, 282.0, 376.0, 18.0], shoonya_0s8PUO1RTJXFDN, 5769826]
[paragraph, [76.0, 300.0, 376.0, 18.0], shoonya_0s8PUO1RTJXFDN, 5769826]
[paragraph, [76.0, 318.0, 376.0, 18.0], shoonya_0s8PUO1RTJXFDN, 5769826]
[paragraph, [76.0, 336.0, 376.0, 18.0], shoonya_0s8PUO1RTJXFDN, 5769826]
[paragraph, [76.0, 354.0, 376.0, 18.0], shoonya_0s8PUO1RTJXFDN, 5769826]
[paragraph, [76.0, 372.0, 376.0, 18.0], shoonya_0s8PUO1RTJXFDN, 5769826]
[paragraph, [76.0, 390.0, 376.0, 18.0], shoonya_0s8PUO1RTJXFDN, 5769826]
[paragraph, [76.0, 408.0, 376.0, 18.0], shoonya_0s8PUO1RTJXFDN, 5769826]
[paragraph, [76.0, 426.0, 376.0, 18.0], shoonya_0s8PUO1RTJXFDN, 5769826]
[paragraph, [76.0, 444.0, 376.0, 18.0], shoonya_0s8PUO1RTJXFDN, 5769826]
[paragraph, [76.0, 462.0, 376.0, 18.0], shoonya_0s8PUO1RTJXFDN, 5769826]
[paragraph, [76.0, 480.0, 376.0, 18.0], shoonya_0s8PUO1RTJXFDN, 5769826]
[paragraph, [76.0, 498.0, 376.0, 18.0], shoonya_0s8PUO1RTJXFDN, 5769826]
[paragraph, [76.0, 516.0, 376.0, 18.0], shoonya_0s8PUO1RTJXFDN, 5769826]
[paragraph, [76.0, 534.0, 376.0, 18.0], shoonya_0s8PUO1RTJXFDN, 5769826]
[paragraph, [76.0, 552.0, 376.0, 18.0], shoonya_0s8PUO1RTJXFDN, 5769826]
[paragraph, [76.0, 570.0, 376.0, 18.0], shoonya_0s8PUO1RTJXFDN, 5769826]
[paragraph, [76.0, 588.0, 376.0, 18.0], shoonya_0s8PUO1RTJXFDN, 5769826]
[paragraph, [76.0, 606.0, 376.0, 18.0], shoonya_0s8PUO1RTJXFDN, 5769826]
[paragraph, [76.0, 624.0, 376.0, 18.0], shoonya_0s8PUO1RTJXFDN, 5769826]
[paragraph, [76.0, 642.0, 376.0, 18.0], shoonya_0s8PUO1RTJXFDN, 5769826]
[paragraph, [457.0, 255.0, 373.0, 18.0], ULnOlCJnr_, 5769826]
[paragraph, [457.0, 273.0, 373.0, 18.0], ULnOlCJnr_, 5769826]
[paragraph, [457.0, 291.0, 373.0, 18.0], ULnOlCJnr_, 5769826]
[paragraph, [457.0, 309.0, 373.0, 18.0], ULnOlCJnr_, 5769826]
[paragraph, [457.0, 327.0, 373.0, 18.0], ULnOlCJnr_, 5769826]
[paragraph, [456.0, 373.0, 373.0, 18.0], mIeypkvitB, 5769826]
[paragraph, [456.0, 391.0, 373.0, 18.0], mIeypkvitB, 5769826]
[paragraph, [456.0, 409.0, 373.0, 18.0], mIeypkvitB, 5769826]
[paragraph, [520.0, 431.0, 227.0, 18.0], 95z5Fb5rxi, 5769826]
[paragraph, [520.0, 449.0, 227.0, 18.0], 95z5Fb5rxi, 5769826]
[paragraph, [520.0, 467.0, 227.0, 18.0], 95z5Fb5rxi, 5769826]
[paragraph, [502.0, 490.0, 293.0, 18.0], sS8k-rBtn6, 5769826]
[paragraph, [502.0, 508.0, 293.0, 18.0], sS8k-rBtn6, 5769826]
[paragraph, [502.0, 526.0, 293.0, 18.0], sS8k-rBtn6, 5769826]
[paragraph, [476.0, 547.0, 254.0, 18.0], HFnTPf0sHK, 5769826]
[paragraph, [476.0, 565.0, 254.0, 18.0], HFnTPf0sHK, 5769826]
[paragraph, [476.0, 583.0, 254.0, 18.0], HFnTPf0sHK, 5769826]
[paragraph, [489.0, 596.0, 246.0, 18.0], 1rbb9fvkt5, 5769826]
[paragraph, [489.0, 614.0, 246.0, 18.0], 1rbb9fvkt5, 5769826]
[paragraph, [489.0, 632.0, 246.0, 18.0], 1rbb9fvkt5, 5769826]
[paragraph, [476.0, 658.0, 295.0, 18.0], 3_DgDhIyWT, 5769826]
[paragraph, [476.0, 676.0, 295.0, 18.0], 3_DgDhIyWT, 5769826]
[paragraph, [476.0, 694.0, 295.0, 18.0], 3_DgDhIyWT, 5769826]
[paragraph, [72.0, 670.0, 383.0, 18.0], UuDOSdMJjo, 5769826]
[paragraph, [72.0, 688.0, 383.0, 18.0], UuDOSdMJjo, 5769826]
[paragraph, [72.0, 706.0, 383.0, 18.0], UuDOSdMJjo, 5769826]
[paragraph, [72.0, 724.0, 383.0, 18.0], UuDOSdMJjo, 5769826]
[paragraph, [72.0, 742.0, 383.0, 18.0], UuDOSdMJjo, 5769826]
[paragraph, [72.0, 760.0, 383.0, 18.0], UuDOSdMJjo, 5769826]
[paragraph, [72.0, 778.0, 383.0, 18.0], UuDOSdMJjo, 5769826]
[paragraph, [72.0, 796.0, 383.0, 18.0], UuDOSdMJjo, 5769826]
[paragraph, [72.0, 814.0, 383.0, 18.0], UuDOSdMJjo, 5769826]
[paragraph, [72.0, 832.0, 383.0, 18.0], UuDOSdMJjo, 5769826]
[paragraph, [72.0, 850.0, 383.0, 18.0], UuDOSdMJjo, 5769826]
[paragraph, [72.0, 868.0, 383.0, 18.0], UuDOSdMJjo, 5769826]
[paragraph, [72.0, 886.0, 383.0, 18.0], UuDOSdMJjo, 5769826]
