[1212, 738]
[section-title, [233.0, 114.0, 277.0, 30.0], shoonya_2sIEJQ87N4TJF5, 5719480]
[section-title, [233.0, 144.0, 277.0, 30.0], shoonya_2sIEJQ87N4TJF5, 5719480]
[section-title, [233.0, 174.0, 277.0, 30.0], shoonya_2sIEJQ87N4TJF5, 5719480]
[section-title, [233.0, 204.0, 277.0, 30.0], shoonya_2sIEJQ87N4TJF5, 5719480]
[paragraph, [38.0, 253.0, 657.0, 18.0], shoonya_3sH47M9UBCA4HR, 5719480]
[paragraph, [38.0, 271.0, 657.0, 18.0], shoonya_3sH47M9UBCA4HR, 5719480]
[paragraph, [38.0, 289.0, 657.0, 18.0], shoonya_3sH47M9UBCA4HR, 5719480]
[paragraph, [38.0, 307.0, 657.0, 18.0], shoonya_3sH47M9UBCA4HR, 5719480]
[paragraph, [38.0, 325.0, 657.0, 18.0], shoonya_3sH47M9UBCA4HR, 5719480]
[paragraph, [38.0, 343.0, 657.0, 18.0], shoonya_3sH47M9UBCA4HR, 5719480]
[paragraph, [38.0, 371.0, 658.0, 18.0], shoonya_4s94RAJXCZMKX2, 5719480]
[paragraph, [38.0, 389.0, 658.0, 18.0], shoonya_4s94RAJXCZMKX2, 5719480]
[paragraph, [38.0, 407.0, 658.0, 18.0], shoonya_4s94RAJXCZMKX2, 5719480]
[paragraph, [38.0, 425.0, 658.0, 18.0], shoonya_4s94RAJXCZMKX2, 5719480]
[paragraph, [38.0, 443.0, 658.0, 18.0], shoonya_4s94RAJXCZMKX2, 5719480]
[paragraph, [38.0, 461.0, 658.0, 18.0], shoonya_4s94RAJXCZMKX2, 5719480]
[paragraph, [38.0, 479.0, 658.0, 18.0], shoonya_4s94RAJXCZMKX2, 5719480]
[paragraph, [38.0, 497.0, 658.0, 18.0], shoonya_4s94RAJXCZMKX2, 5719480]
[paragraph, [38.0, 515.0, 658.0, 18.0], shoonya_4s94RAJXCZMKX2, 5719480]
[paragraph, [38.0, 533.0, 658.0, 18.0], shoonya_4s94RAJXCZMKX2, 5719480]
[paragraph, [38.0, 551.0, 658.0, 18.0], shoonya_4s94RAJXCZMKX2, 5719480]
[paragraph, [38.0, 569.0, 658.0, 18.0], shoonya_4s94RAJXCZMKX2, 5719480]
[paragraph, [38.0, 587.0, 658.0, 18.0], shoonya_4s94RAJXCZMKX2, 5719480]
[paragraph, [38.0, 605.0, 658.0, 18.0], shoonya_4s94RAJXCZMKX2, 5719480]
[paragraph, [38.0, 623.0, 658.0, 18.0], shoonya_4s94RAJXCZMKX2, 5719480]
[paragraph, [38.0, 641.0, 658.0, 18.0], shoonya_4s94RAJXCZMKX2, 5719480]
[paragraph, [38.0, 659.0, 658.0, 18.0], shoonya_4s94RAJXCZMKX2, 5719480]
[paragraph, [38.0, 677.0, 658.0, 18.0], shoonya_4s94RAJXCZMKX2, 5719480]
[paragraph, [38.0, 695.0, 658.0, 18.0], shoonya_4s94RAJXCZMKX2, 5719480]
[paragraph, [38.0, 713.0, 658.0, 18.0], shoonya_4s94RAJXCZMKX2, 5719480]
[paragraph, [38.0, 731.0, 658.0, 18.0], shoonya_4s94RAJXCZMKX2, 5719480]
[paragraph, [38.0, 749.0, 658.0, 18.0], shoonya_4s94RAJXCZMKX2, 5719480]
[paragraph, [38.0, 767.0, 658.0, 18.0], shoonya_4s94RAJXCZMKX2, 5719480]
[paragraph, [38.0, 785.0, 658.0, 18.0], shoonya_4s94RAJXCZMKX2, 5719480]
[paragraph, [38.0, 803.0, 658.0, 18.0], shoonya_4s94RAJXCZMKX2, 5719480]
[paragraph, [38.0, 821.0, 658.0, 18.0], shoonya_4s94RAJXCZMKX2, 5719480]
[paragraph, [38.0, 839.0, 658.0, 18.0], shoonya_4s94RAJXCZMKX2, 5719480]
[paragraph, [38.0, 857.0, 658.0, 18.0], shoonya_4s94RAJXCZMKX2, 5719480]
[paragraph, [38.0, 875.0, 658.0, 18.0], shoonya_4s94RAJXCZMKX2, 5719480]
[paragraph, [38.0, 893.0, 658.0, 18.0], shoonya_4s94RAJXCZMKX2, 5719480]
[paragraph, [38.0, 911.0, 658.0, 18.0], shoonya_4s94RAJXCZMKX2, 5719480]
[paragraph, [38.0, 929.0, 658.0, 18.0], shoonya_4s94RAJXCZMKX2, 5719480]
[paragraph, [38.0, 947.0, 658.0, 18.0], shoonya_4s94RAJXCZMKX2, 5719480]
[paragraph, [38.0, 965.0, 658.0, 18.0], shoonya_4s94RAJXCZMKX2, 5719480]
[paragraph, [38.0, 983.0, 658.0, 18.0], shoonya_4s94RAJXCZMKX2, 5719480]
[paragraph, [38.0, 1001.0, 658.0, 18.0], shoonya_4s94RAJXCZMKX2, 5719480]
[paragraph, [38.0, 1019.0, 658.0, 18.0], shoonya_4s94RAJXCZMKX2, 5719480]
[paragraph, [38.0, 1037.0, 658.0, 18.0], shoonya_4s94RAJXCZMKX2, 5719480]
[paragraph, [38.0, 1055.0, 658.0, 18.0], shoonya_4s94RAJXCZMKX2, 5719480]
[paragraph, [38.0, 1073.0, 658.0, 18.0], shoonya_4s94RAJXCZMKX2, 5719480]
[folio, [366.0, 1166.0, 367.0, 18.0], rIe5SmOTWF, 5719480]
[folio, [366.0, 1184.0, 367.0, 18.0], rIe5SmOTWF, 5719480]
