[3509, 2480]
[paragraph, [448.0, 254.0, 1773.0, 52.5], F2Fn6TZC_n, 5724581]
[paragraph, [448.0, 306.5, 1773.0, 52.5], F2Fn6TZC_n, 5724581]
[paragraph, [448.0, 359.0, 1773.0, 52.5], F2Fn6TZC_n, 5724581]
[paragraph, [448.0, 411.5, 1773.0, 52.5], F2Fn6TZC_n, 5724581]
[section-title, [446.0, 535.0, 400.0, 93.0], shoonya_3sP9Q49JH9HTTN, 5724581]
[paragraph, [438.0, 642.0, 1788.0, 52.5], shoonya_2sP1PEOH9PQ0X2, 5724581]
[paragraph, [438.0, 694.5, 1788.0, 52.5], shoonya_2sP1PEOH9PQ0X2, 5724581]
[paragraph, [438.0, 747.0, 1788.0, 52.5], shoonya_2sP1PEOH9PQ0X2, 5724581]
[paragraph, [438.0, 799.5, 1788.0, 52.5], shoonya_2sP1PEOH9PQ0X2, 5724581]
[paragraph, [438.0, 852.0, 1788.0, 52.5], shoonya_2sP1PEOH9PQ0X2, 5724581]
[paragraph, [438.0, 904.5, 1788.0, 52.5], shoonya_2sP1PEOH9PQ0X2, 5724581]
[paragraph, [438.0, 957.0, 1788.0, 52.5], shoonya_2sP1PEOH9PQ0X2, 5724581]
[paragraph, [438.0, 1009.5, 1788.0, 52.5], shoonya_2sP1PEOH9PQ0X2, 5724581]
[paragraph, [438.0, 1062.0, 1788.0, 52.5], shoonya_2sP1PEOH9PQ0X2, 5724581]
[paragraph, [438.0, 1114.5, 1788.0, 52.5], shoonya_2sP1PEOH9PQ0X2, 5724581]
[paragraph, [438.0, 1167.0, 1788.0, 52.5], shoonya_2sP1PEOH9PQ0X2, 5724581]
[paragraph, [438.0, 1219.5, 1788.0, 52.5], shoonya_2sP1PEOH9PQ0X2, 5724581]
[paragraph, [438.0, 1272.0, 1788.0, 52.5], shoonya_2sP1PEOH9PQ0X2, 5724581]
[paragraph, [438.0, 1324.5, 1788.0, 52.5], shoonya_2sP1PEOH9PQ0X2, 5724581]
[paragraph, [438.0, 1377.0, 1788.0, 52.5], shoonya_2sP1PEOH9PQ0X2, 5724581]
[paragraph, [438.0, 1429.5, 1788.0, 52.5], shoonya_2sP1PEOH9PQ0X2, 5724581]
[paragraph, [438.0, 1482.0, 1788.0, 52.5], shoonya_2sP1PEOH9PQ0X2, 5724581]
[paragraph, [438.0, 1534.5, 1788.0, 52.5], shoonya_2sP1PEOH9PQ0X2, 5724581]
[paragraph, [438.0, 1587.0, 1788.0, 52.5], shoonya_2sP1PEOH9PQ0X2, 5724581]
[paragraph, [438.0, 1639.5, 1788.0, 52.5], shoonya_2sP1PEOH9PQ0X2, 5724581]
[paragraph, [448.0, 1723.0, 1794.0, 52.5], shoonya_1sOAD5TDELJRLN, 5724581]
[paragraph, [448.0, 1775.5, 1794.0, 52.5], shoonya_1sOAD5TDELJRLN, 5724581]
[paragraph, [448.0, 1828.0, 1794.0, 52.5], shoonya_1sOAD5TDELJRLN, 5724581]
[paragraph, [448.0, 1880.5, 1794.0, 52.5], shoonya_1sOAD5TDELJRLN, 5724581]
[paragraph, [448.0, 1933.0, 1794.0, 52.5], shoonya_1sOAD5TDELJRLN, 5724581]
[paragraph, [448.0, 1985.5, 1794.0, 52.5], shoonya_1sOAD5TDELJRLN, 5724581]
[paragraph, [448.0, 2038.0, 1794.0, 52.5], shoonya_1sOAD5TDELJRLN, 5724581]
[paragraph, [448.0, 2090.5, 1794.0, 52.5], shoonya_1sOAD5TDELJRLN, 5724581]
[paragraph, [448.0, 2143.0, 1794.0, 52.5], shoonya_1sOAD5TDELJRLN, 5724581]
[paragraph, [448.0, 2195.5, 1794.0, 52.5], shoonya_1sOAD5TDELJRLN, 5724581]
[paragraph, [448.0, 2248.0, 1794.0, 52.5], shoonya_1sOAD5TDELJRLN, 5724581]
[paragraph, [448.0, 2300.5, 1794.0, 52.5], shoonya_1sOAD5TDELJRLN, 5724581]
[paragraph, [448.0, 2353.0, 1794.0, 52.5], shoonya_1sOAD5TDELJRLN, 5724581]
[paragraph, [448.0, 2405.5, 1794.0, 52.5], shoonya_1sOAD5TDELJRLN, 5724581]
[paragraph, [448.0, 2458.0, 1794.0, 52.5], shoonya_1sOAD5TDELJRLN, 5724581]
[paragraph, [448.0, 2510.5, 1794.0, 52.5], shoonya_1sOAD5TDELJRLN, 5724581]
[paragraph, [448.0, 2563.0, 1794.0, 52.5], shoonya_1sOAD5TDELJRLN, 5724581]
[paragraph, [448.0, 2615.5, 1794.0, 52.5], shoonya_1sOAD5TDELJRLN, 5724581]
[paragraph, [448.0, 2668.0, 1794.0, 52.5], shoonya_1sOAD5TDELJRLN, 5724581]
[paragraph, [448.0, 2720.5, 1794.0, 52.5], shoonya_1sOAD5TDELJRLN, 5724581]
[paragraph, [448.0, 2773.0, 1794.0, 52.5], shoonya_1sOAD5TDELJRLN, 5724581]
[paragraph, [448.0, 2825.5, 1794.0, 52.5], shoonya_1sOAD5TDELJRLN, 5724581]
