[1267, 753]
[folio, [317.0, 77.0, 107.0, 18.0], shoonya_1s13BV6BSATDWP, 5699293]
[paragraph, [73.0, 126.0, 601.0, 18.0], shoonya_0sK9FL9C5GO1NY, 5699293]
[paragraph, [73.0, 144.0, 601.0, 18.0], shoonya_0sK9FL9C5GO1NY, 5699293]
[paragraph, [73.0, 162.0, 601.0, 18.0], shoonya_0sK9FL9C5GO1NY, 5699293]
[paragraph, [73.0, 180.0, 601.0, 18.0], shoonya_0sK9FL9C5GO1NY, 5699293]
[paragraph, [73.0, 198.0, 601.0, 18.0], shoonya_0sK9FL9C5GO1NY, 5699293]
[paragraph, [73.0, 216.0, 601.0, 18.0], shoonya_0sK9FL9C5GO1NY, 5699293]
[paragraph, [73.0, 234.0, 601.0, 18.0], shoonya_0sK9FL9C5GO1NY, 5699293]
[paragraph, [73.0, 252.0, 601.0, 18.0], shoonya_0sK9FL9C5GO1NY, 5699293]
[paragraph, [73.0, 270.0, 601.0, 18.0], shoonya_0sK9FL9C5GO1NY, 5699293]
[paragraph, [73.0, 288.0, 601.0, 18.0], shoonya_0sK9FL9C5GO1NY, 5699293]
[paragraph, [73.0, 306.0, 601.0, 18.0], shoonya_0sK9FL9C5GO1NY, 5699293]
[paragraph, [73.0, 324.0, 601.0, 18.0], shoonya_0sK9FL9C5GO1NY, 5699293]
[paragraph, [73.0, 342.0, 601.0, 18.0], shoonya_0sK9FL9C5GO1NY, 5699293]
[paragraph, [67.0, 368.0, 610.0, 18.0], bAsyUFQzVk, 5699293]
[paragraph, [67.0, 386.0, 610.0, 18.0], bAsyUFQzVk, 5699293]
[paragraph, [67.0, 404.0, 610.0, 18.0], bAsyUFQzVk, 5699293]
[paragraph, [67.0, 422.0, 610.0, 18.0], bAsyUFQzVk, 5699293]
[paragraph, [67.0, 440.0, 610.0, 18.0], bAsyUFQzVk, 5699293]
[paragraph, [67.0, 458.0, 610.0, 18.0], bAsyUFQzVk, 5699293]
[paragraph, [67.0, 476.0, 610.0, 18.0], bAsyUFQzVk, 5699293]
[paragraph, [67.0, 494.0, 610.0, 18.0], bAsyUFQzVk, 5699293]
[paragraph, [67.0, 512.0, 610.0, 18.0], bAsyUFQzVk, 5699293]
[paragraph, [67.0, 530.0, 610.0, 18.0], bAsyUFQzVk, 5699293]
[paragraph, [67.0, 548.0, 610.0, 18.0], bAsyUFQzVk, 5699293]
[paragraph, [67.0, 566.0, 610.0, 18.0], bAsyUFQzVk, 5699293]
[paragraph, [67.0, 584.0, 610.0, 18.0], bAsyUFQzVk, 5699293]
[paragraph, [67.0, 602.0, 610.0, 18.0], bAsyUFQzVk, 5699293]
[paragraph, [67.0, 620.0, 610.0, 18.0], bAsyUFQzVk, 5699293]
[paragraph, [67.0, 638.0, 610.0, 18.0], bAsyUFQzVk, 5699293]
[paragraph, [67.0, 656.0, 610.0, 18.0], bAsyUFQzVk, 5699293]
[paragraph, [67.0, 674.0, 610.0, 18.0], bAsyUFQzVk, 5699293]
[paragraph, [67.0, 692.0, 610.0, 18.0], bAsyUFQzVk, 5699293]
[paragraph, [67.0, 710.0, 610.0, 18.0], bAsyUFQzVk, 5699293]
[paragraph, [67.0, 728.0, 610.0, 18.0], bAsyUFQzVk, 5699293]
[paragraph, [67.0, 746.0, 610.0, 18.0], bAsyUFQzVk, 5699293]
[paragraph, [67.0, 764.0, 610.0, 18.0], bAsyUFQzVk, 5699293]
[paragraph, [67.0, 782.0, 610.0, 18.0], bAsyUFQzVk, 5699293]
[paragraph, [67.0, 800.0, 610.0, 18.0], bAsyUFQzVk, 5699293]
[paragraph, [67.0, 818.0, 610.0, 18.0], bAsyUFQzVk, 5699293]
[paragraph, [67.0, 836.0, 610.0, 18.0], bAsyUFQzVk, 5699293]
[paragraph, [67.0, 854.0, 610.0, 18.0], bAsyUFQzVk, 5699293]
[paragraph, [67.0, 872.0, 610.0, 18.0], bAsyUFQzVk, 5699293]
[paragraph, [67.0, 890.0, 610.0, 18.0], bAsyUFQzVk, 5699293]
[paragraph, [67.0, 908.0, 610.0, 18.0], bAsyUFQzVk, 5699293]
[paragraph, [67.0, 926.0, 610.0, 18.0], bAsyUFQzVk, 5699293]
[paragraph, [67.0, 944.0, 610.0, 18.0], bAsyUFQzVk, 5699293]
[paragraph, [67.0, 962.0, 610.0, 18.0], bAsyUFQzVk, 5699293]
[paragraph, [67.0, 980.0, 610.0, 18.0], bAsyUFQzVk, 5699293]
[paragraph, [67.0, 998.0, 610.0, 18.0], bAsyUFQzVk, 5699293]
[paragraph, [67.0, 1016.0, 610.0, 18.0], bAsyUFQzVk, 5699293]
[paragraph, [67.0, 1034.0, 610.0, 18.0], bAsyUFQzVk, 5699293]
[paragraph, [67.0, 1052.0, 610.0, 18.0], bAsyUFQzVk, 5699293]
[paragraph, [67.0, 1070.0, 610.0, 18.0], bAsyUFQzVk, 5699293]
[paragraph, [67.0, 1088.0, 610.0, 18.0], bAsyUFQzVk, 5699293]
[paragraph, [67.0, 1106.0, 610.0, 18.0], bAsyUFQzVk, 5699293]
[paragraph, [67.0, 1124.0, 610.0, 18.0], bAsyUFQzVk, 5699293]
[paragraph, [67.0, 1142.0, 610.0, 18.0], bAsyUFQzVk, 5699293]
[paragraph, [67.0, 1160.0, 610.0, 18.0], bAsyUFQzVk, 5699293]
[paragraph, [67.0, 1178.0, 610.0, 18.0], bAsyUFQzVk, 5699293]
