[842, 596]
[sidebar, [422.0, 99.0, 105.0, 18.0], fq0Ulw-Hb4, 6461293]
[sidebar, [422.0, 117.0, 105.0, 18.0], fq0Ulw-Hb4, 6461293]
[sidebar, [64.0, 101.0, 86.0, 18.0], -sEMkd3E-D, 6461293]
[sidebar, [64.0, 119.0, 86.0, 18.0], -sEMkd3E-D, 6461293]
[sidebar, [239.0, 148.0, 108.0, 18.0], KNfbk0K-c9, 6461293]
[sidebar, [239.0, 166.0, 108.0, 18.0], KNfbk0K-c9, 6461293]
[ordered-list, [60.0, 215.0, 335.0, 18.0], nx302lD7f7, 6461293]
[ordered-list, [60.0, 233.0, 335.0, 18.0], nx302lD7f7, 6461293]
[ordered-list, [60.0, 251.0, 335.0, 18.0], nx302lD7f7, 6461293]
[ordered-list, [60.0, 269.0, 335.0, 18.0], nx302lD7f7, 6461293]
[ordered-list, [60.0, 287.0, 335.0, 18.0], nx302lD7f7, 6461293]
[ordered-list, [60.0, 305.0, 335.0, 18.0], nx302lD7f7, 6461293]
[ordered-list, [60.0, 323.0, 335.0, 18.0], nx302lD7f7, 6461293]
[ordered-list, [60.0, 341.0, 335.0, 18.0], nx302lD7f7, 6461293]
[ordered-list, [60.0, 359.0, 335.0, 18.0], nx302lD7f7, 6461293]
[ordered-list, [60.0, 377.0, 335.0, 18.0], nx302lD7f7, 6461293]
[ordered-list, [60.0, 395.0, 335.0, 18.0], nx302lD7f7, 6461293]
[ordered-list, [60.0, 413.0, 335.0, 18.0], nx302lD7f7, 6461293]
[ordered-list, [60.0, 431.0, 335.0, 18.0], nx302lD7f7, 6461293]
[ordered-list, [60.0, 449.0, 335.0, 18.0], nx302lD7f7, 6461293]
[ordered-list, [60.0, 467.0, 335.0, 18.0], nx302lD7f7, 6461293]
[ordered-list, [60.0, 485.0, 335.0, 18.0], nx302lD7f7, 6461293]
[ordered-list, [60.0, 503.0, 335.0, 18.0], nx302lD7f7, 6461293]
[ordered-list, [60.0, 521.0, 335.0, 18.0], nx302lD7f7, 6461293]
[ordered-list, [60.0, 539.0, 335.0, 18.0], nx302lD7f7, 6461293]
[ordered-list, [60.0, 557.0, 335.0, 18.0], nx302lD7f7, 6461293]
[ordered-list, [60.0, 575.0, 335.0, 18.0], nx302lD7f7, 6461293]
[ordered-list, [60.0, 593.0, 335.0, 18.0], nx302lD7f7, 6461293]
[ordered-list, [60.0, 611.0, 335.0, 18.0], nx302lD7f7, 6461293]
[ordered-list, [60.0, 629.0, 335.0, 18.0], nx302lD7f7, 6461293]
[ordered-list, [60.0, 647.0, 335.0, 18.0], nx302lD7f7, 6461293]
[ordered-list, [60.0, 665.0, 335.0, 18.0], nx302lD7f7, 6461293]
[sub-ordered-list, [102.0, 230.0, 100.0, 18.0], lWCbIxojQp, 6461293]
[sub-ordered-list, [102.0, 248.0, 100.0, 18.0], lWCbIxojQp, 6461293]
[sub-ordered-list, [102.0, 266.0, 100.0, 18.0], lWCbIxojQp, 6461293]
[folio, [140.0, 294.0, 181.0, 18.0], rQjkOxn7Si, 6461293]
[sub-ordered-list, [102.0, 328.0, 98.0, 18.0], _oSOOiQXB8, 6461293]
[sub-ordered-list, [103.0, 376.0, 101.0, 18.0], 9uvBIWjJ0m, 6461293]
[sub-ordered-list, [97.0, 423.0, 268.0, 18.0], 2puz0namxX, 6461293]
[sub-ordered-list, [97.0, 441.0, 268.0, 18.0], 2puz0namxX, 6461293]
[sub-ordered-list, [97.0, 459.0, 268.0, 18.0], 2puz0namxX, 6461293]
[sub-ordered-list, [97.0, 477.0, 268.0, 18.0], 2puz0namxX, 6461293]
[sub-ordered-list, [97.0, 495.0, 268.0, 18.0], 2puz0namxX, 6461293]
[sub-ordered-list, [97.0, 513.0, 268.0, 18.0], 2puz0namxX, 6461293]
[sub-ordered-list, [97.0, 531.0, 268.0, 18.0], 2puz0namxX, 6461293]
[sub-ordered-list, [97.0, 549.0, 268.0, 18.0], 2puz0namxX, 6461293]
[sub-ordered-list, [97.0, 567.0, 268.0, 18.0], 2puz0namxX, 6461293]
[sub-ordered-list, [97.0, 585.0, 268.0, 18.0], 2puz0namxX, 6461293]
[sub-ordered-list, [97.0, 603.0, 268.0, 18.0], 2puz0namxX, 6461293]
[sub-ordered-list, [97.0, 621.0, 268.0, 18.0], 2puz0namxX, 6461293]
[sub-ordered-list, [97.0, 639.0, 268.0, 18.0], 2puz0namxX, 6461293]
[sub-ordered-list, [97.0, 657.0, 268.0, 18.0], 2puz0namxX, 6461293]
[subsub-ordered-list, [136.0, 444.0, 223.0, 18.0], VmCYiJyoue, 6461293]
[subsub-ordered-list, [136.0, 462.0, 223.0, 18.0], VmCYiJyoue, 6461293]
[subsub-ordered-list, [136.0, 480.0, 223.0, 18.0], VmCYiJyoue, 6461293]
[subsub-ordered-list, [136.0, 498.0, 223.0, 18.0], VmCYiJyoue, 6461293]
[subsub-ordered-list, [136.0, 516.0, 223.0, 18.0], VmCYiJyoue, 6461293]
[subsub-ordered-list, [136.0, 534.0, 223.0, 18.0], VmCYiJyoue, 6461293]
[subsub-ordered-list, [136.0, 552.0, 223.0, 18.0], VmCYiJyoue, 6461293]
[subsub-ordered-list, [136.0, 570.0, 223.0, 18.0], VmCYiJyoue, 6461293]
[subsub-ordered-list, [136.0, 588.0, 223.0, 18.0], VmCYiJyoue, 6461293]
[subsub-ordered-list, [136.0, 606.0, 223.0, 18.0], VmCYiJyoue, 6461293]
[subsub-ordered-list, [136.0, 624.0, 223.0, 18.0], VmCYiJyoue, 6461293]
[unordered-list, [173.0, 467.0, 180.0, 18.0], QqovgI25uI, 6461293]
[unordered-list, [173.0, 485.0, 180.0, 18.0], QqovgI25uI, 6461293]
[unordered-list, [173.0, 503.0, 180.0, 18.0], QqovgI25uI, 6461293]
[unordered-list, [173.0, 521.0, 180.0, 18.0], QqovgI25uI, 6461293]
