[1087, 689]
[section-title, [64.0, 120.0, 180.0, 30.0], xxrD4ehK68, 5760454]
[paragraph, [68.0, 153.0, 553.0, 18.0], shoonya_1sY4MXJCF0GGWR, 5760454]
[paragraph, [68.0, 171.0, 553.0, 18.0], shoonya_1sY4MXJCF0GGWR, 5760454]
[paragraph, [68.0, 189.0, 553.0, 18.0], shoonya_1sY4MXJCF0GGWR, 5760454]
[paragraph, [68.0, 207.0, 553.0, 18.0], shoonya_1sY4MXJCF0GGWR, 5760454]
[paragraph, [68.0, 225.0, 553.0, 18.0], shoonya_1sY4MXJCF0GGWR, 5760454]
[paragraph, [68.0, 243.0, 553.0, 18.0], shoonya_1sY4MXJCF0GGWR, 5760454]
[paragraph, [68.0, 261.0, 553.0, 18.0], shoonya_1sY4MXJCF0GGWR, 5760454]
[paragraph, [68.0, 279.0, 553.0, 18.0], shoonya_1sY4MXJCF0GGWR, 5760454]
[paragraph, [68.0, 297.0, 553.0, 18.0], shoonya_1sY4MXJCF0GGWR, 5760454]
[paragraph, [68.0, 315.0, 553.0, 18.0], shoonya_1sY4MXJCF0GGWR, 5760454]
[paragraph, [68.0, 333.0, 553.0, 18.0], shoonya_1sY4MXJCF0GGWR, 5760454]
[paragraph, [68.0, 351.0, 553.0, 18.0], shoonya_1sY4MXJCF0GGWR, 5760454]
[paragraph, [68.0, 369.0, 553.0, 18.0], shoonya_1sY4MXJCF0GGWR, 5760454]
[paragraph, [68.0, 387.0, 553.0, 18.0], shoonya_1sY4MXJCF0GGWR, 5760454]
[paragraph, [68.0, 405.0, 553.0, 18.0], shoonya_1sY4MXJCF0GGWR, 5760454]
[paragraph, [68.0, 423.0, 553.0, 18.0], shoonya_1sY4MXJCF0GGWR, 5760454]
[paragraph, [69.0, 448.0, 553.0, 18.0], shoonya_0sHIY0ZF66JE1D, 5760454]
[paragraph, [69.0, 466.0, 553.0, 18.0], shoonya_0sHIY0ZF66JE1D, 5760454]
[paragraph, [69.0, 484.0, 553.0, 18.0], shoonya_0sHIY0ZF66JE1D, 5760454]
[paragraph, [69.0, 502.0, 553.0, 18.0], shoonya_0sHIY0ZF66JE1D, 5760454]
[paragraph, [69.0, 520.0, 553.0, 18.0], shoonya_0sHIY0ZF66JE1D, 5760454]
[paragraph, [69.0, 538.0, 553.0, 18.0], shoonya_0sHIY0ZF66JE1D, 5760454]
[paragraph, [69.0, 556.0, 553.0, 18.0], shoonya_0sHIY0ZF66JE1D, 5760454]
[paragraph, [69.0, 574.0, 553.0, 18.0], shoonya_0sHIY0ZF66JE1D, 5760454]
[paragraph, [69.0, 592.0, 553.0, 18.0], shoonya_0sHIY0ZF66JE1D, 5760454]
[paragraph, [69.0, 610.0, 553.0, 18.0], shoonya_0sHIY0ZF66JE1D, 5760454]
[paragraph, [69.0, 628.0, 553.0, 18.0], shoonya_0sHIY0ZF66JE1D, 5760454]
[paragraph, [69.0, 646.0, 553.0, 18.0], shoonya_0sHIY0ZF66JE1D, 5760454]
[paragraph, [69.0, 664.0, 553.0, 18.0], shoonya_0sHIY0ZF66JE1D, 5760454]
[paragraph, [69.0, 682.0, 553.0, 18.0], shoonya_0sHIY0ZF66JE1D, 5760454]
[paragraph, [69.0, 700.0, 553.0, 18.0], shoonya_0sHIY0ZF66JE1D, 5760454]
[paragraph, [69.0, 718.0, 553.0, 18.0], shoonya_0sHIY0ZF66JE1D, 5760454]
[paragraph, [69.0, 736.0, 553.0, 18.0], shoonya_0sHIY0ZF66JE1D, 5760454]
[paragraph, [71.0, 765.0, 553.0, 18.0], shoonya_3sWYVVI5AOSZXU, 5760454]
[paragraph, [71.0, 783.0, 553.0, 18.0], shoonya_3sWYVVI5AOSZXU, 5760454]
[paragraph, [71.0, 801.0, 553.0, 18.0], shoonya_3sWYVVI5AOSZXU, 5760454]
[paragraph, [71.0, 819.0, 553.0, 18.0], shoonya_3sWYVVI5AOSZXU, 5760454]
[paragraph, [71.0, 837.0, 553.0, 18.0], shoonya_3sWYVVI5AOSZXU, 5760454]
[paragraph, [71.0, 855.0, 553.0, 18.0], shoonya_3sWYVVI5AOSZXU, 5760454]
[paragraph, [71.0, 873.0, 553.0, 18.0], shoonya_3sWYVVI5AOSZXU, 5760454]
[paragraph, [71.0, 891.0, 553.0, 18.0], shoonya_3sWYVVI5AOSZXU, 5760454]
[paragraph, [71.0, 909.0, 553.0, 18.0], shoonya_3sWYVVI5AOSZXU, 5760454]
[paragraph, [71.0, 927.0, 553.0, 18.0], shoonya_3sWYVVI5AOSZXU, 5760454]
