[1755, 1240]
[folio, [644.0, 77.0, 477.0, 36.0], Fn-RPSEYZF, 5743997]
[paragraph, [194.0, 203.0, 938.0, 36.0], shoonya_0sZ7LTCVZQ91MZ, 5743997]
[paragraph, [194.0, 239.0, 938.0, 36.0], shoonya_0sZ7LTCVZQ91MZ, 5743997]
[paragraph, [194.0, 275.0, 938.0, 36.0], shoonya_0sZ7LTCVZQ91MZ, 5743997]
[paragraph, [194.0, 311.0, 938.0, 36.0], shoonya_0sZ7LTCVZQ91MZ, 5743997]
[paragraph, [194.0, 347.0, 938.0, 36.0], shoonya_0sZ7LTCVZQ91MZ, 5743997]
[paragraph, [194.0, 383.0, 938.0, 36.0], shoonya_0sZ7LTCVZQ91MZ, 5743997]
[paragraph, [194.0, 419.0, 938.0, 36.0], shoonya_0sZ7LTCVZQ91MZ, 5743997]
[paragraph, [194.0, 455.0, 938.0, 36.0], shoonya_0sZ7LTCVZQ91MZ, 5743997]
[paragraph, [194.0, 491.0, 938.0, 36.0], shoonya_0sZ7LTCVZQ91MZ, 5743997]
[paragraph, [194.0, 527.0, 938.0, 36.0], shoonya_0sZ7LTCVZQ91MZ, 5743997]
[paragraph, [194.0, 563.0, 938.0, 36.0], shoonya_0sZ7LTCVZQ91MZ, 5743997]
[paragraph, [194.0, 599.0, 938.0, 36.0], shoonya_0sZ7LTCVZQ91MZ, 5743997]
[paragraph, [194.0, 635.0, 938.0, 36.0], shoonya_0sZ7LTCVZQ91MZ, 5743997]
[paragraph, [194.0, 671.0, 938.0, 36.0], shoonya_0sZ7LTCVZQ91MZ, 5743997]
[paragraph, [194.0, 707.0, 938.0, 36.0], shoonya_0sZ7LTCVZQ91MZ, 5743997]
[paragraph, [194.0, 743.0, 938.0, 36.0], shoonya_0sZ7LTCVZQ91MZ, 5743997]
[paragraph, [194.0, 779.0, 938.0, 36.0], shoonya_0sZ7LTCVZQ91MZ, 5743997]
[paragraph, [194.0, 815.0, 938.0, 36.0], shoonya_0sZ7LTCVZQ91MZ, 5743997]
[section-title, [203.0, 877.0, 393.0, 49.5], zFvmJHfcsP, 5743997]
[paragraph, [195.0, 933.0, 937.0, 36.0], IV_XTfTziH, 5743997]
[paragraph, [195.0, 969.0, 937.0, 36.0], IV_XTfTziH, 5743997]
[paragraph, [195.0, 1005.0, 937.0, 36.0], IV_XTfTziH, 5743997]
[paragraph, [195.0, 1041.0, 937.0, 36.0], IV_XTfTziH, 5743997]
[paragraph, [195.0, 1077.0, 937.0, 36.0], IV_XTfTziH, 5743997]
[paragraph, [195.0, 1113.0, 937.0, 36.0], IV_XTfTziH, 5743997]
[paragraph, [195.0, 1149.0, 937.0, 36.0], IV_XTfTziH, 5743997]
[paragraph, [195.0, 1185.0, 937.0, 36.0], IV_XTfTziH, 5743997]
[paragraph, [195.0, 1221.0, 937.0, 36.0], IV_XTfTziH, 5743997]
[paragraph, [195.0, 1257.0, 937.0, 36.0], IV_XTfTziH, 5743997]
[paragraph, [195.0, 1293.0, 937.0, 36.0], IV_XTfTziH, 5743997]
[paragraph, [195.0, 1329.0, 937.0, 36.0], IV_XTfTziH, 5743997]
[paragraph, [195.0, 1365.0, 937.0, 36.0], IV_XTfTziH, 5743997]
[paragraph, [195.0, 1401.0, 937.0, 36.0], IV_XTfTziH, 5743997]
[paragraph, [195.0, 1510.0, 933.0, 36.0], yu_MA25Zcb, 5743997]
[paragraph, [195.0, 1546.0, 933.0, 36.0], yu_MA25Zcb, 5743997]
