[1267, 753]
[folio, [319.0, 71.0, 118.0, 18.0], shoonya_3sPVRDCOYZMTDA, 5699327]
[paragraph, [63.0, 113.0, 622.0, 18.0], shoonya_0sIX4NF3K5FB52, 5699327]
[paragraph, [63.0, 131.0, 622.0, 18.0], shoonya_0sIX4NF3K5FB52, 5699327]
[paragraph, [63.0, 149.0, 622.0, 18.0], shoonya_0sIX4NF3K5FB52, 5699327]
[paragraph, [63.0, 167.0, 622.0, 18.0], shoonya_0sIX4NF3K5FB52, 5699327]
[paragraph, [63.0, 185.0, 622.0, 18.0], shoonya_0sIX4NF3K5FB52, 5699327]
[paragraph, [63.0, 203.0, 622.0, 18.0], shoonya_0sIX4NF3K5FB52, 5699327]
[paragraph, [63.0, 221.0, 622.0, 18.0], shoonya_0sIX4NF3K5FB52, 5699327]
[paragraph, [63.0, 239.0, 622.0, 18.0], shoonya_0sIX4NF3K5FB52, 5699327]
[paragraph, [63.0, 257.0, 622.0, 18.0], shoonya_0sIX4NF3K5FB52, 5699327]
[paragraph, [63.0, 275.0, 622.0, 18.0], shoonya_0sIX4NF3K5FB52, 5699327]
[paragraph, [63.0, 293.0, 622.0, 18.0], shoonya_0sIX4NF3K5FB52, 5699327]
[paragraph, [63.0, 311.0, 622.0, 18.0], shoonya_0sIX4NF3K5FB52, 5699327]
[paragraph, [63.0, 329.0, 622.0, 18.0], shoonya_0sIX4NF3K5FB52, 5699327]
[paragraph, [63.0, 347.0, 622.0, 18.0], shoonya_0sIX4NF3K5FB52, 5699327]
[paragraph, [63.0, 365.0, 622.0, 18.0], shoonya_0sIX4NF3K5FB52, 5699327]
[paragraph, [63.0, 383.0, 622.0, 18.0], shoonya_0sIX4NF3K5FB52, 5699327]
[paragraph, [63.0, 401.0, 622.0, 18.0], shoonya_0sIX4NF3K5FB52, 5699327]
[paragraph, [63.0, 419.0, 622.0, 18.0], shoonya_0sIX4NF3K5FB52, 5699327]
[paragraph, [63.0, 437.0, 622.0, 18.0], shoonya_0sIX4NF3K5FB52, 5699327]
[paragraph, [63.0, 455.0, 622.0, 18.0], shoonya_0sIX4NF3K5FB52, 5699327]
[paragraph, [63.0, 473.0, 622.0, 18.0], shoonya_0sIX4NF3K5FB52, 5699327]
[paragraph, [63.0, 491.0, 622.0, 18.0], shoonya_0sIX4NF3K5FB52, 5699327]
[paragraph, [63.0, 509.0, 622.0, 18.0], shoonya_0sIX4NF3K5FB52, 5699327]
[paragraph, [63.0, 527.0, 622.0, 18.0], shoonya_0sIX4NF3K5FB52, 5699327]
[paragraph, [63.0, 545.0, 622.0, 18.0], shoonya_0sIX4NF3K5FB52, 5699327]
[paragraph, [63.0, 563.0, 622.0, 18.0], shoonya_0sIX4NF3K5FB52, 5699327]
[paragraph, [63.0, 581.0, 622.0, 18.0], shoonya_0sIX4NF3K5FB52, 5699327]
[paragraph, [63.0, 599.0, 622.0, 18.0], shoonya_0sIX4NF3K5FB52, 5699327]
[paragraph, [63.0, 617.0, 622.0, 18.0], shoonya_0sIX4NF3K5FB52, 5699327]
[paragraph, [63.0, 635.0, 622.0, 18.0], shoonya_0sIX4NF3K5FB52, 5699327]
[paragraph, [63.0, 653.0, 622.0, 18.0], shoonya_0sIX4NF3K5FB52, 5699327]
[paragraph, [63.0, 671.0, 622.0, 18.0], shoonya_0sIX4NF3K5FB52, 5699327]
[paragraph, [63.0, 689.0, 622.0, 18.0], shoonya_0sIX4NF3K5FB52, 5699327]
[paragraph, [63.0, 707.0, 622.0, 18.0], shoonya_0sIX4NF3K5FB52, 5699327]
[paragraph, [63.0, 725.0, 622.0, 18.0], shoonya_0sIX4NF3K5FB52, 5699327]
[paragraph, [63.0, 743.0, 622.0, 18.0], shoonya_0sIX4NF3K5FB52, 5699327]
[paragraph, [63.0, 761.0, 622.0, 18.0], shoonya_0sIX4NF3K5FB52, 5699327]
[paragraph, [63.0, 779.0, 622.0, 18.0], shoonya_0sIX4NF3K5FB52, 5699327]
[paragraph, [63.0, 797.0, 622.0, 18.0], shoonya_0sIX4NF3K5FB52, 5699327]
[paragraph, [63.0, 815.0, 622.0, 18.0], shoonya_0sIX4NF3K5FB52, 5699327]
[paragraph, [63.0, 833.0, 622.0, 18.0], shoonya_0sIX4NF3K5FB52, 5699327]
[paragraph, [63.0, 851.0, 622.0, 18.0], shoonya_0sIX4NF3K5FB52, 5699327]
[paragraph, [63.0, 869.0, 622.0, 18.0], shoonya_0sIX4NF3K5FB52, 5699327]
[paragraph, [63.0, 887.0, 622.0, 18.0], shoonya_0sIX4NF3K5FB52, 5699327]
[paragraph, [63.0, 905.0, 622.0, 18.0], shoonya_0sIX4NF3K5FB52, 5699327]
[paragraph, [63.0, 923.0, 622.0, 18.0], shoonya_0sIX4NF3K5FB52, 5699327]
[paragraph, [63.0, 941.0, 622.0, 18.0], shoonya_0sIX4NF3K5FB52, 5699327]
[section-title, [303.0, 973.0, 141.0, 30.0], shoonya_2sA2TPOXIJ3OON, 5699327]
[paragraph, [64.0, 1014.0, 622.0, 18.0], shoonya_1sE1E9SYT2IC5A, 5699327]
[paragraph, [64.0, 1032.0, 622.0, 18.0], shoonya_1sE1E9SYT2IC5A, 5699327]
[paragraph, [64.0, 1050.0, 622.0, 18.0], shoonya_1sE1E9SYT2IC5A, 5699327]
[paragraph, [64.0, 1068.0, 622.0, 18.0], shoonya_1sE1E9SYT2IC5A, 5699327]
[paragraph, [64.0, 1086.0, 622.0, 18.0], shoonya_1sE1E9SYT2IC5A, 5699327]
[paragraph, [64.0, 1104.0, 622.0, 18.0], shoonya_1sE1E9SYT2IC5A, 5699327]
[paragraph, [64.0, 1122.0, 622.0, 18.0], shoonya_1sE1E9SYT2IC5A, 5699327]
[paragraph, [64.0, 1140.0, 622.0, 18.0], shoonya_1sE1E9SYT2IC5A, 5699327]
[paragraph, [64.0, 1158.0, 622.0, 18.0], shoonya_1sE1E9SYT2IC5A, 5699327]
[paragraph, [64.0, 1176.0, 622.0, 18.0], shoonya_1sE1E9SYT2IC5A, 5699327]
