[1300, 827]
[paragraph, [105.0, 226.0, 613.0, 18.0], CTCmpwSCJ1, 5748911]
[paragraph, [105.0, 244.0, 613.0, 18.0], CTCmpwSCJ1, 5748911]
[paragraph, [105.0, 262.0, 613.0, 18.0], CTCmpwSCJ1, 5748911]
[paragraph, [105.0, 295.0, 611.0, 18.0], m6JEVY7i6o, 5748911]
[paragraph, [105.0, 313.0, 611.0, 18.0], m6JEVY7i6o, 5748911]
[paragraph, [105.0, 331.0, 611.0, 18.0], m6JEVY7i6o, 5748911]
[paragraph, [105.0, 349.0, 611.0, 18.0], m6JEVY7i6o, 5748911]
[paragraph, [105.0, 367.0, 611.0, 18.0], m6JEVY7i6o, 5748911]
[paragraph, [105.0, 385.0, 611.0, 18.0], m6JEVY7i6o, 5748911]
[paragraph, [105.0, 403.0, 611.0, 18.0], m6JEVY7i6o, 5748911]
[ordered-list, [148.0, 448.0, 561.0, 18.0], 8kRkETrL03, 5748911]
[ordered-list, [148.0, 466.0, 561.0, 18.0], 8kRkETrL03, 5748911]
[ordered-list, [318.0, 493.0, 388.0, 18.0], R_k7xmbzz2, 5748911]
[ordered-list, [318.0, 511.0, 388.0, 18.0], R_k7xmbzz2, 5748911]
[ordered-list, [318.0, 529.0, 388.0, 18.0], R_k7xmbzz2, 5748911]
[ordered-list, [318.0, 547.0, 388.0, 18.0], R_k7xmbzz2, 5748911]
[sidebar, [105.0, 497.0, 208.0, 18.0], gBTLwk-xoU, 5748911]
[sidebar, [105.0, 515.0, 208.0, 18.0], gBTLwk-xoU, 5748911]
[sidebar, [105.0, 533.0, 208.0, 18.0], gBTLwk-xoU, 5748911]
[sidebar, [105.0, 551.0, 208.0, 18.0], gBTLwk-xoU, 5748911]
[ordered-list, [140.0, 594.0, 543.0, 18.0], 9bpzy3uVGm, 5748911]
[ordered-list, [140.0, 612.0, 543.0, 18.0], 9bpzy3uVGm, 5748911]
[ordered-list, [323.0, 632.0, 368.0, 18.0], 339jm7Axei, 5748911]
[ordered-list, [323.0, 650.0, 368.0, 18.0], 339jm7Axei, 5748911]
[ordered-list, [323.0, 668.0, 368.0, 18.0], 339jm7Axei, 5748911]
[ordered-list, [323.0, 686.0, 368.0, 18.0], 339jm7Axei, 5748911]
[ordered-list, [323.0, 704.0, 368.0, 18.0], 339jm7Axei, 5748911]
[ordered-list, [323.0, 722.0, 368.0, 18.0], 339jm7Axei, 5748911]
[sidebar, [105.0, 650.0, 211.0, 18.0], vqvNY8eDi7, 5748911]
[sidebar, [105.0, 668.0, 211.0, 18.0], vqvNY8eDi7, 5748911]
[sidebar, [105.0, 686.0, 211.0, 18.0], vqvNY8eDi7, 5748911]
[ordered-list, [105.0, 744.0, 587.0, 18.0], nhcC_eHZmh, 5748911]
[ordered-list, [105.0, 762.0, 587.0, 18.0], nhcC_eHZmh, 5748911]
[ordered-list, [105.0, 780.0, 587.0, 18.0], nhcC_eHZmh, 5748911]
[ordered-list, [105.0, 798.0, 587.0, 18.0], nhcC_eHZmh, 5748911]
[ordered-list, [105.0, 816.0, 587.0, 18.0], nhcC_eHZmh, 5748911]
[ordered-list, [105.0, 834.0, 587.0, 18.0], nhcC_eHZmh, 5748911]
[ordered-list, [105.0, 852.0, 587.0, 18.0], nhcC_eHZmh, 5748911]
[ordered-list, [105.0, 870.0, 587.0, 18.0], nhcC_eHZmh, 5748911]
[ordered-list, [105.0, 888.0, 587.0, 18.0], nhcC_eHZmh, 5748911]
[ordered-list, [105.0, 906.0, 587.0, 18.0], nhcC_eHZmh, 5748911]
[ordered-list, [105.0, 924.0, 587.0, 18.0], nhcC_eHZmh, 5748911]
[ordered-list, [105.0, 942.0, 587.0, 18.0], nhcC_eHZmh, 5748911]
[ordered-list, [105.0, 960.0, 587.0, 18.0], nhcC_eHZmh, 5748911]
[ordered-list, [105.0, 978.0, 587.0, 18.0], nhcC_eHZmh, 5748911]
[ordered-list, [105.0, 996.0, 587.0, 18.0], nhcC_eHZmh, 5748911]
[ordered-list, [105.0, 1014.0, 587.0, 18.0], nhcC_eHZmh, 5748911]
[ordered-list, [105.0, 1032.0, 587.0, 18.0], nhcC_eHZmh, 5748911]
[ordered-list, [105.0, 1050.0, 587.0, 18.0], nhcC_eHZmh, 5748911]
[ordered-list, [105.0, 1068.0, 587.0, 18.0], nhcC_eHZmh, 5748911]
[ordered-list, [105.0, 1086.0, 587.0, 18.0], nhcC_eHZmh, 5748911]
[ordered-list, [105.0, 1104.0, 587.0, 18.0], nhcC_eHZmh, 5748911]
[ordered-list, [105.0, 1122.0, 587.0, 18.0], nhcC_eHZmh, 5748911]
[ordered-list, [105.0, 1140.0, 587.0, 18.0], nhcC_eHZmh, 5748911]
[paragraph, [110.0, 1037.0, 570.0, 18.0], aznusd7XMJ, 5748911]
[paragraph, [110.0, 1055.0, 570.0, 18.0], aznusd7XMJ, 5748911]
[paragraph, [110.0, 1073.0, 570.0, 18.0], aznusd7XMJ, 5748911]
[footnote, [509.0, 1257.0, 261.0, 18.0], yevo9Bu0QI, 5748911]
