[1754, 1241]
[section-title, [325.0, 82.0, 730.0, 49.5], shoonya_0s1T2LSAON3KH5, 5780715]
[section-title, [325.0, 131.5, 730.0, 49.5], shoonya_0s1T2LSAON3KH5, 5780715]
[ordered-list, [166.0, 214.0, 1031.0, 36.0], SqDzfu8AYZ, 5780715]
[ordered-list, [166.0, 250.0, 1031.0, 36.0], SqDzfu8AYZ, 5780715]
[ordered-list, [166.0, 286.0, 1031.0, 36.0], SqDzfu8AYZ, 5780715]
[ordered-list, [166.0, 322.0, 1031.0, 36.0], SqDzfu8AYZ, 5780715]
[ordered-list, [166.0, 358.0, 1031.0, 36.0], SqDzfu8AYZ, 5780715]
[ordered-list, [166.0, 394.0, 1031.0, 36.0], SqDzfu8AYZ, 5780715]
[ordered-list, [166.0, 430.0, 1031.0, 36.0], SqDzfu8AYZ, 5780715]
[ordered-list, [166.0, 466.0, 1031.0, 36.0], SqDzfu8AYZ, 5780715]
[ordered-list, [166.0, 502.0, 1031.0, 36.0], SqDzfu8AYZ, 5780715]
[ordered-list, [166.0, 538.0, 1031.0, 36.0], SqDzfu8AYZ, 5780715]
[ordered-list, [166.0, 574.0, 1031.0, 36.0], SqDzfu8AYZ, 5780715]
[ordered-list, [166.0, 610.0, 1031.0, 36.0], SqDzfu8AYZ, 5780715]
[ordered-list, [166.0, 646.0, 1031.0, 36.0], SqDzfu8AYZ, 5780715]
[ordered-list, [166.0, 682.0, 1031.0, 36.0], SqDzfu8AYZ, 5780715]
[ordered-list, [166.0, 718.0, 1031.0, 36.0], SqDzfu8AYZ, 5780715]
[ordered-list, [166.0, 754.0, 1031.0, 36.0], SqDzfu8AYZ, 5780715]
[ordered-list, [166.0, 790.0, 1031.0, 36.0], SqDzfu8AYZ, 5780715]
[ordered-list, [166.0, 826.0, 1031.0, 36.0], SqDzfu8AYZ, 5780715]
[ordered-list, [166.0, 862.0, 1031.0, 36.0], SqDzfu8AYZ, 5780715]
[ordered-list, [166.0, 898.0, 1031.0, 36.0], SqDzfu8AYZ, 5780715]
[ordered-list, [166.0, 934.0, 1031.0, 36.0], SqDzfu8AYZ, 5780715]
[sidebar, [1024.0, 218.0, 141.0, 36.0], r3TRBG990h, 5780715]
[sub-ordered-list, [239.0, 255.0, 953.0, 36.0], pDEFqb7Nga, 5780715]
[sub-ordered-list, [239.0, 291.0, 953.0, 36.0], pDEFqb7Nga, 5780715]
[sub-ordered-list, [239.0, 327.0, 953.0, 36.0], pDEFqb7Nga, 5780715]
[sidebar, [1033.0, 415.0, 134.0, 36.0], yYjphfldLz, 5780715]
[sub-ordered-list, [242.0, 455.0, 951.0, 36.0], Z9xq5CJ58-, 5780715]
[sub-ordered-list, [242.0, 491.0, 951.0, 36.0], Z9xq5CJ58-, 5780715]
[sub-ordered-list, [242.0, 527.0, 951.0, 36.0], Z9xq5CJ58-, 5780715]
[sub-ordered-list, [242.0, 563.0, 951.0, 36.0], Z9xq5CJ58-, 5780715]
[sidebar, [1036.0, 654.0, 137.0, 36.0], WTLdfTXsG_, 5780715]
[sub-ordered-list, [242.0, 690.0, 953.0, 36.0], v0bkqJr-uO, 5780715]
[sub-ordered-list, [242.0, 726.0, 953.0, 36.0], v0bkqJr-uO, 5780715]
[sub-ordered-list, [242.0, 762.0, 953.0, 36.0], v0bkqJr-uO, 5780715]
[sidebar, [1025.0, 849.0, 144.0, 36.0], lCuDwadO2C, 5780715]
[sub-ordered-list, [232.0, 886.0, 961.0, 36.0], 9QTJRbiVId, 5780715]
[sub-ordered-list, [232.0, 922.0, 961.0, 36.0], 9QTJRbiVId, 5780715]
[reference, [175.0, 1015.0, 1006.0, 36.0], MEXnWOnRrF, 5780715]
[reference, [175.0, 1051.0, 1006.0, 36.0], MEXnWOnRrF, 5780715]
[reference, [175.0, 1087.0, 1006.0, 36.0], MEXnWOnRrF, 5780715]
[reference, [175.0, 1123.0, 1006.0, 36.0], MEXnWOnRrF, 5780715]
[reference, [175.0, 1159.0, 1006.0, 36.0], MEXnWOnRrF, 5780715]
[reference, [175.0, 1195.0, 1006.0, 36.0], MEXnWOnRrF, 5780715]
[reference, [175.0, 1231.0, 1006.0, 36.0], MEXnWOnRrF, 5780715]
[reference, [175.0, 1267.0, 1006.0, 36.0], MEXnWOnRrF, 5780715]
[reference, [175.0, 1303.0, 1006.0, 36.0], MEXnWOnRrF, 5780715]
[reference, [175.0, 1339.0, 1006.0, 36.0], MEXnWOnRrF, 5780715]
[reference, [175.0, 1375.0, 1006.0, 36.0], MEXnWOnRrF, 5780715]
[reference, [175.0, 1411.0, 1006.0, 36.0], MEXnWOnRrF, 5780715]
[reference, [175.0, 1447.0, 1006.0, 36.0], MEXnWOnRrF, 5780715]
[reference, [175.0, 1483.0, 1006.0, 36.0], MEXnWOnRrF, 5780715]
[reference, [175.0, 1519.0, 1006.0, 36.0], MEXnWOnRrF, 5780715]
[reference, [175.0, 1555.0, 1006.0, 36.0], MEXnWOnRrF, 5780715]
[reference, [175.0, 1591.0, 1006.0, 36.0], MEXnWOnRrF, 5780715]
