[2734, 1970]
[paragraph, [359.0, 208.0, 1104.0, 46.5], txDOLY_v1z, 5684271]
[paragraph, [359.0, 254.5, 1104.0, 46.5], txDOLY_v1z, 5684271]
[paragraph, [359.0, 301.0, 1104.0, 46.5], txDOLY_v1z, 5684271]
[paragraph, [359.0, 347.5, 1104.0, 46.5], txDOLY_v1z, 5684271]
[paragraph, [359.0, 394.0, 1104.0, 46.5], txDOLY_v1z, 5684271]
[paragraph, [359.0, 440.5, 1104.0, 46.5], txDOLY_v1z, 5684271]
[paragraph, [359.0, 487.0, 1104.0, 46.5], txDOLY_v1z, 5684271]
[paragraph, [359.0, 533.5, 1104.0, 46.5], txDOLY_v1z, 5684271]
[paragraph, [359.0, 580.0, 1104.0, 46.5], txDOLY_v1z, 5684271]
[paragraph, [359.0, 626.5, 1104.0, 46.5], txDOLY_v1z, 5684271]
[paragraph, [359.0, 673.0, 1104.0, 46.5], txDOLY_v1z, 5684271]
[paragraph, [359.0, 719.5, 1104.0, 46.5], txDOLY_v1z, 5684271]
[paragraph, [359.0, 766.0, 1104.0, 46.5], txDOLY_v1z, 5684271]
[paragraph, [359.0, 812.5, 1104.0, 46.5], txDOLY_v1z, 5684271]
[paragraph, [359.0, 859.0, 1104.0, 46.5], txDOLY_v1z, 5684271]
[paragraph, [359.0, 905.5, 1104.0, 46.5], txDOLY_v1z, 5684271]
[paragraph, [359.0, 952.0, 1104.0, 46.5], txDOLY_v1z, 5684271]
[paragraph, [359.0, 998.5, 1104.0, 46.5], txDOLY_v1z, 5684271]
[paragraph, [359.0, 1045.0, 1104.0, 46.5], txDOLY_v1z, 5684271]
[paragraph, [359.0, 1091.5, 1104.0, 46.5], txDOLY_v1z, 5684271]
[paragraph, [359.0, 1138.0, 1104.0, 46.5], txDOLY_v1z, 5684271]
[paragraph, [359.0, 1184.5, 1104.0, 46.5], txDOLY_v1z, 5684271]
[paragraph, [373.0, 1221.0, 779.0, 46.5], _wCjBdgrI0, 5684271]
[paragraph, [373.0, 1267.5, 779.0, 46.5], _wCjBdgrI0, 5684271]
[paragraph, [373.0, 1314.0, 779.0, 46.5], _wCjBdgrI0, 5684271]
[paragraph, [373.0, 1360.5, 779.0, 46.5], _wCjBdgrI0, 5684271]
[paragraph, [368.0, 1450.0, 961.0, 46.5], gPFukuB5mU, 5684271]
[paragraph, [368.0, 1496.5, 961.0, 46.5], gPFukuB5mU, 5684271]
[paragraph, [368.0, 1543.0, 961.0, 46.5], gPFukuB5mU, 5684271]
[paragraph, [368.0, 1589.5, 961.0, 46.5], gPFukuB5mU, 5684271]
[paragraph, [368.0, 1636.0, 961.0, 46.5], gPFukuB5mU, 5684271]
[paragraph, [368.0, 1682.5, 961.0, 46.5], gPFukuB5mU, 5684271]
[paragraph, [368.0, 1729.0, 961.0, 46.5], gPFukuB5mU, 5684271]
[paragraph, [368.0, 1775.5, 961.0, 46.5], gPFukuB5mU, 5684271]
[paragraph, [368.0, 1822.0, 961.0, 46.5], gPFukuB5mU, 5684271]
[paragraph, [368.0, 1868.5, 961.0, 46.5], gPFukuB5mU, 5684271]
[paragraph, [368.0, 1915.0, 961.0, 46.5], gPFukuB5mU, 5684271]
[paragraph, [368.0, 1961.5, 961.0, 46.5], gPFukuB5mU, 5684271]
[paragraph, [368.0, 2008.0, 961.0, 46.5], gPFukuB5mU, 5684271]
[paragraph, [368.0, 2054.5, 961.0, 46.5], gPFukuB5mU, 5684271]
[author, [1008.0, 2126.0, 878.0, 46.5], XoUquIHYBG, 5684271]
[author, [1008.0, 2172.5, 878.0, 46.5], XoUquIHYBG, 5684271]
[author, [1008.0, 2219.0, 878.0, 46.5], XoUquIHYBG, 5684271]
[author, [1008.0, 2265.5, 878.0, 46.5], XoUquIHYBG, 5684271]
