[872, 605]
[folio, [446.0, 31.0, 105.0, 18.0], cuISsMNPJ4, 6457528]
[section-title, [272.0, 35.0, 63.0, 30.0], epoLasJYfw, 6457528]
[paragraph, [302.0, 73.0, 247.0, 18.0], xfykzd45B7, 6457528]
[paragraph, [302.0, 91.0, 247.0, 18.0], xfykzd45B7, 6457528]
[paragraph, [302.0, 109.0, 247.0, 18.0], xfykzd45B7, 6457528]
[paragraph, [302.0, 127.0, 247.0, 18.0], xfykzd45B7, 6457528]
[paragraph, [302.0, 145.0, 247.0, 18.0], xfykzd45B7, 6457528]
[paragraph, [45.0, 75.0, 256.0, 18.0], shoonya_0sBVPVEH5M6V77, 6457528]
[paragraph, [45.0, 93.0, 256.0, 18.0], shoonya_0sBVPVEH5M6V77, 6457528]
[paragraph, [49.0, 116.0, 240.0, 18.0], zqCCvVSpfY, 6457528]
[paragraph, [49.0, 134.0, 240.0, 18.0], zqCCvVSpfY, 6457528]
[paragraph, [48.0, 154.0, 240.0, 18.0], ls5QGqjRCa, 6457528]
[paragraph, [48.0, 172.0, 240.0, 18.0], ls5QGqjRCa, 6457528]
[paragraph, [301.0, 168.0, 234.0, 18.0], 6a8UGPJ-Ds, 6457528]
[paragraph, [301.0, 183.0, 247.0, 18.0], Iqx_q8VEIl, 6457528]
[paragraph, [301.0, 201.0, 247.0, 18.0], Iqx_q8VEIl, 6457528]
[paragraph, [48.0, 194.0, 252.0, 18.0], 6WpGGdRtDB, 6457528]
[paragraph, [48.0, 212.0, 252.0, 18.0], 6WpGGdRtDB, 6457528]
[paragraph, [48.0, 230.0, 252.0, 18.0], 6WpGGdRtDB, 6457528]
[paragraph, [302.0, 221.0, 239.0, 18.0], arBp-77HLK, 6457528]
[paragraph, [302.0, 239.0, 239.0, 18.0], arBp-77HLK, 6457528]
[paragraph, [48.0, 252.0, 197.0, 18.0], 7C4eGK1z-e, 6457528]
[paragraph, [301.0, 260.0, 252.0, 18.0], z3ltuTcu2H, 6457528]
[paragraph, [301.0, 278.0, 252.0, 18.0], z3ltuTcu2H, 6457528]
[paragraph, [301.0, 296.0, 252.0, 18.0], z3ltuTcu2H, 6457528]
[paragraph, [301.0, 314.0, 252.0, 18.0], z3ltuTcu2H, 6457528]
[paragraph, [301.0, 332.0, 252.0, 18.0], z3ltuTcu2H, 6457528]
[paragraph, [301.0, 350.0, 252.0, 18.0], z3ltuTcu2H, 6457528]
[paragraph, [301.0, 368.0, 252.0, 18.0], z3ltuTcu2H, 6457528]
[paragraph, [301.0, 386.0, 252.0, 18.0], z3ltuTcu2H, 6457528]
[paragraph, [301.0, 404.0, 252.0, 18.0], z3ltuTcu2H, 6457528]
[paragraph, [301.0, 422.0, 252.0, 18.0], z3ltuTcu2H, 6457528]
[paragraph, [301.0, 440.0, 252.0, 18.0], z3ltuTcu2H, 6457528]
[paragraph, [49.0, 268.0, 118.0, 18.0], SxKeWHVFdz, 6457528]
[paragraph, [47.0, 291.0, 252.0, 18.0], o3grRrfeFk, 6457528]
[paragraph, [47.0, 309.0, 252.0, 18.0], o3grRrfeFk, 6457528]
[paragraph, [47.0, 327.0, 252.0, 18.0], o3grRrfeFk, 6457528]
[paragraph, [164.0, 349.0, 135.0, 18.0], p5kPbtT5XJ, 6457528]
[paragraph, [51.0, 364.0, 207.0, 18.0], rYO6nA32Fo, 6457528]
[paragraph, [49.0, 389.0, 253.0, 18.0], x4DT-N6uO0, 6457528]
[paragraph, [49.0, 407.0, 253.0, 18.0], x4DT-N6uO0, 6457528]
[paragraph, [49.0, 425.0, 253.0, 18.0], x4DT-N6uO0, 6457528]
[paragraph, [49.0, 443.0, 253.0, 18.0], x4DT-N6uO0, 6457528]
[paragraph, [52.0, 462.0, 231.0, 18.0], hKGDQSDkmk, 6457528]
[paragraph, [303.0, 471.0, 226.0, 18.0], 0Z3tSYbI3w, 6457528]
[paragraph, [303.0, 489.0, 226.0, 18.0], 0Z3tSYbI3w, 6457528]
[paragraph, [50.0, 480.0, 243.0, 18.0], 9JpCSkc3cn, 6457528]
[paragraph, [50.0, 498.0, 243.0, 18.0], 9JpCSkc3cn, 6457528]
[paragraph, [303.0, 508.0, 248.0, 18.0], FTEiN-7gQY, 6457528]
[paragraph, [303.0, 526.0, 248.0, 18.0], FTEiN-7gQY, 6457528]
[paragraph, [51.0, 516.0, 221.0, 18.0], lsI52yBGXh, 6457528]
[paragraph, [75.0, 537.0, 188.0, 18.0], ynbN2V4lS_, 6457528]
[paragraph, [75.0, 555.0, 188.0, 18.0], ynbN2V4lS_, 6457528]
[paragraph, [75.0, 573.0, 188.0, 18.0], ynbN2V4lS_, 6457528]
[paragraph, [75.0, 591.0, 188.0, 18.0], ynbN2V4lS_, 6457528]
[paragraph, [302.0, 547.0, 251.0, 18.0], Zbqd-EFUsR, 6457528]
[paragraph, [302.0, 565.0, 251.0, 18.0], Zbqd-EFUsR, 6457528]
[paragraph, [302.0, 582.0, 208.0, 18.0], 8gqpY0xrF0, 6457528]
[paragraph, [302.0, 607.0, 252.0, 18.0], MMMat-GSQA, 6457528]
[paragraph, [302.0, 625.0, 252.0, 18.0], MMMat-GSQA, 6457528]
[paragraph, [50.0, 613.0, 249.0, 18.0], wApGnwSIux, 6457528]
[paragraph, [50.0, 631.0, 249.0, 18.0], wApGnwSIux, 6457528]
[paragraph, [50.0, 649.0, 249.0, 18.0], wApGnwSIux, 6457528]
[paragraph, [50.0, 667.0, 249.0, 18.0], wApGnwSIux, 6457528]
[paragraph, [50.0, 685.0, 249.0, 18.0], wApGnwSIux, 6457528]
[paragraph, [50.0, 703.0, 249.0, 18.0], wApGnwSIux, 6457528]
[paragraph, [50.0, 721.0, 249.0, 18.0], wApGnwSIux, 6457528]
[paragraph, [50.0, 739.0, 249.0, 18.0], wApGnwSIux, 6457528]
[paragraph, [50.0, 757.0, 249.0, 18.0], wApGnwSIux, 6457528]
[paragraph, [50.0, 775.0, 249.0, 18.0], wApGnwSIux, 6457528]
[paragraph, [300.0, 642.0, 215.0, 18.0], JuC9dHqgKE, 6457528]
[paragraph, [304.0, 662.0, 236.0, 18.0], DOazOWGj84, 6457528]
[paragraph, [304.0, 680.0, 236.0, 18.0], DOazOWGj84, 6457528]
[paragraph, [299.0, 699.0, 198.0, 18.0], l1yBoJF3af, 6457528]
[paragraph, [301.0, 718.0, 237.0, 18.0], QkZrZo5V7_, 6457528]
[paragraph, [301.0, 738.0, 254.0, 18.0], k7WsfY410H, 6457528]
[paragraph, [301.0, 756.0, 254.0, 18.0], k7WsfY410H, 6457528]
[reference, [303.0, 780.0, 254.0, 18.0], CqW-scTh4x, 6457528]
[reference, [303.0, 798.0, 254.0, 18.0], CqW-scTh4x, 6457528]
[reference, [303.0, 816.0, 254.0, 18.0], CqW-scTh4x, 6457528]
[reference, [68.0, 812.0, 159.0, 18.0], O-77eLKact, 6457528]
