[664, 439]
[folio, [158.0, 55.0, 98.0, 18.0], TPeRxAQD25, 6464443]
[paragraph, [47.0, 84.0, 324.0, 18.0], shoonya_0sQ2QYWSXHMQH9, 6464443]
[paragraph, [47.0, 102.0, 324.0, 18.0], shoonya_0sQ2QYWSXHMQH9, 6464443]
[paragraph, [47.0, 120.0, 324.0, 18.0], shoonya_0sQ2QYWSXHMQH9, 6464443]
[paragraph, [47.0, 138.0, 324.0, 18.0], shoonya_0sQ2QYWSXHMQH9, 6464443]
[paragraph, [47.0, 156.0, 324.0, 18.0], shoonya_0sQ2QYWSXHMQH9, 6464443]
[paragraph, [47.0, 174.0, 324.0, 18.0], shoonya_0sQ2QYWSXHMQH9, 6464443]
[paragraph, [47.0, 192.0, 324.0, 18.0], shoonya_0sQ2QYWSXHMQH9, 6464443]
[paragraph, [47.0, 210.0, 324.0, 18.0], shoonya_0sQ2QYWSXHMQH9, 6464443]
[paragraph, [47.0, 228.0, 324.0, 18.0], shoonya_0sQ2QYWSXHMQH9, 6464443]
[paragraph, [47.0, 246.0, 324.0, 18.0], shoonya_0sQ2QYWSXHMQH9, 6464443]
[paragraph, [47.0, 264.0, 324.0, 18.0], shoonya_0sQ2QYWSXHMQH9, 6464443]
[paragraph, [47.0, 282.0, 324.0, 18.0], shoonya_0sQ2QYWSXHMQH9, 6464443]
[paragraph, [47.0, 300.0, 324.0, 18.0], shoonya_0sQ2QYWSXHMQH9, 6464443]
[paragraph, [47.0, 318.0, 324.0, 18.0], shoonya_0sQ2QYWSXHMQH9, 6464443]
[paragraph, [47.0, 336.0, 324.0, 18.0], shoonya_0sQ2QYWSXHMQH9, 6464443]
[paragraph, [47.0, 354.0, 324.0, 18.0], shoonya_0sQ2QYWSXHMQH9, 6464443]
[paragraph, [47.0, 372.0, 324.0, 18.0], shoonya_0sQ2QYWSXHMQH9, 6464443]
[paragraph, [47.0, 390.0, 324.0, 18.0], shoonya_0sQ2QYWSXHMQH9, 6464443]
[paragraph, [47.0, 408.0, 324.0, 18.0], shoonya_0sQ2QYWSXHMQH9, 6464443]
[paragraph, [47.0, 426.0, 324.0, 18.0], shoonya_0sQ2QYWSXHMQH9, 6464443]
[paragraph, [47.0, 444.0, 324.0, 18.0], shoonya_0sQ2QYWSXHMQH9, 6464443]
[paragraph, [47.0, 462.0, 324.0, 18.0], shoonya_0sQ2QYWSXHMQH9, 6464443]
[paragraph, [47.0, 480.0, 324.0, 18.0], shoonya_0sQ2QYWSXHMQH9, 6464443]
[paragraph, [47.0, 498.0, 324.0, 18.0], shoonya_0sQ2QYWSXHMQH9, 6464443]
[paragraph, [47.0, 516.0, 324.0, 18.0], shoonya_0sQ2QYWSXHMQH9, 6464443]
[paragraph, [47.0, 534.0, 324.0, 18.0], shoonya_0sQ2QYWSXHMQH9, 6464443]
[paragraph, [47.0, 552.0, 324.0, 18.0], shoonya_0sQ2QYWSXHMQH9, 6464443]
[footnote, [91.0, 627.0, 258.0, 18.0], dJHLpEgb62, 6464443]
