[2339, 1653]
[paragraph, [504.0, 390.0, 311.0, 36.0], shoonya_11sWZIA64U0WXS, 5735596]
[paragraph, [504.0, 426.0, 311.0, 36.0], shoonya_11sWZIA64U0WXS, 5735596]
[paragraph, [504.0, 462.0, 311.0, 36.0], shoonya_11sWZIA64U0WXS, 5735596]
[paragraph, [504.0, 498.0, 311.0, 36.0], shoonya_11sWZIA64U0WXS, 5735596]
[paragraph, [504.0, 534.0, 311.0, 36.0], shoonya_11sWZIA64U0WXS, 5735596]
[paragraph, [504.0, 570.0, 311.0, 36.0], shoonya_11sWZIA64U0WXS, 5735596]
[paragraph, [504.0, 606.0, 311.0, 36.0], shoonya_11sWZIA64U0WXS, 5735596]
[paragraph, [504.0, 642.0, 311.0, 36.0], shoonya_11sWZIA64U0WXS, 5735596]
[paragraph, [504.0, 678.0, 311.0, 36.0], shoonya_11sWZIA64U0WXS, 5735596]
[paragraph, [836.0, 390.0, 579.0, 36.0], shoonya_0sFJWXFMLYZX8X, 5735596]
[paragraph, [836.0, 426.0, 579.0, 36.0], shoonya_0sFJWXFMLYZX8X, 5735596]
[paragraph, [836.0, 462.0, 579.0, 36.0], shoonya_0sFJWXFMLYZX8X, 5735596]
[paragraph, [836.0, 498.0, 579.0, 36.0], shoonya_0sFJWXFMLYZX8X, 5735596]
[paragraph, [836.0, 534.0, 579.0, 36.0], shoonya_0sFJWXFMLYZX8X, 5735596]
[paragraph, [836.0, 570.0, 579.0, 36.0], shoonya_0sFJWXFMLYZX8X, 5735596]
[paragraph, [836.0, 606.0, 579.0, 36.0], shoonya_0sFJWXFMLYZX8X, 5735596]
[paragraph, [836.0, 642.0, 579.0, 36.0], shoonya_0sFJWXFMLYZX8X, 5735596]
[paragraph, [836.0, 678.0, 579.0, 36.0], shoonya_0sFJWXFMLYZX8X, 5735596]
[paragraph, [836.0, 714.0, 579.0, 36.0], shoonya_0sFJWXFMLYZX8X, 5735596]
[paragraph, [836.0, 750.0, 579.0, 36.0], shoonya_0sFJWXFMLYZX8X, 5735596]
[paragraph, [239.0, 749.0, 577.0, 36.0], shoonya_4sR33GZVS6WSTR, 5735596]
[paragraph, [239.0, 785.0, 577.0, 36.0], shoonya_4sR33GZVS6WSTR, 5735596]
[paragraph, [239.0, 821.0, 577.0, 36.0], shoonya_4sR33GZVS6WSTR, 5735596]
[paragraph, [239.0, 857.0, 577.0, 36.0], shoonya_4sR33GZVS6WSTR, 5735596]
[paragraph, [239.0, 893.0, 577.0, 36.0], shoonya_4sR33GZVS6WSTR, 5735596]
[paragraph, [239.0, 929.0, 577.0, 36.0], shoonya_4sR33GZVS6WSTR, 5735596]
[paragraph, [239.0, 965.0, 577.0, 36.0], shoonya_4sR33GZVS6WSTR, 5735596]
[paragraph, [239.0, 1001.0, 577.0, 36.0], shoonya_4sR33GZVS6WSTR, 5735596]
[paragraph, [836.0, 791.0, 580.0, 36.0], shoonya_1sNZGD7PX1YDVL, 5735596]
[paragraph, [836.0, 827.0, 580.0, 36.0], shoonya_1sNZGD7PX1YDVL, 5735596]
[paragraph, [836.0, 863.0, 580.0, 36.0], shoonya_1sNZGD7PX1YDVL, 5735596]
[paragraph, [836.0, 899.0, 580.0, 36.0], shoonya_1sNZGD7PX1YDVL, 5735596]
[paragraph, [836.0, 935.0, 580.0, 36.0], shoonya_1sNZGD7PX1YDVL, 5735596]
[paragraph, [836.0, 971.0, 580.0, 36.0], shoonya_1sNZGD7PX1YDVL, 5735596]
[paragraph, [836.0, 1007.0, 580.0, 36.0], shoonya_1sNZGD7PX1YDVL, 5735596]
[paragraph, [836.0, 1043.0, 580.0, 36.0], shoonya_1sNZGD7PX1YDVL, 5735596]
[paragraph, [836.0, 1079.0, 580.0, 36.0], shoonya_1sNZGD7PX1YDVL, 5735596]
[paragraph, [836.0, 1115.0, 580.0, 36.0], shoonya_1sNZGD7PX1YDVL, 5735596]
[paragraph, [836.0, 1151.0, 580.0, 36.0], shoonya_1sNZGD7PX1YDVL, 5735596]
[paragraph, [836.0, 1187.0, 580.0, 36.0], shoonya_1sNZGD7PX1YDVL, 5735596]
[paragraph, [836.0, 1223.0, 580.0, 36.0], shoonya_1sNZGD7PX1YDVL, 5735596]
[paragraph, [836.0, 1259.0, 580.0, 36.0], shoonya_1sNZGD7PX1YDVL, 5735596]
[paragraph, [836.0, 1295.0, 580.0, 36.0], shoonya_1sNZGD7PX1YDVL, 5735596]
[paragraph, [236.0, 1056.0, 580.0, 36.0], shoonya_2sZ91HOXG7DV0A, 5735596]
[paragraph, [236.0, 1092.0, 580.0, 36.0], shoonya_2sZ91HOXG7DV0A, 5735596]
[paragraph, [236.0, 1128.0, 580.0, 36.0], shoonya_2sZ91HOXG7DV0A, 5735596]
[paragraph, [236.0, 1164.0, 580.0, 36.0], shoonya_2sZ91HOXG7DV0A, 5735596]
[paragraph, [236.0, 1200.0, 580.0, 36.0], shoonya_2sZ91HOXG7DV0A, 5735596]
[paragraph, [236.0, 1236.0, 580.0, 36.0], shoonya_2sZ91HOXG7DV0A, 5735596]
[paragraph, [236.0, 1272.0, 580.0, 36.0], shoonya_2sZ91HOXG7DV0A, 5735596]
[paragraph, [236.0, 1308.0, 580.0, 36.0], shoonya_2sZ91HOXG7DV0A, 5735596]
[paragraph, [236.0, 1344.0, 580.0, 36.0], shoonya_2sZ91HOXG7DV0A, 5735596]
[paragraph, [236.0, 1380.0, 580.0, 36.0], shoonya_2sZ91HOXG7DV0A, 5735596]
[paragraph, [236.0, 1416.0, 580.0, 36.0], shoonya_2sZ91HOXG7DV0A, 5735596]
[paragraph, [236.0, 1452.0, 580.0, 36.0], shoonya_2sZ91HOXG7DV0A, 5735596]
[paragraph, [236.0, 1488.0, 580.0, 36.0], shoonya_2sZ91HOXG7DV0A, 5735596]
