[3509, 2482]
[section-title, [974.0, 353.0, 232.0, 93.0], e_SH39WARX, 5691769]
[paragraph, [175.0, 473.0, 1837.0, 52.5], shoonya_1sSSKNJ50KWM6N, 5691769]
[paragraph, [175.0, 525.5, 1837.0, 52.5], shoonya_1sSSKNJ50KWM6N, 5691769]
[paragraph, [175.0, 578.0, 1837.0, 52.5], shoonya_1sSSKNJ50KWM6N, 5691769]
[paragraph, [175.0, 630.5, 1837.0, 52.5], shoonya_1sSSKNJ50KWM6N, 5691769]
[paragraph, [175.0, 683.0, 1837.0, 52.5], shoonya_1sSSKNJ50KWM6N, 5691769]
[paragraph, [175.0, 735.5, 1837.0, 52.5], shoonya_1sSSKNJ50KWM6N, 5691769]
[paragraph, [175.0, 788.0, 1837.0, 52.5], shoonya_1sSSKNJ50KWM6N, 5691769]
[paragraph, [175.0, 840.5, 1837.0, 52.5], shoonya_1sSSKNJ50KWM6N, 5691769]
[paragraph, [175.0, 893.0, 1837.0, 52.5], shoonya_1sSSKNJ50KWM6N, 5691769]
[paragraph, [175.0, 945.5, 1837.0, 52.5], shoonya_1sSSKNJ50KWM6N, 5691769]
[paragraph, [175.0, 998.0, 1837.0, 52.5], shoonya_1sSSKNJ50KWM6N, 5691769]
[paragraph, [175.0, 1050.5, 1837.0, 52.5], shoonya_1sSSKNJ50KWM6N, 5691769]
[paragraph, [175.0, 1103.0, 1837.0, 52.5], shoonya_1sSSKNJ50KWM6N, 5691769]
[paragraph, [175.0, 1155.5, 1837.0, 52.5], shoonya_1sSSKNJ50KWM6N, 5691769]
[paragraph, [175.0, 1208.0, 1837.0, 52.5], shoonya_1sSSKNJ50KWM6N, 5691769]
[paragraph, [175.0, 1260.5, 1837.0, 52.5], shoonya_1sSSKNJ50KWM6N, 5691769]
[paragraph, [175.0, 1313.0, 1837.0, 52.5], shoonya_1sSSKNJ50KWM6N, 5691769]
[paragraph, [175.0, 1365.5, 1837.0, 52.5], shoonya_1sSSKNJ50KWM6N, 5691769]
[paragraph, [163.0, 1429.0, 1845.0, 52.5], shoonya_0s9ZEU40DFSUN0, 5691769]
[paragraph, [163.0, 1481.5, 1845.0, 52.5], shoonya_0s9ZEU40DFSUN0, 5691769]
[paragraph, [163.0, 1534.0, 1845.0, 52.5], shoonya_0s9ZEU40DFSUN0, 5691769]
[paragraph, [209.0, 1599.0, 1778.0, 52.5], P0jAAp5X3k, 5691769]
[paragraph, [209.0, 1651.5, 1778.0, 52.5], P0jAAp5X3k, 5691769]
[paragraph, [148.0, 1749.0, 1926.0, 52.5], PlWl3RnB00, 5691769]
[paragraph, [148.0, 1801.5, 1926.0, 52.5], PlWl3RnB00, 5691769]
[paragraph, [148.0, 1854.0, 1926.0, 52.5], PlWl3RnB00, 5691769]
[paragraph, [148.0, 1906.5, 1926.0, 52.5], PlWl3RnB00, 5691769]
[paragraph, [148.0, 1959.0, 1926.0, 52.5], PlWl3RnB00, 5691769]
[paragraph, [148.0, 2011.5, 1926.0, 52.5], PlWl3RnB00, 5691769]
[paragraph, [148.0, 2064.0, 1926.0, 52.5], PlWl3RnB00, 5691769]
[paragraph, [148.0, 2116.5, 1926.0, 52.5], PlWl3RnB00, 5691769]
[paragraph, [148.0, 2169.0, 1926.0, 52.5], PlWl3RnB00, 5691769]
[paragraph, [148.0, 2221.5, 1926.0, 52.5], PlWl3RnB00, 5691769]
[paragraph, [148.0, 2274.0, 1926.0, 52.5], PlWl3RnB00, 5691769]
[paragraph, [148.0, 2326.5, 1926.0, 52.5], PlWl3RnB00, 5691769]
[paragraph, [148.0, 2379.0, 1926.0, 52.5], PlWl3RnB00, 5691769]
[section-title, [995.0, 2522.0, 241.0, 93.0], g2MYlZbVFc, 5691769]
[paragraph, [203.0, 2680.0, 1802.0, 52.5], yJltxx5iZT, 5691769]
[paragraph, [203.0, 2732.5, 1802.0, 52.5], yJltxx5iZT, 5691769]
[paragraph, [203.0, 2785.0, 1802.0, 52.5], yJltxx5iZT, 5691769]
[paragraph, [203.0, 2837.5, 1802.0, 52.5], yJltxx5iZT, 5691769]
[paragraph, [203.0, 2890.0, 1802.0, 52.5], yJltxx5iZT, 5691769]
[paragraph, [203.0, 2942.5, 1802.0, 52.5], yJltxx5iZT, 5691769]
[paragraph, [203.0, 2995.0, 1802.0, 52.5], yJltxx5iZT, 5691769]
[paragraph, [226.0, 3083.0, 1643.0, 52.5], kHVbdK8_yb, 5691769]
[paragraph, [294.0, 3166.0, 644.0, 52.5], bbfZNoI6lN, 5691769]
[paragraph, [316.0, 3250.0, 382.0, 52.5], tAFKtOkv1l, 5691769]
