[1755, 1241]
[folio, [142.0, 169.0, 436.0, 36.0], koESShSX_S, 5705215]
[headline, [436.0, 243.0, 370.0, 37.5], dsfFTrfk0p, 5705215]
[contact-info, [298.0, 313.0, 660.0, 36.0], jE9EN3MvGH, 5705215]
[contact-info, [298.0, 349.0, 660.0, 36.0], jE9EN3MvGH, 5705215]
[contact-info, [298.0, 385.0, 660.0, 36.0], jE9EN3MvGH, 5705215]
[contact-info, [298.0, 421.0, 660.0, 36.0], jE9EN3MvGH, 5705215]
[contact-info, [298.0, 457.0, 660.0, 36.0], jE9EN3MvGH, 5705215]
[contact-info, [224.0, 506.0, 786.0, 36.0], olaIrdTo9o, 5705215]
[contact-info, [224.0, 542.0, 786.0, 36.0], olaIrdTo9o, 5705215]
[contact-info, [224.0, 578.0, 786.0, 36.0], olaIrdTo9o, 5705215]
[contact-info, [224.0, 614.0, 786.0, 36.0], olaIrdTo9o, 5705215]
[contact-info, [224.0, 650.0, 786.0, 36.0], olaIrdTo9o, 5705215]
[contact-info, [272.0, 716.0, 704.0, 36.0], Kv7W4R5PB7, 5705215]
[contact-info, [272.0, 752.0, 704.0, 36.0], Kv7W4R5PB7, 5705215]
[contact-info, [272.0, 788.0, 704.0, 36.0], Kv7W4R5PB7, 5705215]
[contact-info, [272.0, 824.0, 704.0, 36.0], Kv7W4R5PB7, 5705215]
[contact-info, [263.0, 884.0, 710.0, 36.0], XWgjW30ay7, 5705215]
[contact-info, [263.0, 920.0, 710.0, 36.0], XWgjW30ay7, 5705215]
[contact-info, [263.0, 956.0, 710.0, 36.0], XWgjW30ay7, 5705215]
[contact-info, [263.0, 992.0, 710.0, 36.0], XWgjW30ay7, 5705215]
[contact-info, [263.0, 1028.0, 710.0, 36.0], XWgjW30ay7, 5705215]
[contact-info, [260.0, 1091.0, 724.0, 36.0], Ir0Of1OVQD, 5705215]
[contact-info, [260.0, 1127.0, 724.0, 36.0], Ir0Of1OVQD, 5705215]
[contact-info, [260.0, 1163.0, 724.0, 36.0], Ir0Of1OVQD, 5705215]
[contact-info, [260.0, 1199.0, 724.0, 36.0], Ir0Of1OVQD, 5705215]
[contact-info, [255.0, 1292.0, 713.0, 36.0], UrmCVcbBeG, 5705215]
[contact-info, [255.0, 1328.0, 713.0, 36.0], UrmCVcbBeG, 5705215]
[contact-info, [255.0, 1364.0, 713.0, 36.0], UrmCVcbBeG, 5705215]
[contact-info, [255.0, 1400.0, 713.0, 36.0], UrmCVcbBeG, 5705215]
[website-link, [144.0, 1550.0, 296.0, 18.0], shoonya_0sMKN0NXXTYRJT, 5705215]
