[792, 612]
[chapter-title, [254.0, 48.0, 88.0, 30.0], shoonya_7sY0TYG951ZIRT, 5701098]
[section-title, [256.0, 83.0, 104.0, 30.0], RcZitBPc9I, 5701098]
[paragraph, [173.0, 187.0, 377.0, 18.0], shoonya_4sO5CRBCC13IZA, 5701098]
[paragraph, [173.0, 205.0, 377.0, 18.0], shoonya_4sO5CRBCC13IZA, 5701098]
[paragraph, [173.0, 223.0, 377.0, 18.0], shoonya_4sO5CRBCC13IZA, 5701098]
[paragraph, [173.0, 241.0, 377.0, 18.0], shoonya_4sO5CRBCC13IZA, 5701098]
[paragraph, [173.0, 259.0, 377.0, 18.0], shoonya_4sO5CRBCC13IZA, 5701098]
[paragraph, [173.0, 277.0, 377.0, 18.0], shoonya_4sO5CRBCC13IZA, 5701098]
[paragraph, [173.0, 295.0, 377.0, 18.0], shoonya_4sO5CRBCC13IZA, 5701098]
[paragraph, [173.0, 313.0, 377.0, 18.0], shoonya_4sO5CRBCC13IZA, 5701098]
[sub-section-title, [163.0, 355.0, 353.0, 25.5], shoonya_6s0FOZ4F6SMGGO, 5701098]
[sub-section-title, [163.0, 380.5, 353.0, 25.5], shoonya_6s0FOZ4F6SMGGO, 5701098]
[paragraph, [255.0, 419.0, 294.0, 18.0], shoonya_1sLLZFETMCBY6H, 5701098]
[paragraph, [255.0, 437.0, 294.0, 18.0], shoonya_1sLLZFETMCBY6H, 5701098]
[paragraph, [255.0, 455.0, 294.0, 18.0], shoonya_1sLLZFETMCBY6H, 5701098]
[paragraph, [255.0, 473.0, 294.0, 18.0], shoonya_1sLLZFETMCBY6H, 5701098]
[paragraph, [255.0, 491.0, 294.0, 18.0], shoonya_1sLLZFETMCBY6H, 5701098]
[paragraph, [256.0, 515.0, 293.0, 18.0], shoonya_0s14UUGTVMK6CC, 5701098]
[paragraph, [256.0, 533.0, 293.0, 18.0], shoonya_0s14UUGTVMK6CC, 5701098]
[paragraph, [256.0, 551.0, 293.0, 18.0], shoonya_0s14UUGTVMK6CC, 5701098]
[paragraph, [256.0, 569.0, 293.0, 18.0], shoonya_0s14UUGTVMK6CC, 5701098]
[paragraph, [256.0, 587.0, 293.0, 18.0], shoonya_0s14UUGTVMK6CC, 5701098]
[paragraph, [256.0, 605.0, 293.0, 18.0], shoonya_0s14UUGTVMK6CC, 5701098]
[paragraph, [256.0, 623.0, 293.0, 18.0], shoonya_0s14UUGTVMK6CC, 5701098]
[paragraph, [61.0, 595.0, 184.0, 18.0], shoonya_5sSSCIL9TLZCSK, 5701098]
[paragraph, [61.0, 613.0, 184.0, 18.0], shoonya_5sSSCIL9TLZCSK, 5701098]
[paragraph, [61.0, 631.0, 184.0, 18.0], shoonya_5sSSCIL9TLZCSK, 5701098]
[paragraph, [61.0, 649.0, 184.0, 18.0], shoonya_5sSSCIL9TLZCSK, 5701098]
[paragraph, [61.0, 667.0, 184.0, 18.0], shoonya_5sSSCIL9TLZCSK, 5701098]
[paragraph, [61.0, 685.0, 184.0, 18.0], shoonya_5sSSCIL9TLZCSK, 5701098]
[paragraph, [61.0, 703.0, 184.0, 18.0], shoonya_5sSSCIL9TLZCSK, 5701098]
[paragraph, [256.0, 659.0, 293.0, 18.0], shoonya_2sSQW3O8JYIEO2, 5701098]
[paragraph, [256.0, 677.0, 293.0, 18.0], shoonya_2sSQW3O8JYIEO2, 5701098]
[paragraph, [256.0, 695.0, 293.0, 18.0], shoonya_2sSQW3O8JYIEO2, 5701098]
