[872, 605]
[folio, [448.0, 35.0, 101.0, 18.0], jvCq2sylb5, 6456982]
[folio, [448.0, 53.0, 101.0, 18.0], jvCq2sylb5, 6456982]
[paragraph, [299.0, 75.0, 251.0, 18.0], EOz74cnl5Y, 6456982]
[paragraph, [299.0, 93.0, 251.0, 18.0], EOz74cnl5Y, 6456982]
[paragraph, [299.0, 111.0, 251.0, 18.0], EOz74cnl5Y, 6456982]
[paragraph, [299.0, 129.0, 251.0, 18.0], EOz74cnl5Y, 6456982]
[paragraph, [299.0, 147.0, 251.0, 18.0], EOz74cnl5Y, 6456982]
[paragraph, [299.0, 165.0, 251.0, 18.0], EOz74cnl5Y, 6456982]
[paragraph, [299.0, 183.0, 251.0, 18.0], EOz74cnl5Y, 6456982]
[paragraph, [299.0, 201.0, 251.0, 18.0], EOz74cnl5Y, 6456982]
[paragraph, [299.0, 219.0, 251.0, 18.0], EOz74cnl5Y, 6456982]
[paragraph, [299.0, 237.0, 251.0, 18.0], EOz74cnl5Y, 6456982]
[paragraph, [299.0, 255.0, 251.0, 18.0], EOz74cnl5Y, 6456982]
[paragraph, [299.0, 273.0, 251.0, 18.0], EOz74cnl5Y, 6456982]
[paragraph, [299.0, 291.0, 251.0, 18.0], EOz74cnl5Y, 6456982]
[paragraph, [299.0, 309.0, 251.0, 18.0], EOz74cnl5Y, 6456982]
[paragraph, [299.0, 327.0, 251.0, 18.0], EOz74cnl5Y, 6456982]
[paragraph, [299.0, 345.0, 251.0, 18.0], EOz74cnl5Y, 6456982]
[paragraph, [299.0, 363.0, 251.0, 18.0], EOz74cnl5Y, 6456982]
[paragraph, [51.0, 79.0, 236.0, 18.0], uWUt7fB7Rx, 6456982]
[paragraph, [51.0, 97.0, 236.0, 18.0], uWUt7fB7Rx, 6456982]
[paragraph, [48.0, 113.0, 199.0, 18.0], el5xGHOb4f, 6456982]
[paragraph, [49.0, 129.0, 247.0, 18.0], n4F57HbxH7, 6456982]
[paragraph, [49.0, 147.0, 247.0, 18.0], n4F57HbxH7, 6456982]
[paragraph, [49.0, 165.0, 247.0, 18.0], n4F57HbxH7, 6456982]
[paragraph, [49.0, 183.0, 247.0, 18.0], n4F57HbxH7, 6456982]
[paragraph, [49.0, 201.0, 247.0, 18.0], n4F57HbxH7, 6456982]
[paragraph, [49.0, 219.0, 247.0, 18.0], n4F57HbxH7, 6456982]
[paragraph, [49.0, 237.0, 247.0, 18.0], n4F57HbxH7, 6456982]
[paragraph, [49.0, 255.0, 247.0, 18.0], n4F57HbxH7, 6456982]
[paragraph, [49.0, 273.0, 247.0, 18.0], n4F57HbxH7, 6456982]
[paragraph, [49.0, 291.0, 247.0, 18.0], n4F57HbxH7, 6456982]
[paragraph, [49.0, 309.0, 247.0, 18.0], n4F57HbxH7, 6456982]
[paragraph, [49.0, 327.0, 247.0, 18.0], n4F57HbxH7, 6456982]
[paragraph, [49.0, 345.0, 247.0, 18.0], n4F57HbxH7, 6456982]
[paragraph, [49.0, 363.0, 247.0, 18.0], n4F57HbxH7, 6456982]
[paragraph, [49.0, 381.0, 247.0, 18.0], n4F57HbxH7, 6456982]
[paragraph, [49.0, 399.0, 247.0, 18.0], n4F57HbxH7, 6456982]
[paragraph, [303.0, 380.0, 241.0, 18.0], jCQLaaK9UE, 6456982]
[paragraph, [303.0, 398.0, 241.0, 18.0], jCQLaaK9UE, 6456982]
[paragraph, [301.0, 416.0, 224.0, 18.0], iQ8OnhLRv5, 6456982]
[paragraph, [53.0, 423.0, 250.0, 18.0], cVdS_EPu-c, 6456982]
[paragraph, [53.0, 441.0, 250.0, 18.0], cVdS_EPu-c, 6456982]
[paragraph, [53.0, 459.0, 250.0, 18.0], cVdS_EPu-c, 6456982]
[paragraph, [53.0, 477.0, 250.0, 18.0], cVdS_EPu-c, 6456982]
[paragraph, [301.0, 435.0, 243.0, 18.0], INPvF6w_tq, 6456982]
[paragraph, [301.0, 453.0, 243.0, 18.0], INPvF6w_tq, 6456982]
[paragraph, [299.0, 472.0, 251.0, 18.0], nGwFwpEXQT, 6456982]
[paragraph, [299.0, 490.0, 251.0, 18.0], nGwFwpEXQT, 6456982]
[paragraph, [299.0, 508.0, 251.0, 18.0], nGwFwpEXQT, 6456982]
[paragraph, [299.0, 526.0, 251.0, 18.0], nGwFwpEXQT, 6456982]
[paragraph, [299.0, 544.0, 251.0, 18.0], nGwFwpEXQT, 6456982]
[paragraph, [299.0, 562.0, 251.0, 18.0], nGwFwpEXQT, 6456982]
[paragraph, [299.0, 580.0, 251.0, 18.0], nGwFwpEXQT, 6456982]
[paragraph, [299.0, 598.0, 251.0, 18.0], nGwFwpEXQT, 6456982]
[paragraph, [299.0, 616.0, 251.0, 18.0], nGwFwpEXQT, 6456982]
[paragraph, [299.0, 634.0, 251.0, 18.0], nGwFwpEXQT, 6456982]
[paragraph, [299.0, 652.0, 251.0, 18.0], nGwFwpEXQT, 6456982]
[paragraph, [299.0, 670.0, 251.0, 18.0], nGwFwpEXQT, 6456982]
[paragraph, [299.0, 688.0, 251.0, 18.0], nGwFwpEXQT, 6456982]
[paragraph, [299.0, 706.0, 251.0, 18.0], nGwFwpEXQT, 6456982]
[paragraph, [52.0, 493.0, 248.0, 18.0], X_SCN46ik-, 6456982]
[paragraph, [52.0, 511.0, 248.0, 18.0], X_SCN46ik-, 6456982]
[paragraph, [52.0, 529.0, 248.0, 18.0], X_SCN46ik-, 6456982]
[paragraph, [52.0, 547.0, 248.0, 18.0], X_SCN46ik-, 6456982]
[paragraph, [52.0, 565.0, 248.0, 18.0], X_SCN46ik-, 6456982]
[paragraph, [52.0, 583.0, 248.0, 18.0], X_SCN46ik-, 6456982]
[paragraph, [52.0, 601.0, 248.0, 18.0], X_SCN46ik-, 6456982]
[paragraph, [52.0, 619.0, 248.0, 18.0], X_SCN46ik-, 6456982]
[paragraph, [52.0, 637.0, 248.0, 18.0], X_SCN46ik-, 6456982]
[paragraph, [52.0, 655.0, 248.0, 18.0], X_SCN46ik-, 6456982]
[paragraph, [52.0, 673.0, 248.0, 18.0], X_SCN46ik-, 6456982]
[paragraph, [52.0, 691.0, 248.0, 18.0], X_SCN46ik-, 6456982]
[paragraph, [52.0, 709.0, 248.0, 18.0], X_SCN46ik-, 6456982]
[reference, [48.0, 733.0, 254.0, 18.0], J6rIVd4W0S, 6456982]
[reference, [48.0, 751.0, 254.0, 18.0], J6rIVd4W0S, 6456982]
[reference, [48.0, 769.0, 254.0, 18.0], J6rIVd4W0S, 6456982]
[reference, [48.0, 787.0, 254.0, 18.0], J6rIVd4W0S, 6456982]
[reference, [48.0, 805.0, 254.0, 18.0], J6rIVd4W0S, 6456982]
[reference, [302.0, 737.0, 247.0, 18.0], weSxzaHTnZ, 6456982]
[reference, [302.0, 755.0, 247.0, 18.0], weSxzaHTnZ, 6456982]
[reference, [302.0, 773.0, 247.0, 18.0], weSxzaHTnZ, 6456982]
[reference, [302.0, 791.0, 247.0, 18.0], weSxzaHTnZ, 6456982]
[reference, [302.0, 809.0, 247.0, 18.0], weSxzaHTnZ, 6456982]
