[2325, 1575]
[headline, [465.0, 121.0, 910.0, 67.5], _BNxFluFt0, 5715887]
[headline, [465.0, 188.5, 910.0, 67.5], _BNxFluFt0, 5715887]
[section-title, [147.0, 344.0, 1296.0, 52.5], shoonya_6s59GDD7UYZJI3, 5715887]
[paragraph, [143.0, 860.0, 628.0, 36.0], shoonya_3sULN4ML71CF2C, 5715887]
[paragraph, [143.0, 896.0, 628.0, 36.0], shoonya_3sULN4ML71CF2C, 5715887]
[paragraph, [143.0, 932.0, 628.0, 36.0], shoonya_3sULN4ML71CF2C, 5715887]
[paragraph, [143.0, 968.0, 628.0, 36.0], shoonya_3sULN4ML71CF2C, 5715887]
[paragraph, [143.0, 1004.0, 628.0, 36.0], shoonya_3sULN4ML71CF2C, 5715887]
[paragraph, [143.0, 1040.0, 628.0, 36.0], shoonya_3sULN4ML71CF2C, 5715887]
[paragraph, [795.0, 864.0, 639.0, 36.0], shoonya_4s3ALCYWPD8XTX, 5715887]
[paragraph, [795.0, 900.0, 639.0, 36.0], shoonya_4s3ALCYWPD8XTX, 5715887]
[paragraph, [795.0, 936.0, 639.0, 36.0], shoonya_4s3ALCYWPD8XTX, 5715887]
[paragraph, [795.0, 972.0, 639.0, 36.0], shoonya_4s3ALCYWPD8XTX, 5715887]
[paragraph, [795.0, 1008.0, 639.0, 36.0], shoonya_4s3ALCYWPD8XTX, 5715887]
[paragraph, [795.0, 1044.0, 639.0, 36.0], shoonya_4s3ALCYWPD8XTX, 5715887]
[paragraph, [795.0, 1080.0, 639.0, 36.0], shoonya_4s3ALCYWPD8XTX, 5715887]
[paragraph, [795.0, 1116.0, 639.0, 36.0], shoonya_4s3ALCYWPD8XTX, 5715887]
[paragraph, [795.0, 1152.0, 639.0, 36.0], shoonya_4s3ALCYWPD8XTX, 5715887]
[paragraph, [795.0, 1188.0, 639.0, 36.0], shoonya_4s3ALCYWPD8XTX, 5715887]
[paragraph, [795.0, 1224.0, 639.0, 36.0], shoonya_4s3ALCYWPD8XTX, 5715887]
[paragraph, [138.0, 1094.0, 631.0, 36.0], shoonya_2s62OGOOYR5MHX, 5715887]
[paragraph, [138.0, 1130.0, 631.0, 36.0], shoonya_2s62OGOOYR5MHX, 5715887]
[paragraph, [138.0, 1166.0, 631.0, 36.0], shoonya_2s62OGOOYR5MHX, 5715887]
[paragraph, [138.0, 1202.0, 631.0, 36.0], shoonya_2s62OGOOYR5MHX, 5715887]
[paragraph, [138.0, 1238.0, 631.0, 36.0], shoonya_2s62OGOOYR5MHX, 5715887]
[contact-info, [148.0, 1307.0, 1263.0, 36.0], shoonya_5sQGEKDCOE14VJ, 5715887]
[contact-info, [148.0, 1343.0, 1263.0, 36.0], shoonya_5sQGEKDCOE14VJ, 5715887]
[contact-info, [148.0, 1379.0, 1263.0, 36.0], shoonya_5sQGEKDCOE14VJ, 5715887]
[contact-info, [148.0, 1415.0, 1263.0, 36.0], shoonya_5sQGEKDCOE14VJ, 5715887]
[contact-info, [148.0, 1451.0, 1263.0, 36.0], shoonya_5sQGEKDCOE14VJ, 5715887]
[paragraph, [212.0, 1534.0, 605.0, 36.0], NkOnJ3Zazy, 5715887]
[paragraph, [212.0, 1570.0, 605.0, 36.0], NkOnJ3Zazy, 5715887]
[paragraph, [212.0, 1606.0, 605.0, 36.0], NkOnJ3Zazy, 5715887]
[paragraph, [897.0, 1534.0, 490.0, 36.0], DhwZ0oqGqV, 5715887]
[paragraph, [897.0, 1570.0, 490.0, 36.0], DhwZ0oqGqV, 5715887]
[paragraph, [897.0, 1606.0, 490.0, 36.0], DhwZ0oqGqV, 5715887]
[folio, [742.0, 1719.0, 742.0, 36.0], mpkEQlHczl, 5715887]
[folio, [742.0, 1755.0, 742.0, 36.0], mpkEQlHczl, 5715887]
[folio, [742.0, 1791.0, 742.0, 36.0], mpkEQlHczl, 5715887]
[folio, [742.0, 1827.0, 742.0, 36.0], mpkEQlHczl, 5715887]
[folio, [754.0, 1865.0, 578.0, 36.0], 7QTiCWaDUV, 5715887]
[folio, [754.0, 1901.0, 578.0, 36.0], 7QTiCWaDUV, 5715887]
[folio, [754.0, 1937.0, 578.0, 36.0], 7QTiCWaDUV, 5715887]
[folio, [754.0, 1973.0, 578.0, 36.0], 7QTiCWaDUV, 5715887]
[footnote, [448.0, 2135.0, 1002.0, 36.0], -d9zIz0Yza, 5715887]
[footnote, [448.0, 2171.0, 1002.0, 36.0], -d9zIz0Yza, 5715887]
[footnote, [448.0, 2207.0, 1002.0, 36.0], -d9zIz0Yza, 5715887]
[footnote, [448.0, 2243.0, 1002.0, 36.0], -d9zIz0Yza, 5715887]
